"ID-recorrido","id-linea","nombre-linea","ida-vuelta","activo","route-trip","codigo-de-sub-ramal","descripcion","destino"
2670,3571,"G-05-054A",0,1,54151,54151,"054A MUN-BERM.CTRO","NULL"
2457,3572,"G-05-054B",1,1,54152,54152,"054B MN-ESC-BERM-GOB","NULL"
2458,3572,"G-05-054B",0,1,54152,54152,"054B MN-ESC-BERM-GOB","NULL"
2672,3572,"G-05-054B",1,1,54153,54153,"054B MN-ESC-BERM-GOB","NULL"
2673,3572,"G-05-054B",0,1,54153,54153,"054B MN-ESC-BERM-GOB","NULL"
2461,3572,"G-05-054B",1,1,54154,54154,"054B MN-ESC-BERM-GOB","NULL"
2674,3572,"G-05-054B",0,1,54154,54154,"054B MN-ESC-BERM-GOB","NULL"
2690,3573,"G-05-054C",1,1,54155,54155,"054C BERM-CTRO-GOB","NULL"
2679,3573,"G-05-054C",0,1,54156,54156,"054C BERM-CTRO-GOB","NULL"
2687,3573,"G-05-054C",1,1,54156,54156,"054C BERM-CTRO-GOB","NULL"
2678,3573,"G-05-054C",1,1,54157,54157,"054C BERM-CTRO-GOB","NULL"
3317,3574,"G-05-054D",1,1,54158,54158,"054D CTRO-H.LAGO.UNC","NULL"
3266,3574,"G-05-054D",1,1,54159,54159,"054D CTRO-H.LAGO.UNC","NULL"
3321,3574,"G-05-054D",1,1,54161,54161,"054D CTRO-H.LAGO.UNC","NULL"
2469,3575,"G-05-054F",1,1,54162,54162,"054F CARMEN-CENTRO","NULL"
3323,3575,"G-05-054F",1,1,54163,54163,"054F CARMEN-CENTRO","NULL"
3333,3575,"G-05-054F",1,1,54169,54169,"054F CARMEN-CENTRO","NULL"
3335,3576,"G-05-054G",1,1,54170,54170,"054G COL.HS.GOB.CTRO","NULL"
2799,3576,"G-05-054G",1,1,54171,54171,"054G COL.HS.GOB.CTRO","NULL"
3337,3576,"G-05-054G",1,1,54172,54172,"054G COL.HS.GOB.CTRO","NULL"
3339,3577,"G-05-054H",1,1,54173,54173,"054H C.SEG.-CENTRO","NULL"
3259,3577,"G-05-054H",1,1,54174,54174,"054H C.SEG.-CENTRO","NULL"
3264,3577,"G-05-054H",0,1,54174,54174,"054H C.SEG.-CENTRO","NULL"
3341,3577,"G-05-054H",1,1,54175,54175,"054H C.SEG.-CENTRO","NULL"
3342,3577,"G-05-054H",0,1,54175,54175,"054H C.SEG.-CENTRO","NULL"
3343,3578,"G-05-054I",1,1,54176,54176,"054I C.SEGOVIA-CTRO","NULL"
3344,3578,"G-05-054I",0,1,54176,54176,"054I C.SEGOVIA-CTRO","NULL"
3345,3578,"G-05-054I",1,1,54177,54177,"054I C.SEGOVIA-CTRO","NULL"
3346,3578,"G-05-054I",0,1,54177,54177,"054I C.SEGOVIA-CTRO","NULL"
2689,3578,"G-05-054I",1,1,54178,54178,"054I C.SEGOVIA-CTRO","NULL"
2805,3578,"G-05-054I",0,1,54178,54178,"054I C.SEGOVIA-CTRO","NULL"
3195,3579,"G-05-054J",0,1,54187,54187,"054J BERM-ESC.CART ","NULL"
2517,3579,"G-05-054J",1,1,54188,54188,"054J BERM-ESC.CART ","NULL"
2522,3579,"G-05-054J",0,1,54188,54188,"054J BERM-ESC.CART ","NULL"
2523,3579,"G-05-054J",1,1,54189,54189,"054J BERM-ESC.CART ","NULL"
2524,3579,"G-05-054J",0,1,54189,54189,"054J BERM-ESC.CART ","NULL"
2968,3580,"G-05-054K",1,1,54193,54193,"054K-M.C.NIEVE.CTRO","54 NOTTIX TIRASSO"
3314,3580,"G-05-054K",0,1,54193,54193,"054K-MC.NIEVE.CTRO","NULL"
3188,3580,"G-05-054K",1,1,54196,54196,"054K-M.C.NIEVE.CTRO","NULL"
3189,3580,"G-05-054K",0,1,54196,54196,"054K-M.C.NIEVE.CTRO","NULL"
2692,3581,"G-05-055A",0,1,55155,55155,"055A CENTRO-C.MOLINA","NULL"
3282,3581,"G-05-055A",0,1,55157,55157,"055A CENTRO-C.MOLINA","NULL"
3318,3581,"G-05-055A",0,1,55158,55158,"055A CENTRO-C.MOLINA","NO APARECÍA EN EL EXCEL DE GABRIEL"
3267,3582,"G-05-055B",0,1,55159,55159,"055B-CTRO.COL SEG.","NULL"
3320,3582,"G-05-055B",0,1,55160,55160,"055B-CTRO.COL SEG.","NO APARECÍA EN EL EXCEL DE GABRIEL"
3322,3582,"G-05-055B",0,1,55161,55161,"055B-CTRO.COL SEG.","NO APARECÍA EN EL EXCEL DE GABRIEL"
2487,3583,"G-05-055C",0,1,55162,55162,"055C CENTRO-C.SEG.","NULL"
3324,3583,"G-05-055C",0,1,55163,55163,"055C CENTRO-C.SEG.","NULL"
3326,3583,"G-05-055C",0,1,55165,55165,"055C CENTRO-C.SEG.","NULL"
3328,3584,"G-05-055D",0,1,55166,55166,"055D-COLONIA H.SAUCE","NULL"
3330,3584,"G-05-055D",0,1,55167,55167,"055D-COLONIA H.SAUCE","NULL"
3332,3584,"G-05-055D",0,1,55168,55168,"055D-COLONIA H.SAUCE","NULL"
2715,3585,"G-05-055F",1,1,55179,55179,"055F MUN-B CARMEN","NULL"
2499,3585,"G-05-055F",1,1,55180,55180,"055F MUN-B CARMEN","NULL"
2708,3585,"G-05-055F",1,1,55181,55181,"055F MUN-B CARMEN","NULL"
2818,3586,"G-05-055G",0,1,55182,55182,"055G C.SEG-HS-CARMEN","NULL"
2724,3586,"G-05-055G",0,1,55183,55183,"055G C.SEG-HS-CARMEN","NULL"
2508,3586,"G-05-055G",0,1,55184,55184,"055G C.SEG-HS-CARMEN","NULL"
2510,3587,"G-05-055H",0,1,55185,55185,"055H C.MOLINA-CENTRO","NULL"
2862,3587,"G-05-055H",1,1,55185,55185,"055H C.MOLINA-CENTRO","NULL"
2822,3587,"G-05-055H",0,1,55186,55186,"055H C.MOLINA-CENTRO","NULL"
2824,3587,"G-05-055H",1,1,55186,55186,"055H C.MOLINA-CENTRO","NULL"
3194,3587,"G-05-055H",1,1,55187,55187,"055H C.MOLINA-CTRO ","NULL"
2878,3588,"G-05-055I",1,1,55211,55211,"055I BERM-CTRO-GOB","NULL"
2879,3588,"G-05-055I",0,1,55211,55211,"055I BERM-CTRO-GOB","NULL"
2886,3588,"G-05-055I",1,1,55212,55212,"055I BERM-CTRO-GOB","NULL"
2888,3588,"G-05-055I",0,1,55212,55212,"055I BERM-CTRO-GOB","NULL"
3198,3588,"G-05-055I",1,1,55213,55213,"055I BERM-CTRO-GOB","NULL"
3221,3588,"G-05-055I",0,1,55213,55213,"055I BERM-CTRO-GOB","NULL"
3222,3589,"G-05-055J",1,1,55214,55214,"055J-CENTROxCALLE 7","NULL"
3223,3589,"G-05-055J",0,1,55214,55214,"055J-CENTROxCALLE 7","NULL"
3255,3589,"G-05-055J",1,1,55215,55215,"055J-CENTROxCALLE 7","NULL"
3256,3589,"G-05-055J",0,1,55215,55215,"055J-CENTROxCALLE 7","NULL"
3319,3590,"G-05-056A",1,1,56160,56160,"056A COL-ALAM-C.GOB","NULL"
2803,3590,"G-05-056A",1,1,56164,56164,"056A COL-ALAM-C.GOB","NULL"
2804,3590,"G-05-056A",0,1,56164,56164,"056A COL-ALAM-C.GOB","NULL"
3325,3590,"G-05-056A",1,1,56165,56165,"056A COL-ALAM-C.GOB","NULL"
3327,3591,"G-05-056B",1,1,56166,56166,"056B ALAM-GOB-CTRO","NULL"
3329,3591,"G-05-056B",1,1,56167,56167,"056B ALAM-GOB-CTRO","NULL"
3331,3591,"G-05-056B",1,1,56168,56168,"056B ALAM-GOB-CTRO","NULL"
3334,3592,"G-05-056C",0,1,56169,56169,"056C ALA-E POUG-CAR","NULL"
3336,3592,"G-05-056C",0,1,56170,56170,"056C ALA-E POUG-CAR","NULL"
2802,3592,"G-05-056C",0,1,56171,56171,"056C ALA-E POUG-CAR","Termina en B  El Carmen y vuelve al Control VN sin trabajar."
3338,3593,"G-05-056D",0,1,56172,56172,"056D-ALAM-EL CARMEN","NULL"
3340,3593,"G-05-056D",0,1,56173,56173,"056D-ALAM-EL CARMEN","NULL"
2111,3311,"G-06-061A",1,1,61111,61111,"061 M.HOYOS VANDOR","061 MATHUS HOYOS VANDOR"
2112,3311,"G-06-061A",0,1,61111,61111,"061 M.HOYOS VANDOR","061 MATHUS HOYOS VANDOR"
2125,3311,"G-06-061A",1,1,61112,61112,"061 Vand S.Y Sierr","061 Centro Vandor Sol y Sierra"
2132,3311,"G-06-061A",0,1,61112,61112,"061 S Y SIERRA VANDO","061 MATHUS HOYOS SOL Y SIERRA VANDOR CENTRO CONTROL"
2128,3612,"G-06-061B",0,1,61113,61113,"61 BAJADA VANDOR","61 BAJADA VANDOR CENTRO CONTROL"
2131,3612,"G-06-061B",0,1,61114,61114,"61BAJADA SOL Y SIER","61 MATHUS HOYOS BAJADA SOL Y SIERRA VANDOR CENTRO CONTROL"
2189,3311,"G-06-061A",1,1,61193,61193,"061 BORBOLL SY SIERR","BORBOLLON VANDOR SOL Y SIERRAS POR BELTRAN JUAN B JUSTO"
2190,3311,"G-06-061A",0,1,61193,61193,"061 S.Y SIERR BORB","SOL Y SIERRAS EL BORBOLLON "
1639,3364,"G-06-062A",0,1,62121,62121,"062A M.HOYOS BELG ","NULL"
2109,3364,"G-06-062A",1,1,62121,62121,"062A M.HOYOS BELG","62 MATHUS HOYOS BELGRANO SIN CASA DE GOBIERNO"
1904,3417,"G-06-062B",1,1,62125,62125,"062B H.MORAL H.UNC","62 MATHUS HOYOS SEGUNDO CALLEJON MORALES HOSPITAL UNIVERSIDAD NACIONAL CUYO SIN CASA DE GOBIERNO"
1905,3417,"G-06-062B",0,1,62125,62125,"062A M.HOY.MOR.CTROL","62 MATHUS HOYOS SEGUNDO CALLEJÓN MORALES"
1915,3417,"G-06-062B",1,1,62126,62126,"062B MHOSP.UNC C.G","62 MATHUS HOYOS SEGUNDO CALLEJÓN MORALES HOSPITAL UNIVERSIDAD NACIONAL DE CUYO CASA DE GOBIERNO"
1916,3417,"G-06-062B",0,1,62126,62126,"062B M.H MOR.CTROL","62 MATHUS HOYOS SEGUNDO CALLEJÓN MORALES CONTROL GRUPO 6"
3347,3417,"G-06-062B",1,1,62126,62126,"062B M.H.MoH.UNC C.G","NULL"
2187,3417,"G-06-062B",1,1,62128,62128,"062B MHO HOSP. S/CG","NULL"
2188,3417,"G-06-062B",0,1,62128,62128,"062B MHOY H.PIRA SCG","NULL"
2110,3424,"G-06-062C",1,1,62129,62129,"062C M.H.SEUR B.S.M.","62 MATHUS HOYOS HOSPITAL SIN EUREKA POR B. S. MER SIN CASA DE GOBIERNO"
2133,3424,"G-06-062C",0,1,62129,62129,"062C M.H.SEUREK SC.G","62 MATHUS HOYOS HOSPITAL SIN EUREKA SIN CASA DE GOBIERNO"
1917,3425,"G-06-063A",1,1,63131,63131,"063A I.PATRI SIN C.G","63 INDEPENDENCIA PATRICIA SIN CASA DE GOBIERNO"
1948,3425,"G-06-063A",0,1,63131,63131,"063A INDEP.CONTROL","63 INDEPENDENCIA CONTROL"
1919,3425,"G-06-063A",1,1,63132,63132,"063A IND.PATRI C.GOB","63 INDEPENDENCIA PATRICIAS CASA DE GOBIERNO"
1950,3425,"G-06-063A",0,1,63132,63132,"063A INDEP.CONTROL","63 INDEPENDENCIA CONTROL"
1920,3427,"G-06-063B",1,1,63133,63133,"063B IND.AER.SIN C.G","63 INDEPENDENCIA AEROPUERTO SIN CASA DE GOBIERNO"
1949,3427,"G-06-063B",0,1,63133,63133,"063B AEROP.CONTROL","63 AEROPUERTO CONTROL"
1947,3427,"G-06-063B",1,1,63134,63134,"063B IND.AEROP.C.GOB","63 INDEPENDENCIA AEROPUERTO CON CASA DE GOBIERNO"
1951,3427,"G-06-063B",0,1,63134,63134,"063B IND.AER.CTROL","63 INDEPENDENCIA AEROPUERTO CONTROL"
2203,3427,"G-06-063B",1,1,63135,63135,"063B INEP.HOSP.S.CG","INDEPENDENCIA"
2768,3427,"G-06-063B",0,1,63135,63135,"063B IND.HOSP SIN CG","INDEPENDENCIA HOSPITAL SIN C GOB."
2806,3431,"G-06-063C",1,1,63136,63136,"063C IND.HOSP.S.CG","INDEPEDENCIA-HOSPITAL-SIN EUREKA-SIN CASA DE GOBIERNO"
2807,3431,"G-06-063C",0,1,63136,63136,"063C INDP H.S/CG BSM","NULL"
2811,3431,"G-06-063C",1,1,63138,63138,"063C IND.H UNC C.CG","NULL"
2814,3431,"G-06-063C",0,1,63138,63138,"063C IND.H UNC C/CG","NULL"
2494,3437,"G-06-063D",1,1,63143,63143,"063D IND.PATR S.CG ","INDEPENDENCIA PATRICICAS SIN CASA DE GOBIERNO CON PARQUE INDUSTRIAL"
2543,3437,"G-06-063D",0,1,63143,63143,"063D IND.PC.CG C.PI","INDEPENDENCIA PATRICIAS SIN CASA DE GOBIERNO CON  PARQUE INDUSTRIAL"
2885,3425,"G-06-063A",1,1,63144,63144,"063A IND.PATR.SCGPI","63 INDEPENDENCIA PATRICIA PARQUE INDUSTRIAL SIN CASA DE GOBIERNO"
2889,3425,"G-06-063A",0,1,63144,63144,"063A IND.PATR.CGPI","63 INDEPENDENCIA PATRICIA PARQUE INDUSTRIAL CASA DE GOBIERNO "
2292,3398,"G-06-064",1,1,64141,64141,"064A UJEMVI S/C.GOB","B  UJEMVI SIN CASA DE GOBIERNO"
2368,3398,"G-06-064",0,1,64141,64141,"064A UJEMVI S/C.GOB","B UJEMVI SIN CASA DE GOBIERNO"
2485,3398,"G-06-064",0,1,64142,64142,"064A UJEMVI C/C.GOB","B UJEMVI CON CASA DE GOBIERNO"
2880,3398,"G-06-064",1,1,64142,64142,"064A UJEMVI C/C.GOB","64 UJENVI CON CASA DE GOBIERNO"
2819,3404,"G-06-065",1,1,65151,65151,"065A 1 DE MAYO","1 DE MAYO"
2823,3404,"G-06-065",0,1,65151,65151,"065A 1 DE MAYO","1 DE MAYO"
2675,3420,"G-06-066",1,1,66161,66161,"066A DOR MATHEU-S/CG","DORR-MATHEU-S/CG"
2887,3420,"G-06-066",0,1,66161,66161,"066A DOR-MATHEU-S/CG","066A DORREGO MATHIU SIN CASA DE GOBIERNO"
2610,3420,"G-06-066",1,1,66162,66162,"66 DORR-MATHEU-C/CG","DORREGO-MATHEU-CON CASA DE GOBIERNO"
2611,3420,"G-06-066",0,1,66162,66162,"066A DOR-MATHEU-S/CG","DORREGO-MATHEU CON CASA DE GOBIERNO"
2624,3432,"G-06-067",1,1,67171,67171,"067A EXP DORR S/CG","67 EXPRESO DORREGO SIN CASA DE GOBIERNO"
2629,3432,"G-06-067",0,1,67171,67171,"067A EXP DORR S/CG","67 EXPRESO DORREGO SIN CASA DE GOBIERNO"
2574,3432,"G-06-067",1,1,67172,67172,"067A EXP-DOR C/CGOB","67 EXPRESO DORREGO CON CASA DE GOBIERNO"
2575,3432,"G-06-067",0,1,67172,67172,"067A EXP DOR C/CGOB","67 EXPRESO DORREGO CON CASA DE GOBIERNO"
2528,3434,"G-06-068",0,1,68181,68181,"068A ORTIZ S/CG","ORTIZ SIN CASA DE GOBIERNO"
2529,3434,"G-06-068",1,1,68181,68181,"068A ORTIZ S/CG","ORTIZ SIN CASA DE GOBIERNO"
2526,3434,"G-06-068",1,1,68182,68182,"068A ORTIZ C/CG","68 ORTIZ CON CASA DE GOBIERNO "
2527,3434,"G-06-068",0,1,68182,68182,"068A ORTIZ C/CG","68 ORTIZ CON CASA DE GOBIERNO "
2134,3405,"G-06-069",1,1,69191,69191,"069A HOSP. NOTTI","069A HOSP. NOTTI"
2135,3405,"G-06-069",0,1,69191,69191,"069A HOSP. NOTTI","069A HOSP. NOTTI"
2191,3405,"G-06-069",1,1,69192,69192,"069 MUNI LAS HER","MUNICIPALIDAD LAS HERAS"
2192,3405,"G-06-069",0,1,69192,69192,"069 MUNI LAS HERAS","NULL"
2421,3594,"G-05-071A",1,1,71134,71134,"071A GLLEN-G.CxTER","NULL"
2422,3594,"G-05-071A",0,1,71134,71134,"071A GLLEN-G.CxTER","NULL"
2874,3594,"G-05-071A",1,1,71135,71135,"071A GLLEN-G.CxTER","NULL"
2875,3594,"G-05-071A",0,1,71135,71135,"071A GLLEN-G.CxTER","NULL"
2425,3595,"G-05-071B",1,1,71136,71136,"071B GLLEN-GC-GOBxOB","NULL"
2426,3595,"G-05-071B",0,1,71136,71136,"071B GLLEN-GC-GOBxOB","NULL"
2881,3595,"G-05-071B",1,1,71137,71137,"071B GLLEN-GC-GOBxOB","NULL"
2882,3595,"G-05-071B",0,1,71137,71137,"071B GLLEN-GC-GOBxOB","NULL"
2429,3596,"G-05-072C",1,1,72138,72138,"072C S.IGN-TER-CGOB","NULL"
2430,3596,"G-05-072C",0,1,72138,72138,"072C S.IGN-TER-C.GOB","NULL"
2896,3596,"G-05-072C",1,1,72139,72139,"072C S.IGN-TER-C.GOB","NULL"
2897,3596,"G-05-072C",0,1,72139,72139,"072C S.IGN-TER-C.GOB","NULL"
2435,3597,"G-05-072F",1,1,72140,72140,"072F S.IGN COLON GOB","NULL"
2436,3597,"G-05-072F",0,1,72140,72140,"072F S.IGN-COLON-GOB","NULL"
2899,3597,"G-05-072F",1,1,72141,72141,"072F S.IGN-COLON-GOB","NULL"
2900,3597,"G-05-072F",0,1,72141,72141,"072F S.IGN-COLON-GOB","NULL"
3014,3598,"G-05-073A",1,1,73142,73142,"073A B°SUPE/Jud/C.G.","NULL"
2439,3598,"G-05-073A",1,1,73143,73143,"073A B°SUPE/Jud/C.G.","NULL"
2442,3598,"G-05-073A",0,1,73144,73144,"073A B°SUPE-Jud-C.G.","NULL"
2906,3599,"G-05-073B",0,1,73145,73145,"073B B°SUPE/Jud/C.G.","NULL"
3013,3599,"G-05-073B",1,1,73242,73242,"073B B°SUPE/Jud/C.G.","NULL"
3016,3599,"G-05-073B",1,1,73243,73243,"073B B°SUPE/Jud/C.G.","NULL"
3020,3605,"G-05-073C",0,1,73244,73244,"073C B°SUPE-Jud-C.G.","NULL"
3022,3605,"G-05-073C",0,1,73245,73245,"073C B°SUPE/Jud-C.G.","NULL"
3015,3600,"G-05-074A",0,1,74142,74142,"074A B°SUPE-Jud-C.G.","NULL"
2440,3600,"G-05-074A",0,1,74143,74143,"074A B°SUPE/Jud/C.G.","NULL"
2441,3600,"G-05-074A",1,1,74144,74144,"074A B°SUPE/Jud/C.G.","NULL"
2905,3601,"G-05-074B",1,1,74145,74145,"074B B°SUPE/Jud/C.G.","NULL"
3018,3601,"G-05-074B",0,1,74242,74242,"074B B°SUPE-Jud-C.G.","NULL"
3017,3601,"G-05-074B",0,1,74243,74243,"074B B°SUPE/Jud/C.G.","NULL"
3019,3602,"G-05-074C",1,1,74244,74244,"074C B°SUPE/Jud/C.G.","NULL"
3021,3602,"G-05-074C",1,1,74245,74245,"074C B°SUPE/Jud/C.G.","NULL"
2445,3603,"G-05-075A",1,1,75146,75146,"075A SUPE-PLAZA G.C.","NULL"
2446,3603,"G-05-075A",0,1,75146,75146,"075A SUPE-PLAZA G.C.","NULL"
3153,3603,"G-05-075A",1,1,75190,75190,"075A SUPE-PLAZA G.C.","75B SOl ySIERA.P.GC "
3160,3603,"G-05-075A",0,1,75190,75190,"075A SUPE-PLAZA G.C.","75B SOl ySIERA.P.GC "
2447,3604,"G-05-076A",1,1,76147,76147,"076A EXPR/SUPE/CTRO","NULL"
2448,3604,"G-05-076A",0,1,76147,76147,"076A EXPR-SUPE-CTRO","NULL"
2449,3604,"G-05-076A",0,1,76148,76148,"076A EXPR/SUPE-CTRO","NULL"
2903,3406,"G-04-081",1,1,81215,81215,"081-Roca x SMartin","NULL"
2904,3406,"G-04-081",0,1,81215,81215,"081-Roca x SMartin","NULL"
2914,3406,"G-04-081",1,1,81216,81216,"081-Roca x SMartin ","NULL"
2935,3406,"G-04-081",0,1,81216,81216,"081 Roca x SanMartín","NULL"
2915,3407,"G-04-082A",1,1,82221,82221,"082-S. Miguel C.Gob","NULL"
2936,3407,"G-04-082A",0,1,82221,82221,"082-San Miguel C.Gob","NULL"
2916,3407,"G-04-082A",1,1,82222,82222,"082-San Miguel C.Gob","NULL"
2937,3407,"G-04-082A",0,1,82222,82222,"082-San Miguel C.Gob","NULL"
2940,3408,"G-04-083",0,1,83231,83231,"083 Finca González","NULL"
2977,3408,"G-04-083",1,1,83231,83231,"083 Finca González","NULL"
2920,3408,"G-04-083",1,1,83232,83232,"083-Finca González  ","NULL"
2941,3408,"G-04-083",0,1,83232,83232,"083 Finca González","NULL"
2942,3409,"G-04-084",0,1,84245,84245,"084 Minetti","NULL"
2974,3409,"G-04-084",1,1,84245,84245,"084 Minetti","NULL"
2922,3409,"G-04-084",1,1,84246,84246,"084-Minetti  ","NULL"
2943,3409,"G-04-084",0,1,84246,84246,"084 Minetti","NULL"
2923,3410,"G-04-086",1,1,86261,86261,"086-Espejo Casa Gob.","NULL"
2944,3410,"G-04-086",0,1,86261,86261,"086-Espejo Casa Gob.","NULL"
2924,3410,"G-04-086",1,1,86262,86262,"086-Espejo Casa Gob.","NULL"
2945,3410,"G-04-086",0,1,86262,86262,"086-Espejo Casa Gob.","NULL"
2925,3411,"G-04-087A",1,1,87271,87271,"087-Municip.Pza. C/G","NULL"
2946,3411,"G-04-087A",0,1,87271,87271,"087-Municip.Pza. C/G","NULL"
2926,3411,"G-04-087A",1,1,87272,87272,"087-Municip.Pza. C/G","NULL"
2947,3411,"G-04-087A",0,1,87272,87272,"087-Municip.Pza. C/G","NULL"
2950,3412,"G-04-087B",0,1,87275,87275,"087 Hosp. Carrillo","NULL"
2976,3412,"G-04-087B",1,1,87275,87275,"087 Hosp. Carrillo","NULL"
2928,3413,"G-04-087C",1,1,87276,87276,"087-Municip.Salta","NULL"
2930,3413,"G-04-087C",1,1,87277,87277,"087-Municip.Salta","NULL"
2951,3413,"G-04-087C",0,1,87277,87277,"087 Municip.x Salta","NULL"
2931,3413,"G-04-087C",1,1,87279,87279,"087-Municip.Salta","NULL"
2952,3413,"G-04-087C",0,1,87279,87279,"087-Municip.Salta","NULL"
2932,3414,"G-04-088",1,1,88281,88281,"088-Shopping - Notti","NULL"
2953,3414,"G-04-088",0,1,88281,88281,"088 Shopping - Notti","NULL"
1649,3292,"G-07-091A",1,1,91111,91111,"091A S.Mart SC.Gob","NULL"
1654,3292,"G-07-091A",0,1,91111,91111,"091A S.Mart.SC.Gob","NULL"
1679,3292,"G-07-091A",1,1,91112,91112,"091A S.MART-C.GOB","NULL"
2893,3292,"G-07-091A",0,1,91112,91112,"091A S.Mart C/Gob","91 San Martin con casa de gobierno"
1699,3293,"G-07-091B",1,1,91113,91113,"091B Ba S Mar NOTT","091B Ba. San Martin Hospital Pediatrico SC de Gobierno"
1923,3293,"G-07-091B",0,1,91113,91113,"091B S MAR NOTT C8","91 BARRIO SAN MARTIN HOSPITAL NOTTI CONTROL G-8"
1824,3293,"G-07-091B",1,1,91114,91114,"091B BSMAR NOTTI","91 BARRIO SAN MARTIN HOSPITAL PEDIATRICO S/CG"
1902,3293,"G-07-091B",0,1,91114,91114,"091B S MAR NOTTI ","91 BARRIO SAN MARTIN HOSPITAL NOTTI SIN CASA DE GOBIERNO"
1926,3293,"G-07-091B",1,1,91115,91115,"091B VIAJ UNC S M","91 BARRIO VIAJANTES UNC BARRIO SAN MARTIN "
1927,3293,"G-07-091B",0,1,91115,91115,"091B UNC VIAJANTES","91 B  SAN MARTIN UNC B  VIAJANTES "
1928,3294,"G-07-092A",1,1,92117,92117,"092A Ba. MUNICIP","92 BARRIO MUNICIPAL "
1929,3294,"G-07-092A",0,1,92117,92117,"092A Ba MUNICIP ","92 BARRIO MUNICIPAL TERMINAL"
1931,3294,"G-07-092A",1,1,92118,92118,"092A Ba.MUN PELUQ","92 BARRIO MUNICIPAL CON BARRIO LOS PELUQUEROS"
1932,3294,"G-07-092A",0,1,92118,92118,"092A Ba. PELUQ ","92 Ba. los Peluqueros centro "
1933,3294,"G-07-092A",1,1,92119,92119,"092A Ba. MUNI NOTT","92 Ba. MUNICIPAL HOSPITAL PEDIATRICO"
1934,3294,"G-07-092A",0,1,92119,92119,"092A Ba.MUNI NOTTI","92 BARRIO MUNICIPAL HOSP PEDIATRICO"
2153,3295,"G-07-092B",0,1,92120,92120,"092B B MUN INF UNC","92 BARRIO MUNICIPAL HOSPITAL LAGOMAGGIORE UNC "
2154,3295,"G-07-092B",1,1,92120,92120,"092B MUNI HOSP UNC","92 BARRIO MUNICIPAL B  INFANTA HOSPITAL LAGOMAGGIORE UNC"
1943,3295,"G-07-092B",1,1,92121,92121,"092B INFAN MUNIC","92-94 Barrio Infanta Barrio Municipal "
1952,3295,"G-07-092B",0,1,92121,92121,"092B MUNIC INFANT","92-94 Barrio Municipal Barrio Infanta Terminal"
1983,3297,"G-07-092EXP",0,1,92122,92122,"092EX EXPR RECONQ","EXPRESO RECONQUISTA"
2156,3297,"G-07-092EXP",1,1,92122,92122,"092EX EXPR RECONQ","EXPRESO RECONQUISTA CENTRO"
2031,3295,"G-07-092B",1,1,92127,92127,"092B UNC LIC AGRIC","92 MUNICIPAL UNC LICEO AGRICOLA"
2032,3295,"G-07-092B",0,1,92127,92127,"092B LIC UNC MUNI","92 LICEO UNC BARRIO MUNICIPAL"
2101,3296,"G-07-092ESC",0,1,92129,90129,"ESC CHAMPAGNAT VTA","ESCOLAR CAMPAGNAT EL CHALLAO VUELTA"
2100,3296,"G-07-092ESC",1,1,92129,92129,"092ES ESC CHAMPA IDA","ESCOLAR CHAMPAGNAT EL CHALLAO "
2122,3297,"G-07-092EXP",0,1,92130,92130,"092EX MUNIC S/C.GOB","130 EXP.SIN S/GOB"
2155,3297,"G-07-092EXP",1,1,92130,92130,"092EX RECONQ S/CG","EXPRESO RECONQUISTA SIN CASA DE GOBIERNO"
2151,3296,"G-07-092ESC",1,1,92137,92137,"092ES ESC PAROIS","ESCOLAR DIEGO PAROISSIENS IDA DE TARDE"
2152,3296,"G-07-092ESC",0,1,92137,92137,"092ES ESC PAROIS VTA","ESCOLAR DIEGO PAROISSIENS VUELTA DE TARDE"
2104,3296,"G-07-092ESC",1,1,92138,92138,"092ES ESC PAROIS VTA","ESCOLAR ESCUELA PAROISSIENS VUELTA"
2105,3296,"G-07-092ESC",0,1,92138,92138,"092ES ESC PAROIS IDA","ESCOLAR ESCUELA PAROISSIENS IDA"
1990,3298,"G-07-093",1,1,93123,93123,"093 CEMENT VIAJAN","93-95 BARRIO VIAJANTES CEMENTISTA"
1991,3298,"G-07-093",0,1,93123,93123,"093 CEMENT VIAJAN","95 BARRIO VIAJANTES "
2027,3298,"G-07-093",1,1,93124,93124,"093 CEMENT C/CGOB","93 BARRIO CEMENTISTA CON CASA DE GOBIERNO"
2028,3298,"G-07-093",0,1,93124,93124,"093  VIAJANT C/GOB","95 BARRIO VIAJANTES CON CASA DE GOBIERNO"
2123,3298,"G-07-093",1,1,93131,93131,"093 CEM-MANZOTTI","93 ESC. MANZOTTI"
2147,3298,"G-07-093",0,1,93131,93131,"093 ESC. MANZOTTI","93/95 ESC MANZOTTI B  VIAJANTES "
2148,3299,"G-07-093ESC",1,1,93132,93132,"093ES CEMEN MANZO ","93/95 CAS DE BOB B CEMENTISTA ESCUELA MANZOTTI"
2150,3299,"G-07-093ESC",0,1,93132,93132,"093ES ESC MANZO VIAJ","93/95 ESC MANZOTTI CASA DE GOBIERNO B  VIAJANTES "
2012,3300,"G-07-094",1,1,94125,94125,"094 INFANTA S CG","94 BARRIO INFANTA SIN CASA DE GOBIERNO"
2013,3300,"G-07-094",0,1,94125,94125,"094 BARRIO INFANTA ","94 BARRIO INFANTA TERMINAL"
2025,3300,"G-07-094",1,1,94126,94126,"094 INFANTA C/C GOB","94 BARRIO INFANTA CON CASA DE GOBIERNO"
