"stop_id","stop_name","cliente","tipo","calle","numero","entre","EsCartelInt","Activo","stop_lat","stop_lon"
"M1001","00701","Sec.Trans. Mendoza","Poste","Avenida Colón",701,"belgrano","No","Si",-32.8930326666,-68.8506837656
"M1002","00702","Sec.Trans. Mendoza","Poste","Avenida Perú",701,"San Lorenzo","No","No",-32.8924321712,-68.8492264643
"M1003","00703","Sec.Trans. Mendoza","Poste","San Lorenzo",702,"Peru","No","Si",-32.8922052027,-68.8495544225
"M1004","00704","Sec.Trans. Mendoza","Poste","25 de Mayo",702,"Colon","No","Si",-32.8933692184,-68.8482549531
"M1005","00705","Sec.Trans. Mendoza","Poste","Avenida Colón",551,"25 DE MAYO","No","Si",-32.8935080832,-68.8480527512
"M1006","00706","Sec.Trans. Mendoza","Poste","Chile",701,"San Lorenzo","No","Si",-32.8930756596,-68.8467384688
"M1007","00707","Sec.Trans. Mendoza","Poste","Avenida Colón",301,"MITRE","No","Si",-32.89402645,-68.8453220297
"M1008","00708","Sec.Trans. Mendoza","Poste","Patricias Mendocinas",702,"Colon","No","Si",-32.893982616,-68.8442845686
"M1009","00709","Sec.Trans. Mendoza","Poste","Avenida Colón",201,"PATRICIAS MENDOCINAS","No","Si",-32.8941976162,-68.8439862897
"M1010","00710","Sec.Trans. Mendoza","Poste","Avenida España",701,"San Lorenzo","No","Si",-32.8937828493,-68.8428371201
"M1011","00711","Sec.Trans. Mendoza","Poste","Avenida Colón",101,"Av. España","No","Si",-32.8945428691,-68.842532094
"M1012","00712","Sec.Trans. Mendoza","Poste","Avenida Zapata",2,"San Martin","No","Si",-32.8949864969,-68.839893972
"M1013","00713","Sec.Trans. Mendoza","Poste","San Juan",701,"Pardo","No","Si",-32.8951266444,-68.8377054424
"M1014","00714","Sec.Trans. Mendoza","Poste","San Juan",821,"Don Bosco","No","Si",-32.8932688018,-68.8371869926
"M1015","00715","Sec.Trans. Mendoza","Poste","La Rioja",751,"Pardo","No","Si",-32.89484663,-68.8364939251
"m1016","00716","Sec.Trans. Mendoza","Poste","San Juan",821,"Alem","No","Si",-32.8932415665,-68.8372508079
"M1017","00717","Sec.Trans. Mendoza","Poste","Avenida Alem",101,"Rioja","No","Si",-32.8930255071,-68.836500659
"M1018","00718","Sec.Trans. Mendoza","Poste","Avenida Alem",102,"San Juan","No","Si",-32.8928114423,-68.8365617474
"M1019","00719","Sec.Trans. Mendoza","Poste","Avenida Alem",2,"San Martin","No","Si",-32.8928654956,-68.8391581257
"M1020","00720","Sec.Trans. Mendoza","Poste","San Lorenzo",102,"9 de Julio","No","Si",-32.8936105857,-68.8417170077
"M1021","00721","Sec.Trans. Mendoza","Poste","9 de Julio",802,"San Lorenzo","No","Si",-32.8933245458,-68.8414910433
"M1022","00722","Sec.Trans. Mendoza","Poste","San Lorenzo",302,"PATRICIAS MENDOCINAS","No","Si",-32.8931961802,-68.8444528609
"M1023","00723","Sec.Trans. Mendoza","Poste","Avenida Perú",801,"Montevideo","No","Si",-32.8915807114,-68.8489401984
"M1024","00724","Sec.Trans. Mendoza","Poste","Patricias Mendocinas",802,"San Lorenzo","No","Si",-32.8929212655,-68.8441330238
"M1025","00725","Sec.Trans. Mendoza","Poste","9 de Julio",902,"Montevideo","No","Si",-32.8922187059,-68.84126842
"M1026","00726","Sec.Trans. Mendoza","Poste","Montevideo",101,"Av. España","No","Si",-32.89235351,-68.8420486375
"M1027","00727","Sec.Trans. Mendoza","Poste","Montevideo",201,"PATRICIAS MENDOCINAS","No","Si",-32.892074233,-68.8435184881
"M1028","00728","Sec.Trans. Mendoza","Poste","Montevideo",301,"MITRE","No","Si",-32.8918760359,-68.8445430919
"M1029","00729","Sec.Trans. Mendoza","Poste","Montevideo",601,"Peru","No","Si",-32.8910472068,-68.848561041
"M1030","00730","Sec.Trans. Mendoza","Poste","25 de Mayo",902,"Montevideo","No","Si",-32.8910775706,-68.8476527972
"M1031","00731","Sec.Trans. Mendoza","Poste","Chile",901,"Rivadavia","No","Si",-32.8910756727,-68.846073281
"M1032","00732","Sec.Trans. Mendoza","Poste","Rivadavia",302,"PATRICIAS MENDOCINAS","No","Si",-32.8910330279,-68.8437921059
"M1033","00733","Sec.Trans. Mendoza","Poste","Avenida España",901,"Rivadavia","No","Si",-32.8914917661,-68.8421695772
"M1034","00734","Sec.Trans. Mendoza","Poste","San Juan",901,"Garibaldi","No","Si",-32.891493836,-68.8369986803
"M1035","00735","Sec.Trans. Mendoza","Poste","La Rioja",902,"Alem","No","Si",-32.8923511938,-68.8360862293
"M1036","00736","Sec.Trans. Mendoza","Poste","La Rioja",1102,"Garibaldi","No","Si",-32.8904441541,-68.8356824196
"M1037","00737","Sec.Trans. Mendoza","Poste","9 de Julio",1102,"Sarmiento","No","Si",-32.8901615036,-68.840777373
"M1038","00738","Sec.Trans. Mendoza","Poste","Avenida España",,"Espejo","No","Si",-32.8893950997,-68.8416111045
"M1039","00739","Sec.Trans. Mendoza","Poste","Gutiérrez",102,"9 de Julio","No","Si",-32.8882470573,-68.8405863937
"M1040","00740","Sec.Trans. Mendoza","Poste","Lavalle",1,"San Juan","No","Si",-32.8886272891,-68.8377594333
"M1041","00741","Sec.Trans. Mendoza","Poste","San Juan",1201,"Lavalle","No","Si",-32.8889082127,-68.8368216545
"M1042","00749","Sec.Trans. Mendoza","Poste","La Rioja",1202,"Catamarca","No","Si",-32.8893855767,-68.8358138479
"M1043","00743","Sec.Trans. Mendoza","Poste","Buenos Aires",2,"San Martin","No","Si",-32.8873292692,-68.8381213896
"M1044","10501","Sec.Trans. Mendoza","Poste","Plaza Cnel.",601,"Granaderos","No","Si",-32.8789973031,-68.845235414
"M1045","10502","Sec.Trans. Mendoza","Poste","Avenida Perú",2062,"Las Petunias","No","Si",-32.8782374911,-68.8457181349
"M1046","10503","Sec.Trans. Mendoza","Poste","Vendimiadores",441,"El Parral","No","Si",-32.8775513941,-68.8424882232
"M1047","10504","Sec.Trans. Mendoza","Poste","El Parral",2201,"Reta","No","Si",-32.8765910724,-68.8430058018
"M1048","10505","Sec.Trans. Mendoza","Poste","Reta S.",542,"El Parral","No","Si",-32.8763791161,-68.8433991534
"M1049","10506","Sec.Trans. Mendoza","Poste","Avenida Perú",2121,"Vendimiadores","No","Si",-32.8772283254,-68.8451173201
"M1050","10507","Sec.Trans. Mendoza","Poste","Avenida Perú",601,"Vendimiadores","No","Si",-32.8769578977,-68.8454640555
"M1051","10508","Sec.Trans. Mendoza","Poste","Avenida Boulogne Sur Mer",1601,"s peña","No","Si",-32.8801116254,-68.859976758
"M1052","10509","Sec.Trans. Mendoza","Poste","Barcala",2850,"Pellegrini Carlos","No","Si",-32.8812147,-68.8464341
"M1053","10510","Sec.Trans. Mendoza","Poste","Avenida Boulogne Sur Mer",2141,"Pellegrini","No","Si",-32.8744910473,-68.8591560021
"M1054","10511","Sec.Trans. Mendoza","Poste","El Parral",,"Pellegrini","No","Si",-32.873900827,-68.8433243142
"M1055","10512","Sec.Trans. Mendoza","Poste","Pellegrini Carlos",2202,"El Parral","No","Si",-32.8729878976,-68.8427806509
"M1056","10513","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",2202,"El Tonel","No","Si",-32.8745740586,-68.8406605832
"M1057","10514","Sec.Trans. Mendoza","Poste","Pellegrini Carlos",401,"Mitre","No","Si",-32.872959264,-68.8412249697
"M1058","10515","Sec.Trans. Mendoza","Poste","Pellegrini Carlos",301,"Mitre","No","Si",-32.87375382,-68.839599551
"M1059","10516","Sec.Trans. Mendoza","Poste","San Miguel",,"Gutemberg","No","Si",-32.8725115058,-68.8441651359
"M1060","10517","Sec.Trans. Mendoza","Poste","Pellegrini Carlos",650,"Peru","No","Si",-32.8725103191,-68.843102516
"M1061","10518","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",2402,"Pellegrini","No","Si",-32.8731420842,-68.84007525
"M1062","10519","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",2501,"Fray Inalican","No","Si",-32.8723183034,-68.8396192745
"M1063","10520","Sec.Trans. Mendoza","Poste","Perú",2601,"Videla Correa","No","Si",-32.8709666493,-68.8435728506
"M1064","10521","Sec.Trans. Mendoza","Poste","Videla Correas",502,"Chile","No","Si",-32.8707907334,-68.8414937617
"M1065","10522","Sec.Trans. Mendoza","Poste","Videla Correas",402,"Mitre","No","Si",-32.8707682056,-68.8400936485
"M1066","10523","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",2801,"Felix Bogado","No","Si",-32.870155647,-68.8392223076
"M1067","10401","Sec.Trans. Mendoza","Poste","Avenida Perú",1602,"Gral. Paz","No","Si",-32.8829586788,-68.8472557712
"M1068","10402","Sec.Trans. Mendoza","Poste","25 de Mayo",1602,"25 de Mayo","No","Si",-32.8835043916,-68.8456969393
"M1069","10403","Sec.Trans. Mendoza","Poste","Patricias Mendocinas",1602,"Gral. Paz","No","Si",-32.8837397584,-68.8416492983
"M1070","10404","Sec.Trans. Mendoza","Poste","Avenida España",1601,"Godoy Cruz","No","Si",-32.8841159051,-68.8402568351
"M1071","10405","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",1,"9 de Julio","No","Si",-32.883857445,-68.8384866863
"M1072","10406","Sec.Trans. Mendoza","Poste","9 de Julio",1602,"Godoy Cruz","No","Si",-32.8843265272,-68.8392996786
"M1073","10407","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",2,"San Martin","No","Si",-32.8841277382,-68.8383042961
"M1074","10408","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",201,"España","No","Si",-32.8833934399,-68.841088429
"M1075","10409","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",202,"España","No","Si",-32.8837177932,-68.840729013
"M1076","10410","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",302,"Patricias Mendocinas","No","Si",-32.8834610136,-68.8416409641
"M1077","10411","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",502,"Mitre","No","Si",-32.8829913752,-68.8442145436
"M1078","10412","Sec.Trans. Mendoza","Poste","Chile",1601,"Godoy Cruz","No","Si",-32.8832825005,-68.8440991751
"M1079","10413","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",602,"25 de Mayo","No","Si",-32.8827492345,-68.8454979807
"M1080","10414","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",602,"25 de Mayo","No","Si",-32.8827810037,-68.8456964567
"M1081","10416","Sec.Trans. Mendoza","Poste","Avenida Perú",1601,"Godoy Cruz","No","Si",-32.8826006489,-68.8466951296
"M1082","10417","Sec.Trans. Mendoza","Poste","Avenida Perú",1701,"Barcala","No","Si",-32.8816027954,-68.8462438479
"M1083","10419","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",1702,"Godoy Cruz","No","Si",-32.8828244583,-68.8429076627
"M1084","10420","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",201,"Patricias Mendocinas","No","Si",-32.8834114595,-68.8411098867
"M1086","10421","Sec.Trans. Mendoza","Poste","Avenida Perú",1802,"Barcala","No","Si",-32.8810171425,-68.8465335265
"M1087","10422","Sec.Trans. Mendoza","Poste","25 de Mayo",1802,"Barcala","No","Si",-32.8808843689,-68.8450953109
"M1088","10423","Sec.Trans. Mendoza","Poste","Chile",1801,"E. Blanco","No","Si",-32.8808588194,-68.8433588854
"M1089","10418","Sec.Trans. Mendoza","Poste","Avenida Godoy Cruz",401,"Chile","No","Si",-32.882875373,-68.8437223583
"M1090","10424","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",1702,"Barcala","No","Si",-32.8819595434,-68.8423443989
"M1091","10425","Sec.Trans. Mendoza","Poste","Avenida España",1701,"Barcala","No","Si",-32.8823315879,-68.8398301177
"M1092","10426","Sec.Trans. Mendoza","Poste","9 de Julio",1702,"Godoy Cruz","No","Si",-32.8832994111,-68.8390207288
"M1093","10427","Sec.Trans. Mendoza","Poste","Avenida San Martín",1802,"Barcala","No","Si",-32.8820759238,-68.8372225424
"M1094","10428","Sec.Trans. Mendoza","Poste","9 de Julio",1802,"Barcala","No","Si",-32.8816505947,-68.8385701177
"M1095","10429","Sec.Trans. Mendoza","Poste","Avenida Perú",1901,"Coronel Plaza","No","Si",-32.8795371476,-68.8457179218
"M1096","10430","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",1902,"E. Blanco","No","Si",-32.8803331885,-68.8421888307
"M1097","10431","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",1901,"Coronel Plaza","No","Si",-32.8799097108,-68.8417543129
"M1098","10432","Sec.Trans. Mendoza","Poste","Plaza Cnel.",402,"Mitre","No","Si",-32.8795655203,-68.8423531084
"M1099","10433","Sec.Trans. Mendoza","Poste","Avenida España",1901,"Coronel Plaza","No","Si",-32.8801331351,-68.8392185741
"M1100","10434","Sec.Trans. Mendoza","Poste","Plaza Cnel.",2,"San Martin","No","Si",-32.8800610811,-68.8370798855
"M1101","10435","Sec.Trans. Mendoza","Poste","9 de Julio",2002,"Coronel Plaza","No","Si",-32.8796368346,-68.8379478452
"M1102","10436","Sec.Trans. Mendoza","Poste","9 de Julio",2102,"J. A. Maza","No","Si",-32.8782199671,-68.8376554844
"M1103","10437","Sec.Trans. Mendoza","Poste","Avenida San Martín",2102,"J. A. Maza","No","Si",-32.8784628536,-68.8362944981
"M1104","10438","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",2201,"Las Jarillas","No","Si",-32.8746753835,-68.8402965852
"M1105","10439","Sec.Trans. Mendoza","Poste","Pellegrini Carlos",302,"Patricias Mendocinas","No","Si",-32.8743051975,-68.8394368843
"M1106","10440","Sec.Trans. Mendoza","Poste","Pellegrini Carlos",102,"9 de Julio","No","Si",-32.8761281373,-68.8372553004
"M1107","10441","Sec.Trans. Mendoza","Poste","Avenida San Martín",2302,"Pellegrini","No","Si",-32.8760345354,-68.8356668612
"M1108","10442","Sec.Trans. Mendoza","Poste","9 de Julio",2302,"Pellegrini","No","Si",-32.8758749902,-68.8369353113
"M1109","10443","Sec.Trans. Mendoza","Poste","Avenida España",2301,"Gutemberg","No","Si",-32.8735558383,-68.8374351512
"M1110","10445","Sec.Trans. Mendoza","Poste","9 de Julio",2502,"Gutemberg","No","Si",-32.8732708895,-68.8363224266
"M1111","10446","Sec.Trans. Mendoza","Poste","Avenida San Martín",2502,"Gutemberg","No","Si",-32.8735656019,-68.8350284955
"M1112","10447","Sec.Trans. Mendoza","Poste","Avenida San Martín",2702,"Echeverria","No","Si",-32.8714795698,-68.8345027825
"M1113","10448","Sec.Trans. Mendoza","Poste","Avenida España",2701,"Videla Correa","No","Si",-32.870744414,-68.8366948615
"M1114","10449","Sec.Trans. Mendoza","Poste","Videla Correas",2,"San Martin","No","Si",-32.8705339163,-68.8345361115
"M1115","10321","Sec.Trans. Mendoza","Poste","Salta",1921,"Alberdi","No","Si",-32.8804124498,-68.8336059484
"M1116","10322","Sec.Trans. Mendoza","Poste","Alberdi",1,"La rioja","No","Si",-32.8798994082,-68.8354554908
"M1117","10323","Sec.Trans. Mendoza","Poste","Beltrán",2,"R. Escalada","No","Si",-32.8785440361,-68.835888243
"M1118","10324","Sec.Trans. Mendoza","Poste","Avenida San Martín",2101,"Chacabuco","No","Si",-32.8779988202,-68.8358707091
"M1119","10325","Sec.Trans. Mendoza","Poste","Beltrán",102,"La Rioja","No","Si",-32.8786206238,-68.8348368171
"M1120","10326","Sec.Trans. Mendoza","Poste","Beltrán",202,"Salta","No","Si",-32.8787152321,-68.8335225347
"M1121","10327","Sec.Trans. Mendoza","Poste","Moreno",2102,"Beltran","No","Si",-32.8786430872,-68.8324629153
"M1122","10328","Sec.Trans. Mendoza","Poste","Salta",2101,"Chacabuco","No","Si",-32.8778805655,-68.8336434993
"M1123","10329","Sec.Trans. Mendoza","Poste","Monte Caseros",2021,"Beltran","No","Si",-32.8793507399,-68.8308881938
"M1124","10330","Sec.Trans. Mendoza","Poste","Beltrán",402,"Montecaseros","No","Si",-32.8788864278,-68.8306740287
"M1125","10331","Sec.Trans. Mendoza","Poste","Chacabuco",401,"Ituzaingo","No","Si",-32.8780324355,-68.82982868
"M1126","10332","Sec.Trans. Mendoza","Poste","Beltrán",602,"Videla Castillo","No","Si",-32.879152231,-68.8279274467
"M1127","10333","Sec.Trans. Mendoza","Poste","Videla Castillo",2201,"Maipu","No","Si",-32.8770454784,-68.8278908283
"M1128","10334","Sec.Trans. Mendoza","Poste","Ituzaingó",2302,"Maipu","No","Si",-32.8763993144,-68.8296618172
"M1129","10335","Sec.Trans. Mendoza","Poste","La Rioja",1722,"CORDOBA","No","Si",-32.8834213808,-68.8355579263
"M1130","10336","Sec.Trans. Mendoza","Poste","Monte Caseros",2201,"Maipu","No","Si",-32.8768773936,-68.8308238208
"M1131","10337","Sec.Trans. Mendoza","Poste","Moreno",2302,"Maipu","No","Si",-32.8761652158,-68.8324414577
"M1132","10338","Sec.Trans. Mendoza","Poste","Salta",2301,"Ayacucho","No","Si",-32.8754927792,-68.83349866
"M1133","10339","Sec.Trans. Mendoza","Poste","Avenida San Martín",2301,"Ayacucho","No","Si",-32.8756200477,-68.8353449961
"M1134","10340","Sec.Trans. Mendoza","Poste","Avenida San Martín",2401,"Tucuman","No","Si",-32.8741783363,-68.8350231311
"M1135","10341","Sec.Trans. Mendoza","Poste","Avenida San Martín",2501,"Santa Fe","No","Si",-32.8729258305,-68.8346851727
"M1136","10342","Sec.Trans. Mendoza","Poste","Salta",2501,"Santa Fe","No","Si",-32.873068885,-68.8333806429
"M1137","10343","Sec.Trans. Mendoza","Poste","Moreno",2502,"Tucuman","No","Si",-32.8737143076,-68.8323448981
"M1138","10344","Sec.Trans. Mendoza","Poste","Jujuy",101,"San Martin","No","Si",-32.8717992316,-68.8341862577
"M1139","10345","Sec.Trans. Mendoza","Poste","Avenida San Martín",2701,"Santiago del Estero","No","Si",-32.8707136278,-68.8340950867
"M1140","10346","Sec.Trans. Mendoza","Poste","Salta",2701,"Santiago del Estero","No","Si",-32.8708882248,-68.8332626257
"M1141","10347","Sec.Trans. Mendoza","Poste","Santiago del Estero",202,"Moreno","No","Si",-32.8705832893,-68.8324109458
"M1142","10348","Sec.Trans. Mendoza","Poste","Avenida San Martín",2921,"Gobernador Gonzalez","No","Si",-32.8685148869,-68.8334459922
"M1143","10349","Sec.Trans. Mendoza","Poste","Salta",2901,"Gobernador Gonzalez","No","Si",-32.8685858579,-68.8327959213
"M1145","10450","Sec.Trans. Mendoza","Poste","9 de Julio",2802,"Videla Correas","No","Si",-32.8702927497,-68.8355499504
"M1146","10301","Sec.Trans. Mendoza","Poste","San Juan",1671,"Cordoba","No","Si",-32.8838313426,-68.8365856201
"M1147","10302","Sec.Trans. Mendoza","Poste","La Rioja",1672,"San Luis","No","Si",-32.8842681901,-68.8355563558
"M1148","10303","Sec.Trans. Mendoza","Poste","Monte Caseros",1671,"Cordoba","No","Si",-32.8841350501,-68.8310437619
"M1149","10304","Sec.Trans. Mendoza","Poste","Monte Caseros",1721,"Corrientes","No","Si",-32.8829007048,-68.8309793889
"M1150","10305","Sec.Trans. Mendoza","Poste","Córdoba",302,"Salta","No","Si",-32.8835353488,-68.8336053235
"M1151","10306","Sec.Trans. Mendoza","Poste","Córdoba",302,"Cordoba","No","Si",-32.8835474077,-68.8338290132
"M1152","10307","Sec.Trans. Mendoza","Poste","Córdoba",102,"San Juan","No","Si",-32.8835056019,-68.8361805165
"M1153","10308","Sec.Trans. Mendoza","Poste","Avenida San Martín",1721,"Corrientes","No","Si",-32.8828823121,-68.8371903559
"M1154","10309","Sec.Trans. Mendoza","Poste","La Rioja",1802,"Corrientes","No","Si",-32.8819977056,-68.8354490675
"M1155","10310","Sec.Trans. Mendoza","Poste","Salta",1721,"Corrientes","No","Si",-32.8829082222,-68.8337454233
"M1156","10311","Sec.Trans. Mendoza","Poste","Corrientes",201,"J. F. Moreno","No","Si",-32.88264699,-68.8329013876
"M1157","10312","Sec.Trans. Mendoza","Poste","Avenida San Martín",1921,"Alberdi","No","Si",-32.8800959616,-68.8365868589
"M1158","10313","Sec.Trans. Mendoza","Poste","Urquiza",2,"R. Escalada","No","Si",-32.8808892475,-68.8364203765
"M1159","10314","Sec.Trans. Mendoza","Poste","La Rioja",1922,"Urquiza","No","Si",-32.88071828,-68.8353095926
"M1160","10315","Sec.Trans. Mendoza","Poste","Urquiza",202,"Salta","No","Si",-32.8810762066,-68.8335691883
"M1161","10316","Sec.Trans. Mendoza","Poste","Moreno",1922,"Urquiza","No","Si",-32.8809857383,-68.8325594749
"M1162","10317","Sec.Trans. Mendoza","Poste","Ituzaingó",1922,"Urquiza","No","Si",-32.8811927939,-68.8297315546
"M1163","10318","Sec.Trans. Mendoza","Poste","Alberdi",501,"Videla Castillo","No","Si",-32.8804039773,-68.8286748664
"M1164","10319","Sec.Trans. Mendoza","Poste","Alberdi",401,"Ituzaingo","No","Si",-32.8802958556,-68.829876496
"M1165","10320","Sec.Trans. Mendoza","Poste","Monte Caseros",1921,"Alberdi","No","Si",-32.8803643865,-68.8308774649
"M1166","10101","Sec.Trans. Mendoza","Poste","San Miguel",2801,"Videla Correa","No","Si",-32.8704407542,-68.8437493935
"M1167","10102","Sec.Trans. Mendoza","Poste","Dr. Moreno",2832,"Videla Correas","No","Si",-32.8704298042,-68.8397799815
"M1168","10103","Sec.Trans. Mendoza","Poste","Jorge A. Calle",702,"Peru","No","Si",-32.8685950354,-68.8437216811
"M1169","10104","Sec.Trans. Mendoza","Poste","San Miguel",401,"Lopez de Gomara","No","Si",-32.8682038911,-68.8433363333
"M1170","10105","Sec.Trans. Mendoza","Poste","Avenida San Martín",2842,"Bogado","No","Si",-32.8697719606,-68.8340038916
"M1171","10106","Sec.Trans. Mendoza","Poste","Dr. Moreno",3052,"Antartida Argentina","No","Si",-32.867676855,-68.839683422
"M1172","10106","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",3001,"La Plata","No","Si",-32.8676279755,-68.8385893062
"M1173","10107","Sec.Trans. Mendoza","Poste","9 de Julio",3102,"La Plata","No","Si",-32.867700067,-68.8350166038
"M1174","10108","Sec.Trans. Mendoza","Poste","Avenida San Martín",3002,"La Plata","No","Si",-32.8680598128,-68.8336069247
"M1175","10109","Sec.Trans. Mendoza","Poste","Fader F.",651,"Belgrano","No","Si",-32.8659119449,-68.8435649743
"M1176","10110","Sec.Trans. Mendoza","Poste","San Miguel",3100,"Fader","No","Si",-32.8657572686,-68.8427516117
"M1177","10111","Sec.Trans. Mendoza","Poste","Hudson D.",602,"Hudson","No","Si",-32.8660501459,-68.8424243822
"M1178","10112","Sec.Trans. Mendoza","Poste","Hudson D.",601,"Peru","No","Si",-32.8658958487,-68.8423639125
"M1179","10113","Sec.Trans. Mendoza","Poste","Hudson D.",501,"25 de Mayo","No","Si",-32.8662112546,-68.840894062
"M1180","10114","Sec.Trans. Mendoza","Poste","Lago Maggiore",552,"25 de mayo","No","Si",-32.8650842884,-68.8411150776
"M1181","10115","Sec.Trans. Mendoza","Poste","Dr. Moreno",3300,"Hudson","No","Si",-32.8662828307,-68.839908238
"M1182","10116","Sec.Trans. Mendoza","Poste","Hudson D.",401,"Dr. Moreno","No","Si",-32.8662473009,-68.8392042703
"M1183","10117","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",3200,"Hudson","No","Si",-32.8660329372,-68.8385356621
"M1184","10118","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",3201,"Lagomaggiore","No","Si",-32.865735554,-68.8381816105
"M1185","10119","Sec.Trans. Mendoza","Poste","Avenida San Martín",2,"Cad. Chilenos","No","Si",-32.8663205973,-68.8330919406
"M1186","10120","Sec.Trans. Mendoza","Poste","San Miguel",3100,"Estrada","No","Si",-32.8645136556,-68.8424351111
"M1187","10121","Sec.Trans. Mendoza","Poste","Perú",3300,"Estrada","No","Si",-32.8643289145,-68.8421078816
"M1188","10122","Sec.Trans. Mendoza","Poste","Dr. Moreno",3600,"Estrada","No","Si",-32.8640526651,-68.8402327853
"M1189","10123","Sec.Trans. Mendoza","Poste","Dr. Moreno",3499,"Estrada","No","Si",-32.8642362197,-68.8400691705
"M1190","10124","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",3400,"Estrada","No","Si",-32.8641494934,-68.83827817
"M1191","10125","Sec.Trans. Mendoza","Poste","Avenida Bartolomé Mitre",3401,"Ameghino","No","Si",-32.863572737,-68.8379455761
"M1192","10126","Sec.Trans. Mendoza","Poste","Avenida San Martín",202,"Estrada","No","Si",-32.8643921008,-68.832737889
"M1193","10127","Sec.Trans. Mendoza","Poste","Avenida General Mosconi",499,"Mosconi","No","Si",-32.862460895,-68.8401554908
"M1194","10128","Sec.Trans. Mendoza","Poste","Avenida General Mosconi",500,"Mitre","No","Si",-32.8626979294,-68.8384729869
"M1195","10201","Sec.Trans. Mendoza","Poste","Monte Caseros",2401,"Tucuman","No","Si",-32.8743409029,-68.8306253373
"M1196","10202","Sec.Trans. Mendoza","Poste","Ituzaingó",2502,"Tucuman","No","Si",-32.8739258856,-68.8294043251
"M1197","10203","Sec.Trans. Mendoza","Poste","Videla Castillo",2401,"Tucuman","No","Si",-32.8745270141,-68.8277352602
"M1198","10204","Sec.Trans. Mendoza","Poste","Ramírez",2532,"Gorostiaga","No","Si",-32.8737195976,-68.8237384265
"M1199","10205","Sec.Trans. Mendoza","Poste","Monte Caseros",2601,"Jujuy","No","Si",-32.8722593946,-68.8304214894
"M1200","10206","Sec.Trans. Mendoza","Poste","Jujuy",502,"Ituzaingo","No","Si",-32.8719586138,-68.8289331514
"M1201","10207","Sec.Trans. Mendoza","Poste","Videla Castillo",2601,"Jujuy","No","Si",-32.8724590265,-68.8275260479
"M1202","10208","Sec.Trans. Mendoza","Poste","Jujuy",702,"Paraguay","No","Si",-32.8721056055,-68.8256682325
"M1203","10209","Sec.Trans. Mendoza","Poste","Ramírez",2702,"Jujuy","No","Si",-32.8719399436,-68.8234219258
"M1204","10210","Sec.Trans. Mendoza","Poste","Jujuy",902,"Ramirez","No","Si",-32.8722159899,-68.8229008633
"M1205","10211","Sec.Trans. Mendoza","Poste","Bajada de Arrollabes",2701,"Jujuy","No","Si",-32.8720927244,-68.8202274787
"M1206","10212","Sec.Trans. Mendoza","Poste","Santiago del Estero",401,"Ituzaingo","No","Si",-32.8710969224,-68.8295248889
"M1207","10213","Sec.Trans. Mendoza","Poste","Ituzaingó",2802,"Santiago del Estero","No","Si",-32.8706909512,-68.8292433926
"M1208","10214","Sec.Trans. Mendoza","Poste","Paraguay",2702,"Paraguay","No","Si",-32.8713987932,-68.8261573755
"M1209","10215","Sec.Trans. Mendoza","Poste","Santiago del Estero",801,"Ramirez","No","Si",-32.8712410996,-68.8235489272
"M1210","10216","Sec.Trans. Mendoza","Poste","Santiago del Estero",1002,"Chenaut","No","Si",-32.8711419778,-68.8210812949
"M1211","10217","Sec.Trans. Mendoza","Poste","Ituzaingó",2802,"Santiago del Estero","No","Si",-32.870745018,-68.8293024012
"M1212","10218","Sec.Trans. Mendoza","Poste","Videla Castillo",2801,"Castellar","No","Si",-32.8704954475,-68.8273293885
"M1213","10219","Sec.Trans. Mendoza","Poste","Videla Castillo",2931,"Gdor. Gonzalez","No","Si",-32.8692789348,-68.8273401173
"M1214","10220","Sec.Trans. Mendoza","Poste","Ramírez",2871,"Esquiu","No","Si",-32.8696466152,-68.8228693907
"M1215","10221","Sec.Trans. Mendoza","Poste","Ramírez",2902,"Pasaje Fino","No","Si",-32.8693447385,-68.8230946963
"M1216","10222","Sec.Trans. Mendoza","Poste","Bajada de Arrollabes",2852,"Castelar","No","Si",-32.8704797441,-68.8190526712
