trip_id,stop_id,stop_sequence,stop_time,shape_dist_traveled
2532,8022,26,,8.0331
2760,8140,10,,15.931
2997,8023,34,,10.5681
2107,2052,45,,13.4133
3217,5187,55,,19.4552
3228,5614,74,,21.9934
3313,4046,19,,7.1958
3333,7018,39,,10.8424
3343,1567,20,,6.3238
2581,9284,6,,1.3464
2666,7973,36,,9.4282
2678,4924,5,,0.5541
2696,2800,4,,19.055
2032,7668,18,,11.9083
2049,4426,3,,1.9753
3253,4652,54,,22.5074
2524,4859,23,,4.8989
1602,4392,7,00:14:01,4.6771
2524,4861,22,,4.6899
1602,4728,13,00:30:46,10.2561
2524,4899,7,,1.5185
2524,4901,8,,1.7359
1602,4737,10,00:23:39,7.8884
1602,4772,15,00:34:39,11.552
2524,4915,27,,5.7961
2524,4920,9,,2.0126
1602,4792,4,00:06:58,2.3266
1602,7000,1,00:00:07,0.0418
2524,4922,10,,2.1943
2524,4925,12,,2.4529
1610,2044,56,00:54:30,18.1686
1610,2753,12,00:08:58,2.9939
1610,2792,1,00:00:49,0.2743
2524,7067,2,,0.1501
2524,7070,3,,0.2707
2524,7071,4,,0.4562
2524,7079,5,,0.8669
2524,9264,18,,3.7602
2524,9321,17,,3.517
2524,9322,19,,3.9604
2524,9323,20,,4.166
2526,7393,3,,1.0602
2526,7483,12,,2.9377
1610,4546,34,00:25:37,8.5433
2526,7484,13,,3.0893
2526,7487,14,,3.2703
2526,7501,15,,3.425
2526,7502,16,,3.5706
2526,7504,11,,2.7192
2526,7508,10,,2.4496
2526,7512,8,,2.1814
2526,7514,7,,2.0419
2526,7517,5,,1.7313
1610,4577,23,00:17:13,5.7435
2527,7145,23,,6.4064
2527,7147,24,,6.7187
2527,7169,28,,7.7341
2527,7172,27,,7.5122
2527,7173,26,,7.2849
2527,7187,20,,5.6822
2527,7188,19,,5.4804
2527,7190,18,,5.0514
2527,7391,40,,9.6406
2527,7444,42,,10.3415
2527,7445,43,,11.3365
1610,5219,45,00:31:17,10.4279
2527,7485,32,,8.242
2527,7495,31,,8.118
2527,7497,30,,8.0614
2527,7500,29,,7.9203
2527,7506,34,,8.7153
2527,7507,35,,8.9138
2527,7509,36,,9.0095
2527,7511,37,,9.1534
1611,2045,1,00:00:18,0.1009
1611,2836,51,00:50:11,16.728
1611,4550,21,00:27:58,9.327
1611,4564,31,00:33:22,11.1247
1611,4638,41,00:40:07,13.3776
1611,5220,11,00:20:24,6.8047
1602,1280,2,,0.7782
1610,2043,55,,17.9093
1610,2047,54,,17.6543
1610,2052,52,,17.256
1610,2465,51,,12.2864
1610,2466,50,,12.1725
1610,2690,16,,3.98
1610,2695,14,,3.5162
1610,2696,15,,3.7368
1610,2743,13,,3.2367
1610,2800,2,,0.5412
1610,2805,11,,2.5162
1610,2807,10,,2.1199
1611,2046,2,,0.3227
1611,2051,6,,1.0573
1611,2194,3,,0.6428
1611,2213,4,,0.6963
1611,2467,7,,5.9286
1611,2504,5,,1.0425
1611,2697,44,,14.3305
1611,2698,45,,14.6471
1611,2746,46,,15.0522
1611,2792,47,,15.6783
1611,2800,48,,15.9453
1611,2833,49,,16.1168
1611,2834,50,,16.4148
1611,4543,25,,9.954
1611,4545,24,,9.7716
1611,4547,23,,9.6232
1611,4549,22,,9.538
1611,4552,20,,9.2055
1611,4560,29,,10.7814
1611,4562,30,,10.9116
1611,4565,32,,11.4083
1611,4567,33,,11.6655
1611,4570,34,,11.8886
1611,4580,35,,12.1229
1611,4581,36,,12.4962
1611,4637,40,,13.297
1611,4639,42,,13.5629
1611,4640,43,,13.8019
1611,4652,37,,12.757
1611,4653,38,,13.0151
1611,4655,39,,13.1203
1611,4688,26,,10.19
1611,4689,27,,10.3685
1611,4690,28,,10.4618
1611,5218,15,,8.1155
1611,5221,14,,7.943
1611,5222,16,,8.4511
1611,5224,19,,8.9765
2527,7513,38,,9.2898
2527,7515,39,,9.4756
2527,9707,3,,0.9141
2528,7188,18,,5.3087
2528,7191,16,,4.7255
2528,7391,40,,9.4783
2528,7444,42,,10.1791
2528,7445,43,,11.2715
2528,7485,32,,8.0701
2528,7486,31,,8.0117
2528,7495,30,,7.9462
2528,7497,29,,7.8895
2528,7500,28,,7.7484
2528,7506,34,,8.5644
2528,7507,35,,8.7629
2528,7509,36,,8.8448
2528,7511,37,,8.9911
2528,7513,38,,9.1274
2528,7515,39,,9.3132
2528,9707,2,,0.7422
2529,7392,4,,1.5224
2529,7393,3,,1.0504
2529,7483,12,,2.9433
2529,7484,13,,3.0924
2529,7487,14,,3.2734
2529,7501,15,,3.4281
2529,7502,16,,3.5739
2529,7504,11,,2.698
2529,7508,10,,2.431
2529,7512,8,,2.1746
2529,7514,7,,2.035
2529,7517,5,,1.7245
2530,8201,3,,0.5004
2530,8203,2,,0.3392
2532,1431,77,,21.1208
2532,1432,78,,21.3264
2532,1443,79,,21.477
2532,1453,83,,22.6786
2532,1458,82,,22.3991
1613,2044,39,00:54:31,18.1757
1613,2762,8,00:07:07,2.3754
2532,1461,80,,21.7505
2532,1462,81,,22.1377
2532,1703,74,,20.5289
2532,2045,2,,0.1728
2532,2046,3,,0.3946
2532,2187,6,,2.9534
2532,2188,7,,3.1359
2532,2189,8,,3.3468
2532,2216,4,,2.35
1613,4633,15,00:12:54,4.3033
2532,2217,5,,2.6688
2532,2733,84,,22.857
2532,2761,85,,23.1672
2532,2808,86,,23.4077
2532,2811,88,,23.7229
2532,2812,87,,23.5904
1613,5215,29,00:29:09,9.7216
2532,2817,89,,24.1061
2532,2921,35,,10.0179
2532,2922,34,,9.854
1613,5235,22,00:19:25,6.4757
2532,2923,33,,9.6047
2532,2924,32,,9.4189
2532,2925,31,,9.2181
2532,2933,36,,10.3902
1613,9996,36,00:51:47,17.2665
1614,2045,1,00:00:43,0.2399
1614,2466,8,00:18:40,6.2231
1614,2766,35,00:46:28,15.4908
1614,4569,22,00:35:23,11.7968
1614,4639,29,00:41:01,13.6742
1614,5602,15,00:27:54,9.3049
1615,2043,66,01:01:51,20.6198
1615,2044,67,01:02:38,20.8791
1615,2753,14,00:12:05,4.0317
1615,2824,1,00:00:44,0.2476
1615,4049,40,00:39:48,13.2718
1613,2043,38,,17.9163
1613,2047,37,,17.6616
1613,2052,35,,17.2313
1613,2465,34,,12.2723
1613,2690,14,,4.0323
1613,2695,12,,3.5684
1613,2696,13,,3.789
1613,2743,11,,3.289
1613,2753,10,,2.9943
1613,2763,9,,2.5145
1614,2046,2,,0.4617
1614,2051,5,,1.1958
1614,2213,3,,0.8351
1614,2262,6,,1.8975
1614,2504,4,,1.181
1614,2697,32,,14.4419
1614,2698,33,,14.7584
1614,2746,34,,15.1635
1614,4022,7,,4.1616
1614,4570,23,,11.9997
1614,4571,24,,12.2184
1614,4577,25,,12.5665
1614,4638,28,,13.4887
1614,4640,30,,13.9132
1614,4642,31,,14.1999
1614,4654,26,,12.9679
1614,4655,27,,13.2318
1614,5207,16,,9.7532
1614,5214,14,,8.9658
1614,5221,12,,8.0872
1614,5229,19,,10.9255
1614,5231,20,,11.2936
1614,5233,21,,11.6272
1614,5238,18,,10.5502
1614,5601,17,,10.0941
1614,5603,13,,8.6074
1614,6122,9,,6.5186
1614,6127,10,,7.3297
1614,6454,11,,7.6824
1615,1013,60,,18.3335
1615,2047,65,,20.365
1615,2050,62,,18.9258
1615,2052,63,,19.9346
1615,2485,38,,11.9756
1615,2486,37,,11.7164
1615,2488,39,,12.5054
1615,2690,18,,5.0178
1615,2695,16,,4.554
1615,2696,17,,4.7745
1615,2743,15,,4.2745
1615,2789,13,,3.6933
1615,2795,12,,3.2651
1615,2814,11,,2.8368
1615,2819,10,,2.6849
1615,2825,9,,2.4097
1615,2835,8,,1.9835
1615,2839,2,,0.4111
1615,2843,3,,0.6131
1615,2845,4,,0.7814
1615,2848,5,,1.0525
1615,2856,6,,1.4548
1615,2866,7,,1.8429
1615,3004,59,,18.1395
1615,3010,58,,17.7182
1615,4053,41,,13.5781
1615,4054,42,,13.8643
1615,4056,43,,14.1655
1615,4540,29,,8.7509
1615,4555,30,,9.5208
1615,4558,32,,10.1724
2532,4727,10,,3.7234
2532,4729,11,,3.9541
2532,4732,12,,4.1866
2532,4733,13,,4.442
2532,4736,14,,4.6846
2532,4742,15,,4.9038
2532,4802,16,,5.3059
2532,4803,17,,5.4636
2532,4806,18,,5.6441
2532,4814,20,,6.1215
2532,4819,22,,6.4508
2532,4820,21,,6.3853
2532,4825,23,,6.6296
2532,4998,9,,3.5477
2532,5252,53,,14.6657
2532,5253,54,,14.7947
2532,5258,56,,15.5798
2532,5260,57,,15.755
2532,5262,58,,15.9296
2532,5263,59,,16.1525
2532,6195,60,,16.4395
2532,6196,61,,16.6383
2532,6199,62,,16.9169
2532,6200,63,,17.0725
2532,6204,67,,17.9657
2532,6205,68,,18.263
2532,6206,66,,17.8338
2532,6207,65,,17.7199
2532,6208,64,,17.5164
2532,6213,72,,19.289
2532,6216,69,,18.4622
1615,4566,27,00:23:32,7.8472
2532,6217,71,,18.8997
2532,6448,70,,18.6718
2532,8002,29,,8.669
2532,8003,30,,8.8339
2532,8007,28,,8.2528
2532,8020,24,,7.5718
2532,8021,25,,7.8522
2532,8023,27,,8.209
2532,8086,41,,11.6142
2532,8089,38,,10.6864
2532,8092,39,,10.8965
1615,5074,53,00:49:07,16.3777
2532,8093,40,,11.4218
2532,8114,43,,12.0516
2532,8116,44,,12.2395
2532,8117,45,,12.4977
2532,8118,46,,12.6792
2532,8119,47,,12.8514
2532,8120,48,,12.993
2532,8121,49,,13.1719
2532,8132,51,,14.1461
2532,8135,50,,13.7426
2532,8139,42,,11.8263
2532,8156,52,,14.3402
2534,4391,34,,10.1519
2534,4393,35,,10.4428
2534,4394,36,,10.6142
2534,4398,38,,11.3269
1617,1036,1,00:00:12,0.0718
1617,2489,25,00:23:01,7.6759
1617,2840,62,00:56:18,18.7719
1617,2844,61,00:55:43,18.5727
1617,4562,37,00:35:03,11.6861
1617,4642,49,00:44:35,14.8642
2534,4400,40,,11.9338
2534,4757,16,,5.9167
2534,4774,17,,6.1018
2534,4777,18,,6.3424
2534,4779,19,,6.4644
2534,8070,41,,12.1528
2534,8072,42,,12.323
2534,8074,43,,12.4839
2534,8075,44,,12.6394
2534,8076,45,,13.0562
2534,8110,46,,13.3031
1617,5096,13,00:10:50,3.6117
2534,8111,47,,13.4137
2534,8112,48,,13.6713
2534,8182,51,,14.3995
2534,8184,50,,14.1761
2534,8188,52,,14.6444
2534,8190,53,,14.9528
1620,1036,1,00:00:12,0.0717
1620,2534,15,00:27:23,9.1319
1617,1015,2,,0.5724
1617,2491,26,,8.1931
1617,2510,27,,8.6101
1617,2511,28,,8.8571
1617,2512,29,,9.0454
1617,2513,30,,9.3205
1617,2514,31,,9.5149
1617,2697,50,,15.1062
1617,2746,51,,15.8278
1617,2766,52,,16.1552
1617,2792,53,,16.454
1617,2797,55,,17.2745
1617,2799,54,,16.8518
1617,2846,60,,18.4024
1617,2847,59,,18.265
1617,2849,58,,18.1043
1617,2855,57,,17.8317
1617,2862,56,,17.5694
1617,3002,3,,0.7527
1617,3007,4,,1.0012
1617,3011,5,,1.3742
1617,3013,6,,1.6329
1617,4044,21,,5.8502
1617,4046,22,,6.1236
1617,4048,23,,6.4494
1617,4556,32,,10.3706
1617,4563,38,,11.9031
1617,4565,39,,12.1836
1617,4567,40,,12.4409
1617,4568,41,,12.4854
1617,4570,42,,12.664
1617,4577,43,,13.2308
1617,4638,46,,14.1533
1617,4639,47,,14.3386
1617,4640,48,,14.5776
1617,4654,44,,13.632
1617,4655,45,,13.8958
1617,4686,33,,10.5085
1620,1015,2,,0.5722
1620,2227,4,,1.4725
1620,2262,5,,2.0918
1620,2510,8,,7.6677
1620,2511,9,,7.9146
1620,2512,10,,8.1029
1620,2513,11,,8.3781
1620,2520,12,,8.5857
1620,2530,13,,8.845
1620,2532,14,,8.9661
1620,2547,16,,9.4541
1620,2549,17,,9.5735
1620,2550,18,,9.8314
1620,2552,19,,9.9179
1620,2557,20,,10.16
1620,2566,23,,10.6951
1620,2567,22,,10.516
1620,2568,21,,10.3355
1620,2572,36,,14.0931
1620,2574,24,,10.9645
1620,2575,37,,14.3204
2534,8197,55,,15.4479
2534,8199,54,,15.1795
2534,9906,57,,19.0955
2534,9907,58,,19.2657
2534,9973,56,,17.8524
2535,8072,41,,13.1239
2535,8074,42,,13.2848
2535,8075,43,,13.4406
2535,8076,44,,13.8569
2535,8111,46,,14.2151
2535,8112,47,,14.4729
2535,8114,48,,14.7096
2535,8182,50,,15.2004
2535,8184,49,,14.9772
2535,8188,51,,15.4459
2535,8190,52,,15.7542
2535,8197,54,,16.2499
2535,8199,53,,15.9807
2536,2026,63,,14.8824
2536,7192,52,,12.4127
2536,7202,51,,11.9961
2536,7203,50,,11.7586
2536,7204,49,,11.4365
2536,7205,48,,11.1764
2536,7208,47,,10.9564
2536,7210,46,,10.7578
2536,7418,22,,5.1171
2536,7420,21,,4.9755
2536,7423,20,,4.8549
2536,7424,23,,5.257
2536,7426,24,,5.7614
2536,7431,25,,6.2586
2536,7432,26,,6.5166
2536,7435,28,,6.8544
2536,7436,29,,7.24
2536,7449,30,,7.3813
2536,7451,33,,8.2297
2536,7452,32,,8.051
2536,7456,31,,7.83
2536,7460,34,,8.3099
2536,7461,35,,8.5394
2536,7463,36,,9.0813
2536,7466,37,,9.2599
2536,7467,38,,9.4575
2536,7477,41,,9.9037
2536,7481,42,,10.031
1620,2675,29,00:37:27,12.4886
2536,7484,43,,10.2024
2536,7487,44,,10.3834
2536,7489,39,,9.6367
1620,2687,43,00:47:04,15.6913
2536,7501,45,,10.5381
2537,7458,27,,7.6109
1620,2736,57,01:06:11,22.0644
2537,7461,28,,8.5475
2537,7463,29,,9.0612
2537,7466,30,,9.2399
2537,7467,31,,9.4374
2537,7473,35,,10.2709
2537,7478,33,,9.8264
2537,7489,32,,9.6168
2538,7159,17,,3.1653
2538,7218,3,,0.3128
2538,7221,4,,0.3928
2538,7244,5,,0.6506
2538,7252,2,,0.0919
2538,7290,9,,1.4994
2538,7291,10,,1.8366
2538,7293,11,,2.1324
2538,7326,18,,3.175
2538,7329,14,,2.6567
2538,7339,19,,3.4476
1620,2844,71,01:17:41,25.895
2538,7345,20,,3.8867
2538,7355,21,,4.1523
2538,7358,22,,4.417
2538,7421,38,,12.3483
2538,7422,39,,12.472
2538,7425,37,,12.0027
2538,7427,36,,11.5659
2538,7430,35,,11.0711
1621,1430,1,00:01:32,0.5157
1621,2044,65,01:11:47,23.9279
1621,2834,14,00:17:11,5.7283
1621,4267,53,00:56:39,18.8844
1621,4636,27,00:29:32,9.8448
1621,5169,40,00:43:08,14.3791
1622,1439,70,01:04:25,21.4762
1621,1433,2,,1.0745
1621,1450,7,,2.6807
1621,1456,5,,2.3236
1621,1459,4,,1.929
1621,1461,3,,1.5411
1621,2043,64,,23.6686
1621,2047,62,,23.4135
1621,2052,60,,22.983
1621,2203,57,,21.5507
1621,2205,58,,21.8782
1621,2208,59,,22.1621
1621,2444,47,,16.4784
1621,2690,23,,8.7626
1621,2695,21,,8.2988
1621,2696,22,,8.5194
1621,2727,8,,3.0993
1621,2730,6,,2.5251
1621,2731,9,,3.3092
1621,2732,10,,3.4609
1621,2733,11,,3.7727
1621,2743,20,,8.0193
1621,2753,19,,7.7764
1621,2789,18,,7.4381
1621,2800,12,,5.2591
1621,2811,17,,6.7161
1621,2819,16,,6.4294
1621,2833,13,,5.4304
1621,2836,15,,6.0416
1621,4058,63,,23.4204
1621,4213,56,,20.6542
1621,4252,49,,17.2466
1621,4256,48,,17.079
1621,4266,52,,18.2957
1621,4269,54,,19.377
1621,4271,55,,19.9613
1621,4275,50,,17.4378
1621,4278,51,,17.704
1621,4464,46,,16.1046
1621,4466,45,,15.7919
1621,4479,44,,15.6802
1621,4480,43,,15.3616
1621,4540,35,,12.4961
1621,4544,36,,13.2097
1621,4546,37,,13.3485
1621,4551,38,,13.7232
1621,4554,39,,14.0048
1621,4561,34,,12.1535
1621,4564,33,,11.8797
1621,4566,32,,11.5923
1621,4578,31,,11.0845
1621,4580,30,,10.8656
1621,4581,29,,10.4929
1621,4634,25,,9.2658
1621,4652,28,,10.2422
1621,5192,42,,15.1184
1621,5216,41,,14.7064
1621,9996,61,,23.0181
1622,1440,69,,21.253
1622,1441,68,,21.0498
1622,1442,67,,20.8413
2538,7433,33,,10.5665
2538,7435,32,,10.4779
2538,7443,25,,6.2837
2538,7444,24,,5.7128
2538,7450,31,,9.9469
2538,7462,30,,8.7793
2538,7464,29,,8.2798
2538,7465,28,,8.1458
2538,7468,27,,7.8607
2538,7488,26,,7.681
2539,1498,57,,12.5031
2539,1539,56,,12.3102
2539,1542,52,,11.5925
2539,1543,51,,11.3876
2539,1547,50,,11.2245
2539,1550,62,,13.5091
2539,1551,61,,13.3906
2539,1552,60,,13.1231
2539,1553,59,,12.9388
2539,1556,58,,12.7002
2539,1559,54,,12.0232
2539,1559,55,,12.0232
2539,2018,2,,0.3319
2539,7206,20,,4.6398
2539,7207,21,,4.8582
2539,7419,47,,10.7361
2539,7421,48,,10.8727
2539,7422,49,,10.9964
2539,7425,46,,10.5271
2539,7427,45,,10.09
2539,7429,44,,9.8898
2539,7430,43,,9.5953
2539,7432,42,,9.34
2539,7433,41,,9.0908
2539,7437,39,,8.6126
2539,7450,38,,8.4713
1622,1454,57,00:55:15,18.4193
2539,7454,36,,7.8007
2539,7455,37,,8.0053
2539,7459,35,,7.5433
1622,2045,1,00:00:43,0.2398
2539,7462,34,,7.3038
2539,7464,33,,6.8048
2539,7465,32,,6.6708
2539,7468,31,,6.3856
2539,7479,29,,5.9957
2539,7480,28,,5.8242
1622,2440,15,00:19:55,6.642
2539,7486,26,,5.5799
2539,7488,30,,6.2059
2539,7495,25,,5.5141
2539,7497,24,,5.458
2539,7498,22,,5.0747
2539,7500,23,,5.2825
2543,2048,3,,1.2798
2543,7139,20,,6.3608
2543,7140,21,,6.5446
2543,7141,19,,6.0687
2543,7143,18,,5.8325
2543,7187,16,,5.382
2543,7188,15,,5.1802
2543,7189,14,,4.9891
2543,7190,13,,4.7512
2543,7191,12,,4.5969
2543,7290,22,,6.8057
2543,7291,23,,7.143
2543,7293,24,,7.4386
2543,7313,29,,8.6812
2543,7315,30,,8.8436
2543,7317,31,,9.0116
2543,7319,32,,9.164
2543,7322,34,,9.5455
2543,7323,35,,9.6809
1622,4543,29,00:32:07,10.7063
2543,7325,36,,9.9708
2543,7326,37,,10.1313
2543,7329,26,,7.963
2543,7331,27,,8.1716
2543,7333,28,,8.4337
2543,7339,38,,10.4039
2543,7342,39,,10.6566
2543,7344,40,,10.839
2543,7358,42,,11.3733
2544,5258,59,,15.584
2544,5260,60,,15.7593
1622,4638,43,00:42:23,14.129
2544,5263,62,,16.157
2544,5265,63,,16.4373
2544,5605,78,,20.241
2544,6185,72,,18.7287
2544,6189,71,,18.3179
2544,6190,70,,18.1354
2544,6191,69,,18.1261
2544,6192,68,,17.9343
2544,6195,64,,16.4438
2544,6196,65,,16.6428
2544,6199,66,,16.9215
2544,6200,67,,17.077
2544,8002,31,,8.6773
1623,2044,95,01:07:35,22.5287
1623,2695,20,00:12:47,4.2646
1623,2839,1,00:00:21,0.1216
1623,4053,58,00:39:48,13.2688
1623,4540,39,00:25:23,8.4618
1622,1443,66,,20.7096
1623,1013,88,,19.9824
1623,2043,94,,22.2694
1623,2047,93,,22.0143
1623,2050,90,,20.5748
1623,2052,91,,21.5841
1623,2484,54,,11.9028
1623,2485,53,,11.6859
1623,2486,52,,11.4271
1623,2488,55,,12.2158
1623,2690,22,,4.7284
1623,2696,21,,4.4852
1623,2743,19,,3.9851
1623,2753,18,,3.7423
1623,2789,17,,3.4039
1623,2793,16,,3.1215
1623,2795,15,,2.9758
1623,2811,14,,2.682
1623,2814,13,,2.5473
1623,2819,12,,2.3954
1623,2825,11,,2.1204
1623,2835,9,,1.6941
1623,2836,10,,2.0075
1623,2843,2,,0.3234
1623,2845,3,,0.4918
1623,2848,4,,0.7609
1623,2854,5,,1.0657
1623,2856,6,,1.1653
1623,2860,7,,1.3621
1623,2866,8,,1.5535
1623,3003,86,,19.7547
1623,3018,81,,18.6095
1623,3020,82,,18.7873
1623,3026,83,,19.0643
1623,3027,84,,19.2715
1623,3030,85,,19.4781
1623,3036,80,,17.9681
1623,3037,79,,17.661
1623,4049,57,,12.9624
1623,4054,59,,13.5549
1623,4056,60,,13.8561
1623,4067,56,,12.6619
1623,4541,40,,8.564
1623,4555,42,,9.2316
1623,4558,44,,9.8832
1623,4559,38,,8.2382
1623,4561,37,,8.1192
2544,8003,32,,8.8422
2544,8019,26,,7.3469
2544,8020,27,,7.5802
2544,8021,28,,7.8608
2544,8022,29,,8.0419
2544,8023,30,,8.2172
2544,8086,44,,11.6167
2544,8089,41,,10.6895
2544,8091,40,,10.5649
2544,8092,42,,10.8993
2544,8093,43,,11.4239
2544,8114,46,,12.0553
2544,8116,47,,12.2433
2544,8117,48,,12.5015
2544,8118,49,,12.683
2544,8119,50,,12.8552
2544,8120,51,,12.9974
2544,8121,52,,13.1757
2544,8130,53,,13.5365
2544,8135,54,,13.7464
2544,8139,45,,11.8289
2544,8156,56,,14.3436
2546,4185,57,,13.89
2546,4189,56,,13.7449
2546,4194,55,,13.586
2546,4195,54,,13.4848
2546,4196,53,,13.2682
2546,4197,52,,13.0691
2546,5390,10,,2.391
2546,5391,11,,2.5256
2546,5392,12,,2.8967
2546,5411,5,,1.5479
2546,5413,6,,1.7692
2546,5417,9,,2.0631
2546,5418,8,,2.0522
2546,5419,7,,1.8848
2546,6038,41,,11.4212
2546,6047,40,,11.285
2546,6050,38,,10.9672
2546,6053,37,,10.8094
2546,6056,36,,10.5916
2546,6071,51,,12.8088
2546,6073,50,,12.6412
2546,6078,49,,12.4435
2546,6082,48,,12.3745
2546,6087,47,,12.2054
2546,6091,46,,12.0435
2546,6092,45,,11.9936
2546,6101,44,,11.8024
2546,6103,43,,11.7902
2546,6111,42,,11.5892
2546,7800,33,,9.8827
2546,7802,32,,9.7695
2546,7804,31,,9.6513
2546,7810,30,,9.5245
2546,7816,29,,9.3029
2546,7819,28,,9.1808
2546,7830,26,,8.4866
2546,7870,27,,8.8109
2546,7872,25,,8.2972
2546,7895,21,,7.5843
2546,7900,22,,7.7221
2546,7901,23,,7.8698
2546,7902,24,,8.0769
2547,1693,25,,7.3213
2547,1695,24,,6.9588
2547,1698,23,,6.7144
2547,1699,28,,9.0952
2547,1702,27,,8.518
2547,2338,77,,21.8739
2547,2340,78,,22.022
2547,2346,79,,22.2571
2547,2350,80,,22.5342
1623,9703,77,00:51:42,17.2388
2547,2353,81,,22.5385
2547,2354,82,,22.7771
2547,4165,34,,10.9287
1624,1036,1,00:00:12,0.072
1624,2491,29,00:23:37,7.8749
1624,2697,57,00:44:23,14.7945
1624,2840,71,00:55:22,18.46
1624,4560,43,00:33:44,11.2451
2547,4167,33,,10.739
2547,4169,31,,10.1122
2547,4170,30,,10.0643
2547,4172,32,,10.2798
1624,5095,15,00:11:21,3.7839
2547,4176,38,,12.051
2547,4177,39,,12.1893
2547,4178,40,,12.3159
2547,4179,41,,12.5312
2547,4180,42,,12.7778
2547,4183,35,,11.5297
2547,4184,36,,11.6781
1625,1036,72,01:07:24,22.4668
1625,2044,71,01:07:17,22.4297
1624,1015,3,,0.5726
1624,1035,2,,0.2872
1624,2489,27,,7.3578
1624,2490,28,,7.6871
1624,2510,30,,8.2919
1624,2511,31,,8.5391
1624,2512,32,,8.7271
1624,2513,33,,9.0023
1624,2514,34,,9.1966
1624,2515,35,,9.5361
1624,2698,58,,15.1111
1624,2752,59,,15.5273
1624,2766,60,,15.8435
1624,2792,61,,16.1423
1624,2796,63,,16.7408
1624,2797,64,,16.9627
1624,2799,62,,16.5401
1624,2844,70,,18.2608
1624,2846,69,,18.0906
1624,2847,68,,17.9532
1624,2849,67,,17.7926
1624,2855,66,,17.5199
1624,2862,65,,17.2576
1624,3002,4,,0.7527
1624,3007,5,,1.0012
1624,3011,6,,1.3741
1624,3013,7,,1.6328
1624,4044,22,,5.6759
1624,4046,23,,5.9493
1624,4048,24,,6.2751
1624,4066,26,,6.7179
1624,4543,39,,10.4317
1624,4556,37,,10.0523
1624,4557,36,,9.7793
1624,4562,44,,11.3753
1624,4563,45,,11.5921
1624,4565,46,,11.872
1624,4568,47,,12.1736
1624,4570,48,,12.3522
1624,4571,49,,12.5708
1624,4577,50,,12.9189
1624,4638,53,,13.8416
1624,4639,54,,14.0269
1624,4640,55,,14.2659
1624,4642,56,,14.5525
1624,4654,51,,13.3204
1624,4655,52,,13.5842
1624,4686,38,,10.1902
1624,4688,40,,10.6538
1624,4689,41,,10.8323
1624,4690,42,,10.9257
1624,5051,9,,2.6062
1624,5052,8,,2.2285
1624,5069,13,,3.1017
1625,2043,70,,22.1703
1625,2047,69,,21.9155
2547,4186,29,,9.5048
2547,5397,84,,23.0095
2547,5398,83,,23.007
2547,5406,88,,24.3088
2547,5407,89,,24.7036
2547,5410,87,,24.2255
2547,5423,86,,23.5782
2547,5429,85,,23.277
2547,6052,50,,14.8668
2547,6054,51,,15.0766
2547,6072,43,,13.0231
2547,6077,44,,13.2091
2547,6083,45,,13.4608
2547,6102,46,,13.8276
2547,6110,47,,14.0772
2547,6114,48,,14.2396
2547,6119,49,,14.3827
2547,7801,52,,15.7972
2547,7803,53,,16.0236
2547,7809,54,,16.1503
2547,7817,56,,16.4966
2547,7828,57,,16.8291
2547,7831,59,,17.3737
2547,7871,58,,17.1588
2547,7893,60,,17.8058
2547,7896,62,,18.2432
2547,7909,61,,18.0333
2547,7910,63,,18.5047
2547,7912,76,,21.3308
2547,7915,64,,18.6997
2547,7916,65,,18.8733
2547,7919,66,,19.0735
2547,7921,67,,19.3646
2547,7924,68,,19.5205
2547,7926,69,,19.6808
2547,7927,70,,19.8885
1625,2486,43,00:39:51,13.2855
2547,7929,71,,20.095
1625,2715,15,00:13:41,4.5644
2547,7931,72,,20.3029
2547,7937,74,,20.7005
2547,7938,75,,21.0963
2548,1619,78,,19.0729
2548,1623,84,,21.5333
1625,2821,1,00:02:14,0.7449
2548,1633,83,,20.8943
2548,1638,82,,20.4349
2548,1643,81,,20.1152
2548,1644,80,,19.8135
2548,1673,77,,18.6392
2548,1676,76,,18.38
2548,1689,72,,17.0799
2548,1691,71,,16.9742
2548,1694,73,,17.5548
2548,1696,74,,17.8754
2548,1697,75,,18.1255
2548,1701,70,,15.6544
2548,2476,38,,7.7992
2548,2478,37,,7.5453
2548,2481,36,,7.2813
2548,2483,34,,6.8308
2548,2484,33,,6.4456
2548,2485,32,,6.2287
2548,2486,31,,5.9701
2548,2499,2,,0.2791
2548,2516,23,,4.7651
2548,2517,22,,4.6335
2548,2524,21,,4.4908
1625,4578,29,00:26:43,8.9085
2548,2526,20,,4.3396
2548,2534,17,,3.8655
2548,2538,19,,4.2197
2548,2544,16,,3.7286
2548,2546,15,,3.6139
2548,2548,14,,3.4988
2548,2550,13,,3.3456
2548,2556,12,,3.256
2548,2596,4,,0.6383
2548,2607,5,,1.0735
2548,2612,9,,1.7658
2548,2617,10,,2.0512
2548,2619,6,,1.355
2548,2620,7,,1.4926
2548,2622,8,,1.6001
2548,2625,11,,2.3067
2548,4069,59,,12.8531
2548,4071,58,,12.7432
2548,4085,57,,12.5157
2548,4094,56,,12.2709
1625,5089,57,00:52:20,17.4474
2548,4099,55,,12.0719
2548,4101,54,,11.8295
2548,4122,48,,10.7931
2548,4123,49,,10.8874
2548,4124,51,,11.1502
2548,4126,50,,10.9664
2548,4129,47,,10.6108
2548,4139,53,,11.6289
2548,4187,68,,14.7287
1626,1036,1,00:00:12,0.0718
