trip_id,service_id,start_time
2293,2,05:00:00
2293,2,05:40:00
2293,2,06:20:00
2293,2,07:00:00
2293,2,07:40:00
2293,2,08:20:00
2293,2,09:00:00
2293,2,09:40:00
2293,2,10:20:00
2293,2,11:40:00
2293,2,12:20:00
2293,2,13:00:00
2293,2,13:40:00
2293,2,14:20:00
2293,2,15:00:00
2293,2,15:40:00
2293,2,16:20:00
2293,2,17:00:00
2293,2,17:40:00
2293,2,18:20:00
2293,2,19:40:00
2293,2,20:20:00
2294,2,05:00:00
2294,2,05:40:00
2294,2,06:20:00
2294,2,07:00:00
2294,2,07:40:00
2294,2,08:20:00
2294,2,09:00:00
2294,2,09:40:00
2294,2,10:20:00
2294,2,11:40:00
2294,2,12:20:00
2294,2,13:00:00
2294,2,13:40:00
2294,2,14:20:00
2294,2,15:00:00
2294,2,15:40:00
2294,2,16:20:00
2294,2,17:00:00
2294,2,17:40:00
2294,2,18:20:00
2294,2,19:40:00
2294,2,20:20:00
2298,2,11:00:00
2298,2,19:00:00
3058,2,11:00:00
3058,2,19:00:00
2295,2,21:00:00
2295,2,21:30:00
2295,2,22:10:00
2295,2,22:50:00
2295,2,23:30:00
2295,2,00:10:00
2295,2,00:50:00
2295,2,01:30:00
2346,2,16:24:00
2346,2,16:36:00
2346,2,16:48:00
2346,2,17:24:00
2346,2,17:36:00
2346,2,17:48:00
2346,2,18:24:00
2346,2,18:36:00
2346,2,18:48:00
2346,2,19:36:00
2346,2,19:48:00
2346,2,20:24:00
2346,2,20:48:00
2346,2,21:20:00
2346,2,21:40:00
2346,2,22:00:00
2346,2,22:30:00
2346,2,23:00:00
2293,3,05:00:00
2293,3,05:40:00
2293,3,06:20:00
2293,3,07:00:00
2293,3,07:40:00
2293,3,08:20:00
2293,3,09:00:00
2293,3,09:40:00
2293,3,10:20:00
2293,3,11:40:00
2293,3,12:20:00
2293,3,13:00:00
2293,3,13:40:00
2293,3,14:20:00
2293,3,15:00:00
2293,3,15:40:00
2293,3,16:20:00
2293,3,17:00:00
2293,3,18:20:00
2293,3,19:00:00
2293,3,19:40:00
2293,3,20:20:00
2294,3,05:00:00
2294,3,05:40:00
2294,3,06:20:00
2294,3,07:00:00
2294,3,07:40:00
2294,3,08:20:00
2294,3,09:00:00
2294,3,09:40:00
2294,3,10:20:00
2294,3,11:40:00
2294,3,12:20:00
2294,3,13:00:00
2294,3,13:40:00
2294,3,14:20:00
2294,3,15:00:00
2294,3,15:40:00
2294,3,16:20:00
2294,3,17:00:00
2294,3,18:20:00
2294,3,19:00:00
2294,3,19:40:00
2294,3,20:20:00
2298,3,11:00:00
2298,3,17:40:00
3058,3,11:00:00
3058,3,17:40:00
2295,3,21:00:00
2295,3,21:30:00
2295,3,22:10:00
3050,2,21:00:00
3050,2,21:30:00
3050,2,22:10:00
3050,2,22:50:00
3050,2,23:30:00
3050,2,00:10:00
3050,2,00:50:00
3050,2,01:30:00
2351,2,05:32:00
2351,2,06:02:00
2351,2,06:32:00
2351,2,08:02:00
2351,2,08:32:00
2351,2,09:02:00
2351,2,10:02:00
2351,2,10:32:00
2351,2,11:02:00
2351,2,12:32:00
2351,2,13:07:00
2351,2,14:02:00
2351,2,14:32:00
2351,2,15:02:00
2351,2,16:02:00
2351,2,16:32:00
2351,2,17:02:00
2351,2,18:02:00
2351,2,18:32:00
2351,2,19:02:00
2351,2,20:02:00
2351,2,21:25:00
2351,2,22:25:00
2351,2,23:25:00
2351,2,00:25:00
2352,2,05:32:00
2352,2,06:02:00
2352,2,06:32:00
2352,2,08:02:00
2352,2,08:32:00
2352,2,09:02:00
2352,2,10:02:00
2352,2,10:32:00
2352,2,11:02:00
2352,2,12:32:00
2352,2,13:07:00
2352,2,14:02:00
2352,2,14:32:00
2352,2,15:02:00
2352,2,16:02:00
2352,2,16:32:00
2346,2,23:30:00
2346,2,00:00:00
2346,2,00:40:00
2346,2,01:20:00
2346,2,02:20:00
2346,2,03:20:00
2346,2,04:20:00
2342,2,07:36:00
2342,2,08:36:00
2342,2,12:36:00
2342,2,13:36:00
2342,2,19:24:00
2342,2,20:36:00
2343,2,07:36:00
2343,2,08:36:00
2343,2,12:36:00
2343,2,13:36:00
2343,2,19:24:00
2343,2,20:36:00
2349,2,05:15:00
2349,2,06:12:00
2349,2,07:12:00
2349,2,08:12:00
2349,2,09:12:00
2349,2,10:12:00
2349,2,11:12:00
2349,2,12:12:00
2349,2,13:12:00
2349,2,14:12:00
2349,2,15:12:00
2349,2,16:12:00
2349,2,17:12:00
2349,2,18:12:00
2349,2,19:12:00
2349,2,20:12:00
2960,2,11:00:00
2960,2,11:10:00
2960,2,11:20:00
2960,2,11:30:00
2960,2,11:40:00
2960,2,11:50:00
2960,2,12:00:00
2960,2,12:10:00
