"stop_lat","stop_entre","stop_lon","stop_numero","stop_calle","stop_id","stop_name"
-32.8930326666,"belgrano",-68.8506837656,"701","Avenida Colón","M1001","00701"
-32.8924321712,"San Lorenzo",-68.8492264643,"701","Avenida Perú","M1002","00702"
-32.8922052027,"Peru",-68.8495544225,"702","San Lorenzo","M1003","00703"
-32.8933692184,"Colon",-68.8482549531,"702","25 de Mayo","M1004","00704"
-32.8935080832,"25 DE MAYO",-68.8480527512,"551","Avenida Colón","M1005","00705"
-32.8930756596,"San Lorenzo",-68.8467384688,"701","Chile","M1006","00706"
-32.89402645,"MITRE",-68.8453220297,"301","Avenida Colón","M1007","00707"
-32.893982616,"Colon",-68.8442845686,"702","Patricias Mendocinas","M1008","00708"
-32.8941976162,"PATRICIAS MENDOCINAS",-68.8439862897,"201","Avenida Colón","M1009","00709"
-32.8937828493,"San Lorenzo",-68.8428371201,"701","Avenida España","M1010","00710"
-32.8945428691,"Av. España",-68.842532094,"101","Avenida Colón","M1011","00711"
-32.8949864969,"San Martin",-68.839893972,"2","Avenida Zapata","M1012","00712"
-32.8951266444,"Pardo",-68.8377054424,"701","San Juan","M1013","00713"
-32.8932688018,"Don Bosco",-68.8371869926,"821","San Juan","M1014","00714"
-32.89484663,"Pardo",-68.8364939251,"751","La Rioja","M1015","00715"
-32.8932415665,"Alem",-68.8372508079,"821","San Juan","m1016","00716"
-32.8930255071,"Rioja",-68.836500659,"101","Avenida Alem","M1017","00717"
-32.8928114423,"San Juan",-68.8365617474,"102","Avenida Alem","M1018","00718"
-32.8928654956,"San Martin",-68.8391581257,"2","Avenida Alem","M1019","00719"
-32.8936105857,"9 de Julio",-68.8417170077,"102","San Lorenzo","M1020","00720"
-32.8933245458,"San Lorenzo",-68.8414910433,"802","9 de Julio","M1021","00721"
-32.8931961802,"PATRICIAS MENDOCINAS",-68.8444528609,"302","San Lorenzo","M1022","00722"
-32.8915807114,"Montevideo",-68.8489401984,"801","Avenida Perú","M1023","00723"
-32.8929212655,"San Lorenzo",-68.8441330238,"802","Patricias Mendocinas","M1024","00724"
-32.8922187059,"Montevideo",-68.84126842,"902","9 de Julio","M1025","00725"
-32.89235351,"Av. España",-68.8420486375,"101","Montevideo","M1026","00726"
-32.892074233,"PATRICIAS MENDOCINAS",-68.8435184881,"201","Montevideo","M1027","00727"
-32.8918760359,"MITRE",-68.8445430919,"301","Montevideo","M1028","00728"
-32.8910472068,"Peru",-68.848561041,"601","Montevideo","M1029","00729"
-32.8910775706,"Montevideo",-68.8476527972,"902","25 de Mayo","M1030","00730"
-32.8910756727,"Rivadavia",-68.846073281,"901","Chile","M1031","00731"
-32.8910330279,"PATRICIAS MENDOCINAS",-68.8437921059,"302","Rivadavia","M1032","00732"
-32.8914917661,"Rivadavia",-68.8421695772,"901","Avenida España","M1033","00733"
-32.891493836,"Garibaldi",-68.8369986803,"901","San Juan","M1034","00734"
-32.8923511938,"Alem",-68.8360862293,"902","La Rioja","M1035","00735"
-32.8904441541,"Garibaldi",-68.8356824196,"1102","La Rioja","M1036","00736"
-32.8901615036,"Sarmiento",-68.840777373,"1102","9 de Julio","M1037","00737"
-32.8893950997,"Espejo",-68.8416111045,"","Avenida España","M1038","00738"
-32.8882470573,"9 de Julio",-68.8405863937,"102","Gutiérrez","M1039","00739"
-32.8886272891,"San Juan",-68.8377594333,"1","Lavalle","M1040","00740"
-32.8889082127,"Lavalle",-68.8368216545,"1201","San Juan","M1041","00741"
-32.8893855767,"Catamarca",-68.8358138479,"1202","La Rioja","M1042","00749"
-32.8873292692,"San Martin",-68.8381213896,"2","Buenos Aires","M1043","00743"
-32.8789973031,"Granaderos",-68.845235414,"601","Plaza Cnel.","M1044","10501"
-32.8782374911,"Las Petunias",-68.8457181349,"2062","Avenida Perú","M1045","10502"
-32.8775513941,"El Parral",-68.8424882232,"441","Vendimiadores","M1046","10503"
-32.8765910724,"Reta",-68.8430058018,"2201","El Parral","M1047","10504"
-32.8763791161,"El Parral",-68.8433991534,"542","Reta S.","M1048","10505"
-32.8772283254,"Vendimiadores",-68.8451173201,"2121","Avenida Perú","M1049","10506"
-32.8769578977,"Vendimiadores",-68.8454640555,"601","Avenida Perú","M1050","10507"
-32.8801116254,"s peña",-68.859976758,"1601","Avenida Boulogne Sur Mer","M1051","10508"
-32.8812147,"Pellegrini Carlos",-68.8464341,"2850","Barcala","M1052","10509"
-32.8744910473,"Pellegrini",-68.8591560021,"2141","Avenida Boulogne Sur Mer","M1053","10510"
-32.873900827,"Pellegrini",-68.8433243142,"","El Parral","M1054","10511"
-32.8729878976,"El Parral",-68.8427806509,"2202","Pellegrini Carlos","M1055","10512"
-32.8745740586,"El Tonel",-68.8406605832,"2202","Avenida Bartolomé Mitre","M1056","10513"
-32.872959264,"Mitre",-68.8412249697,"401","Pellegrini Carlos","M1057","10514"
-32.87375382,"Mitre",-68.839599551,"301","Pellegrini Carlos","M1058","10515"
-32.8725115058,"Gutemberg",-68.8441651359,"","San Miguel","M1059","10516"
-32.8725103191,"Peru",-68.843102516,"650","Pellegrini Carlos","M1060","10517"
-32.8731420842,"Pellegrini",-68.84007525,"2402","Avenida Bartolomé Mitre","M1061","10518"
-32.8723183034,"Fray Inalican",-68.8396192745,"2501","Avenida Bartolomé Mitre","M1062","10519"
-32.8709666493,"Videla Correa",-68.8435728506,"2601","Perú","M1063","10520"
-32.8707907334,"Chile",-68.8414937617,"502","Videla Correas","M1064","10521"
-32.8707682056,"Mitre",-68.8400936485,"402","Videla Correas","M1065","10522"
-32.870155647,"Felix Bogado",-68.8392223076,"2801","Avenida Bartolomé Mitre","M1066","10523"
-32.8829586788,"Gral. Paz",-68.8472557712,"1602","Avenida Perú","M1067","10401"
-32.8835043916,"25 de Mayo",-68.8456969393,"1602","25 de Mayo","M1068","10402"
-32.8837397584,"Gral. Paz",-68.8416492983,"1602","Patricias Mendocinas","M1069","10403"
-32.8841159051,"Godoy Cruz",-68.8402568351,"1601","Avenida España","M1070","10404"
-32.883857445,"9 de Julio",-68.8384866863,"1","Avenida Godoy Cruz","M1071","10405"
-32.8843265272,"Godoy Cruz",-68.8392996786,"1602","9 de Julio","M1072","10406"
-32.8841277382,"San Martin",-68.8383042961,"2","Avenida Godoy Cruz","M1073","10407"
-32.8833934399,"España",-68.841088429,"201","Avenida Godoy Cruz","M1074","10408"
-32.8837177932,"España",-68.840729013,"202","Avenida Godoy Cruz","M1075","10409"
-32.8834610136,"Patricias Mendocinas",-68.8416409641,"302","Avenida Godoy Cruz","M1076","10410"
-32.8829913752,"Mitre",-68.8442145436,"502","Avenida Godoy Cruz","M1077","10411"
-32.8832825005,"Godoy Cruz",-68.8440991751,"1601","Chile","M1078","10412"
-32.8827492345,"25 de Mayo",-68.8454979807,"602","Avenida Godoy Cruz","M1079","10413"
-32.8827810037,"25 de Mayo",-68.8456964567,"602","Avenida Godoy Cruz","M1080","10414"
-32.8826006489,"Godoy Cruz",-68.8466951296,"1601","Avenida Perú","M1081","10416"
-32.8816027954,"Barcala",-68.8462438479,"1701","Avenida Perú","M1082","10417"
-32.8828244583,"Godoy Cruz",-68.8429076627,"1702","Avenida Bartolomé Mitre","M1083","10419"
-32.8834114595,"Patricias Mendocinas",-68.8411098867,"201","Avenida Godoy Cruz","M1084","10420"
-32.8810171425,"Barcala",-68.8465335265,"1802","Avenida Perú","M1086","10421"
-32.8808843689,"Barcala",-68.8450953109,"1802","25 de Mayo","M1087","10422"
-32.8808588194,"E. Blanco",-68.8433588854,"1801","Chile","M1088","10423"
-32.882875373,"Chile",-68.8437223583,"401","Avenida Godoy Cruz","M1089","10418"
-32.8819595434,"Barcala",-68.8423443989,"1702","Avenida Bartolomé Mitre","M1090","10424"
-32.8823315879,"Barcala",-68.8398301177,"1701","Avenida España","M1091","10425"
-32.8832994111,"Godoy Cruz",-68.8390207288,"1702","9 de Julio","M1092","10426"
-32.8820759238,"Barcala",-68.8372225424,"1802","Avenida San Martín","M1093","10427"
-32.8816505947,"Barcala",-68.8385701177,"1802","9 de Julio","M1094","10428"
-32.8795371476,"Coronel Plaza",-68.8457179218,"1901","Avenida Perú","M1095","10429"
-32.8803331885,"E. Blanco",-68.8421888307,"1902","Avenida Bartolomé Mitre","M1096","10430"
-32.8799097108,"Coronel Plaza",-68.8417543129,"1901","Avenida Bartolomé Mitre","M1097","10431"
-32.8795655203,"Mitre",-68.8423531084,"402","Plaza Cnel.","M1098","10432"
-32.8801331351,"Coronel Plaza",-68.8392185741,"1901","Avenida España","M1099","10433"
-32.8800610811,"San Martin",-68.8370798855,"2","Plaza Cnel.","M1100","10434"
-32.8796368346,"Coronel Plaza",-68.8379478452,"2002","9 de Julio","M1101","10435"
-32.8782199671,"J. A. Maza",-68.8376554844,"2102","9 de Julio","M1102","10436"
-32.8784628536,"J. A. Maza",-68.8362944981,"2102","Avenida San Martín","M1103","10437"
-32.8746753835,"Las Jarillas",-68.8402965852,"2201","Avenida Bartolomé Mitre","M1104","10438"
-32.8743051975,"Patricias Mendocinas",-68.8394368843,"302","Pellegrini Carlos","M1105","10439"
-32.8761281373,"9 de Julio",-68.8372553004,"102","Pellegrini Carlos","M1106","10440"
-32.8760345354,"Pellegrini",-68.8356668612,"2302","Avenida San Martín","M1107","10441"
-32.8758749902,"Pellegrini",-68.8369353113,"2302","9 de Julio","M1108","10442"
-32.8735558383,"Gutemberg",-68.8374351512,"2301","Avenida España","M1109","10443"
-32.8732708895,"Gutemberg",-68.8363224266,"2502","9 de Julio","M1110","10445"
-32.8735656019,"Gutemberg",-68.8350284955,"2502","Avenida San Martín","M1111","10446"
-32.8714795698,"Echeverria",-68.8345027825,"2702","Avenida San Martín","M1112","10447"
-32.870744414,"Videla Correa",-68.8366948615,"2701","Avenida España","M1113","10448"
-32.8705339163,"San Martin",-68.8345361115,"2","Videla Correas","M1114","10449"
-32.8804124498,"Alberdi",-68.8336059484,"1921","Salta","M1115","10321"
-32.8798994082,"La rioja",-68.8354554908,"1","Alberdi","M1116","10322"
-32.8785440361,"R. Escalada",-68.835888243,"2","Beltrán","M1117","10323"
-32.8779988202,"Chacabuco",-68.8358707091,"2101","Avenida San Martín","M1118","10324"
-32.8786206238,"La Rioja",-68.8348368171,"102","Beltrán","M1119","10325"
-32.8787152321,"Salta",-68.8335225347,"202","Beltrán","M1120","10326"
-32.8786430872,"Beltran",-68.8324629153,"2102","Moreno","M1121","10327"
-32.8778805655,"Chacabuco",-68.8336434993,"2101","Salta","M1122","10328"
-32.8793507399,"Beltran",-68.8308881938,"2021","Monte Caseros","M1123","10329"
-32.8788864278,"Montecaseros",-68.8306740287,"402","Beltrán","M1124","10330"
-32.8780324355,"Ituzaingo",-68.82982868,"401","Chacabuco","M1125","10331"
-32.879152231,"Videla Castillo",-68.8279274467,"602","Beltrán","M1126","10332"
-32.8770454784,"Maipu",-68.8278908283,"2201","Videla Castillo","M1127","10333"
-32.8763993144,"Maipu",-68.8296618172,"2302","Ituzaingó","M1128","10334"
-32.8834213808,"CORDOBA",-68.8355579263,"1722","La Rioja","M1129","10335"
-32.8768773936,"Maipu",-68.8308238208,"2201","Monte Caseros","M1130","10336"
-32.8761652158,"Maipu",-68.8324414577,"2302","Moreno","M1131","10337"
-32.8754927792,"Ayacucho",-68.83349866,"2301","Salta","M1132","10338"
-32.8756200477,"Ayacucho",-68.8353449961,"2301","Avenida San Martín","M1133","10339"
-32.8741783363,"Tucuman",-68.8350231311,"2401","Avenida San Martín","M1134","10340"
-32.8729258305,"Santa Fe",-68.8346851727,"2501","Avenida San Martín","M1135","10341"
-32.873068885,"Santa Fe",-68.8333806429,"2501","Salta","M1136","10342"
-32.8737143076,"Tucuman",-68.8323448981,"2502","Moreno","M1137","10343"
-32.8717992316,"San Martin",-68.8341862577,"101","Jujuy","M1138","10344"
-32.8707136278,"Santiago del Estero",-68.8340950867,"2701","Avenida San Martín","M1139","10345"
-32.8708882248,"Santiago del Estero",-68.8332626257,"2701","Salta","M1140","10346"
-32.8705832893,"Moreno",-68.8324109458,"202","Santiago del Estero","M1141","10347"
-32.8685148869,"Gobernador Gonzalez",-68.8334459922,"2921","Avenida San Martín","M1142","10348"
-32.8685858579,"Gobernador Gonzalez",-68.8327959213,"2901","Salta","M1143","10349"
-32.8702927497,"Videla Correas",-68.8355499504,"2802","9 de Julio","M1145","10450"
-32.8838313426,"Cordoba",-68.8365856201,"1671","San Juan","M1146","10301"
-32.8842681901,"San Luis",-68.8355563558,"1672","La Rioja","M1147","10302"
-32.8841350501,"Cordoba",-68.8310437619,"1671","Monte Caseros","M1148","10303"
-32.8829007048,"Corrientes",-68.8309793889,"1721","Monte Caseros","M1149","10304"
-32.8835353488,"Salta",-68.8336053235,"302","Córdoba","M1150","10305"
-32.8835474077,"Cordoba",-68.8338290132,"302","Córdoba","M1151","10306"
-32.8835056019,"San Juan",-68.8361805165,"102","Córdoba","M1152","10307"
-32.8828823121,"Corrientes",-68.8371903559,"1721","Avenida San Martín","M1153","10308"
-32.8819977056,"Corrientes",-68.8354490675,"1802","La Rioja","M1154","10309"
-32.8829082222,"Corrientes",-68.8337454233,"1721","Salta","M1155","10310"
-32.88264699,"J. F. Moreno",-68.8329013876,"201","Corrientes","M1156","10311"
-32.8800959616,"Alberdi",-68.8365868589,"1921","Avenida San Martín","M1157","10312"
-32.8808892475,"R. Escalada",-68.8364203765,"2","Urquiza","M1158","10313"
-32.88071828,"Urquiza",-68.8353095926,"1922","La Rioja","M1159","10314"
-32.8810762066,"Salta",-68.8335691883,"202","Urquiza","M1160","10315"
-32.8809857383,"Urquiza",-68.8325594749,"1922","Moreno","M1161","10316"
-32.8811927939,"Urquiza",-68.8297315546,"1922","Ituzaingó","M1162","10317"
-32.8804039773,"Videla Castillo",-68.8286748664,"501","Alberdi","M1163","10318"
-32.8802958556,"Ituzaingo",-68.829876496,"401","Alberdi","M1164","10319"
-32.8803643865,"Alberdi",-68.8308774649,"1921","Monte Caseros","M1165","10320"
-32.8704407542,"Videla Correa",-68.8437493935,"2801","San Miguel","M1166","10101"
-32.8704298042,"Videla Correas",-68.8397799815,"2832","Dr. Moreno","M1167","10102"
-32.8685950354,"Peru",-68.8437216811,"702","Jorge A. Calle","M1168","10103"
-32.8682038911,"Lopez de Gomara",-68.8433363333,"401","San Miguel","M1169","10104"
-32.8697719606,"Bogado",-68.8340038916,"2842","Avenida San Martín","M1170","10105"
-32.867676855,"Antartida Argentina",-68.839683422,"3052","Dr. Moreno","M1171","10106"
-32.8676279755,"La Plata",-68.8385893062,"3001","Avenida Bartolomé Mitre","M1172","10106"
-32.867700067,"La Plata",-68.8350166038,"3102","9 de Julio","M1173","10107"
-32.8680598128,"La Plata",-68.8336069247,"3002","Avenida San Martín","M1174","10108"
-32.8659119449,"Belgrano",-68.8435649743,"651","Fader F.","M1175","10109"
-32.8657572686,"Fader",-68.8427516117,"3100","San Miguel","M1176","10110"
-32.8660501459,"Hudson",-68.8424243822,"602","Hudson D.","M1177","10111"
-32.8658958487,"Peru",-68.8423639125,"601","Hudson D.","M1178","10112"
-32.8662112546,"25 de Mayo",-68.840894062,"501","Hudson D.","M1179","10113"
-32.8650842884,"25 de mayo",-68.8411150776,"552","Lago Maggiore","M1180","10114"
-32.8662828307,"Hudson",-68.839908238,"3300","Dr. Moreno","M1181","10115"
-32.8662473009,"Dr. Moreno",-68.8392042703,"401","Hudson D.","M1182","10116"
-32.8660329372,"Hudson",-68.8385356621,"3200","Avenida Bartolomé Mitre","M1183","10117"
-32.865735554,"Lagomaggiore",-68.8381816105,"3201","Avenida Bartolomé Mitre","M1184","10118"
-32.8663205973,"Cad. Chilenos",-68.8330919406,"2","Avenida San Martín","M1185","10119"
-32.8645136556,"Estrada",-68.8424351111,"3100","San Miguel","M1186","10120"
-32.8643289145,"Estrada",-68.8421078816,"3300","Perú","M1187","10121"
-32.8640526651,"Estrada",-68.8402327853,"3600","Dr. Moreno","M1188","10122"
-32.8642362197,"Estrada",-68.8400691705,"3499","Dr. Moreno","M1189","10123"
-32.8641494934,"Estrada",-68.83827817,"3400","Avenida Bartolomé Mitre","M1190","10124"
-32.863572737,"Ameghino",-68.8379455761,"3401","Avenida Bartolomé Mitre","M1191","10125"
-32.8643921008,"Estrada",-68.832737889,"202","Avenida San Martín","M1192","10126"
-32.862460895,"Mosconi",-68.8401554908,"499","Avenida General Mosconi","M1193","10127"
-32.8626979294,"Mitre",-68.8384729869,"500","Avenida General Mosconi","M1194","10128"
-32.8743409029,"Tucuman",-68.8306253373,"2401","Monte Caseros","M1195","10201"
-32.8739258856,"Tucuman",-68.8294043251,"2502","Ituzaingó","M1196","10202"
-32.8745270141,"Tucuman",-68.8277352602,"2401","Videla Castillo","M1197","10203"
-32.8737195976,"Gorostiaga",-68.8237384265,"2532","Ramírez","M1198","10204"
-32.8722593946,"Jujuy",-68.8304214894,"2601","Monte Caseros","M1199","10205"
-32.8719586138,"Ituzaingo",-68.8289331514,"502","Jujuy","M1200","10206"
-32.8724590265,"Jujuy",-68.8275260479,"2601","Videla Castillo","M1201","10207"
-32.8721056055,"Paraguay",-68.8256682325,"702","Jujuy","M1202","10208"
-32.8719399436,"Jujuy",-68.8234219258,"2702","Ramírez","M1203","10209"
-32.8722159899,"Ramirez",-68.8229008633,"902","Jujuy","M1204","10210"
-32.8720927244,"Jujuy",-68.8202274787,"2701","Bajada de Arrollabes","M1205","10211"
-32.8710969224,"Ituzaingo",-68.8295248889,"401","Santiago del Estero","M1206","10212"
-32.8706909512,"Santiago del Estero",-68.8292433926,"2802","Ituzaingó","M1207","10213"
-32.8713987932,"Paraguay",-68.8261573755,"2702","Paraguay","M1208","10214"
-32.8712410996,"Ramirez",-68.8235489272,"801","Santiago del Estero","M1209","10215"
-32.8711419778,"Chenaut",-68.8210812949,"1002","Santiago del Estero","M1210","10216"
-32.870745018,"Santiago del Estero",-68.8293024012,"2802","Ituzaingó","M1211","10217"
-32.8704954475,"Castellar",-68.8273293885,"2801","Videla Castillo","M1212","10218"
-32.8692789348,"Gdor. Gonzalez",-68.8273401173,"2931","Videla Castillo","M1213","10219"
-32.8696466152,"Esquiu",-68.8228693907,"2871","Ramírez","M1214","10220"
-32.8693447385,"Pasaje Fino",-68.8230946963,"2902","Ramírez","M1215","10221"
-32.8704797441,"Castelar",-68.8190526712,"2852","Bajada de Arrollabes","M1216","10222"
-32.8691133595,"Gob. Gonzalez",-68.8180032843,"2952","Bajada de Arrollabes","M1217","10223"
-32.8669694278,"Coronel Diaz",-68.8330275676,"3001","Avenida San Martín","M1218","10224"
-32.8671215034,"Coronel Diaz",-68.8323828611,"","Salta","M1219","10225"
-32.8667312602,"Montecaseros",-68.8309056312,"201","Cnel. Díaz","M1220","10226"
-32.8685147381,"Gdor. Gonzalez",-68.8292863079,"3002","Ituzaingó","M1221","10227"
-32.866610731,"Videla Castillo",-68.8277298958,"421","Cnel. Díaz","M1222","10228"
-32.8673046167,"Confraternidad Ferroviaria",-68.827193454,"3101","Videla Castillo","M1223","10229"
-32.866628754,"Paraguay",-68.825948909,"601","Cnel. Díaz","M1224","10230"
-32.8664547186,"Taucarí",-68.8237313927,"741","Cnel. Díaz","M1225","10231"
-32.8679975448,"Confraternidad Ferroviaria",-68.8226762717,"3001","Ramírez","M1226","10232"
-32.8677767653,"Confraternidad Ferroviaria",-68.8228479331,"3102","Ramírez","M1227","10233"
-32.8669947854,"Vera",-68.8226699196,"3141","Ramírez","M1228","10234"
-32.8835438181,"GRANADEROS",-68.8557766106,"401","Avenida Juan B. Justo","M1229","09301"
-32.8836734314,"Olascoaga",-68.8524926905,"201","Avenida Juan B. Justo","M1230","09302"
-32.8841599595,"belgrano",-68.849316955,"1","Avenida Juan B. Justo","M1231","09303"
-32.8828723341,"J. V. Gonzalez",-68.8524265489,"1501","Olascoaga","M1232","09304"
-32.8803855708,"J. de Dios Videla",-68.8518257341,"1701","Olascoaga","M1233","09305"
-32.8776310271,"Marinez de Rosas",-68.8527173975,"301","Suipacha","M1234","09306"
-32.8783582665,"Suipacha",-68.8513000211,"1901","Olascoaga","M1235","09307"
-32.8782347231,"T. Benegas",-68.8494182804,"","Suipacha","M1236","09308"
-32.8778270628,"Suipacha",-68.8502937781,"2002","Benegas Tiburcio","M1237","09308"
-32.8761867469,"Cnel. Moldes",-68.8507206639,"2101","Olascoaga","M1238","09309"
-32.8748906352,"Laprida",-68.8493339748,"2302","Rodríguez Cnel.","M1239","09310"
-32.8740962711,"Newbery",-68.850259324,"2301","Olascoaga","M1240","09311"
-32.8814744126,"M. Orzali",-68.8731469157,"","Lencinas C.","M1241","09401"
-32.8820167893,"M. Orzali",-68.8701731306,"","Lencinas C.","M1242","09402"
-33.0044721512,"Ozamis JA (hacia C.Agrarias)",-68.7862709505,"","Espejo","M1243","295AA"
-32.9482918648,"Panamericana",-68.8556328756,"800","Río Mendoza","M1244","25131"
-32.8828893121,"Lencinas",-68.8608183143,"1402","Avenida Boulogne Sur Mer","M1245","09405"
-32.8829298565,"Uruguay",-68.8605500934,"1401","Avenida Boulogne Sur Mer","M1246","09406"
-32.8834031369,"Paso de los Andes",-68.8585008387,"601","Avenida Juan B. Justo","M1247","09407"
-32.8832231938,"J. B. Justo",-68.8563076349,"1402","Granaderos","M1248","09408"
-32.8796196549,"Democracia",-68.8738680945,"","Ingenieros J.","M1249","09409"
-32.8791880578,"Democracia",-68.8739018801,"1399","Ingenieros J.","M1250","09410"
-32.8796879058,"Cabildo de Mendoza",-68.872291927,"1000","Democracia","M1251","09411"
-32.8783089831,"Cuyo",-68.8713432669,"1399","Cabildo","M1252","09412"
-32.8810512767,"J. V. Gonzalez",-68.8604535338,"1600","Avenida Boulogne Sur Mer","M1253","09413"
-32.8802436155,"Saenz Peña",-68.8600588591,"1601","Avenida Boulogne Sur Mer","M1254","09414"
-32.8806016953,"Saenz Peña",-68.8578206415,"1601","Paso de Los Andes","M1255","09415"
-32.881650961,"J. V. Gonzalez",-68.8558141085,"1602","Granaderos","M1256","09416"
-32.876977158,"Plantamura",-68.8730735053,"1399","Ingenieros J.","M1257","09417"
-32.8771323423,"Lebenshon",-68.8721687887,"1049","Plantamura","M1258","09418"
-32.8757041256,"Ascasubi",-68.871730197,"1049","Ascasubi","M1259","09419"
-32.8749006511,"Roldan",-68.8709327765,"2599","Atahualpa Yupanqui","M1260","09420"
-32.8749801828,"Pedro del Castillo",-68.8689841676,"","Atahualpa Yupanqui","M1261","09421"
-32.8790882592,"J. de Dios Videla",-68.8601348995,"1702","Avenida Boulogne Sur Mer","M1262","09422"
-32.8794574032,"J. de Dios Videla",-68.8572520132,"1701","Paso de Los Andes","M1263","09423"
-32.8804300963,"R. Saenz Peña",-68.8555780741,"1702","Granaderos","M1264","09424"
-32.8782027924,"Plantamura",-68.8595814259,"1801","Avenida Boulogne Sur Mer","M1265","09425"
-32.8770789461,"Suipacha",-68.8596842884,"1902","Avenida Boulogne Sur Mer","M1266","09426"
-32.8774390881,"Suipacha",-68.8564902659,"1901","Paso de Los Andes","M1267","09427"
-32.8786640925,"Aristobulo del Valle",-68.8550952764,"1802","Granaderos","M1268","09429"
-32.877009306,"Paso de los Andes",-68.8561345318,"501","Suipacha","M1269","09430"
-32.8770917789,"Suipacha",-68.854666123,"2002","Granaderos","M1270","09431"
-32.8757543965,"Parana",-68.8592122196,"2001","Avenida Boulogne Sur Mer","M1271","09432"
-32.875159418,"Cnel. Moldes",-68.855991375,"2101","Paso de Los Andes","M1272","09433"
-32.8736774268,"F. Laprida",-68.8589493631,"2221","Avenida Boulogne Sur Mer","M1273","09434"
-32.8726434483,"HUARPES",-68.8571927779,"850","Jorge Newbery","M1274","09435"
-32.872870106,"Tabanera",-68.8561490873,"702","Jorge Newbery","M1275","09436"
-32.8731590268,"J. Newbery",-68.8554066534,"2351","Paso de Los Andes","M1276","09437"
-32.8747715517,"F. Laprida",-68.854011664,"2202","Granaderos","M1277","09438"
-32.8732936174,"GRANADEROS",-68.853783379,"502","Jorge Newbery","M1278","09439"
-32.8731135657,"J. Newbery",-68.8535020443,"2401","Granaderos","M1279","09440"
-32.8906936406,"Martin Zapata",-68.8502378624,"902","Avenida Belgrano","M1280","09501 MTM"
-32.8868547718,"E. Civit",-68.8612292408,"1001","Avenida Boulogne Sur Mer","M1281","09502"
-32.886527151,"B.SUR MER",-68.8608124968,"601","Avenida Emilio Civit","M1282","09503"
-32.8870474434,"Paso de los Andes",-68.8594779435,"602","Avenida Emilio Civit","M1283","09504"
-32.8870654623,"GRANADEROS",-68.8576164905,"501","Avenida Emilio Civit","M1284","09505"
-32.8876150376,"M. DE ROSAS",-68.8559535209,"402","Avenida Emilio Civit","M1285","09506"
-32.8875159341,"M. DE ROSAS",-68.8553634349,"301","Avenida Emilio Civit","M1286","09507"
-32.8876645893,"CNEL RODRIGUEZ",-68.8559052411,"402","Avenida Emilio Civit","M1287","09508"
-32.8874889059,"CNEL RODRIGUEZ",-68.8553741638,"301","Avenida Emilio Civit","M1288","09509"
-32.8886150758,"Estados de Israel",-68.8508251373,"52","Avenida Emilio Civit","M1289","09510"
-32.8884998999,"E. Civit",-68.8499642771,"1102","Avenida Belgrano","M1290","09511"
-32.883744194,"J. B. Justo",-68.8607437609,"1301","Avenida Boulogne Sur Mer","M1291","09512"
-32.8847758346,"Paso de los Andes",-68.8593686841,"702","Avellaneda Nicolás","M1292","09513"
-32.8836148676,"Paso de los Andes",-68.8591767553,"702","Avenida Juan B. Justo","M1293","09514"
-32.8837184804,"GRANADEROS",-68.8564945463,"502","Avenida Juan B. Justo","M1294","09516"
-32.8852170399,"GRANADEROS",-68.8570122463,"502","Avellaneda Nicolás","M1295","09517"
-32.8858522177,"Olascoaga",-68.8536433918,"302","Avellaneda Nicolás","M1296","09518"
-32.8839166958,"Olascoaga",-68.8533402685,"302","Avenida Juan B. Justo","M1297","09519"
-32.8867036192,"belgrano",-68.8496093494,"1202","Avenida Belgrano","M1298","09520"
-32.887288139,"A. Alvarez",-68.8496853274,"1202","Avenida Belgrano","M1299","09521"
-32.8844729389,"Belgrano",-68.8492367269,"2","Avenida Juan B. Justo","M1300","09522"
-32.8850087222,"L. Aguirre",-68.84915425,"1401","Avenida Belgrano","M1301","09523"
-32.8958818116,"Sobremonte",-68.8630102275,"301","Avenida Boulogne Sur Mer","M1302","09601"
-32.8957741115,"B.SUR MER",-68.8626367395,"802","Sobremonte","M1303","09602"
-32.8957245644,"HUARPES",-68.8611776178,"702","Sobremonte","M1304","09603"
-32.8958912229,"Paso de los Andes",-68.8596648519,"602","Sobremonte","M1305","09604"
-32.8960617064,"Sobremonte",-68.8592046614,"301","Paso de Los Andes","M1306","09605"
-32.8961074281,"Olascoaga",-68.8558561151,"302","Sobremonte","M1307","09606"
-32.8972343467,"V. Gil",-68.8537059755,"201","Rodríguez Cnel.","M1308","09607"
-32.897594335,"Lamadrid",-68.8527054947,"202","Avenida Belgrano","M1309","09608"
-32.8992958589,"CNEL RODRIGUEZ",-68.8537506717,"101","Pueyrredón","M1310","09609"
-32.8928828225,"Cabral",-68.8624043625,"501","Avenida Boulogne Sur Mer","M1311","09610"
-32.8941158394,"M. A. Saez",-68.8589578981,"451","Paso de Los Andes","M1312","09611"
-32.8953332006,"P. Molina",-68.8521154087,"502","Avenida Belgrano","M1313","09612"
-32.8911767615,"Aristides Villanueva",-68.8620919736,"677","Avenida Boulogne Sur Mer","M1314","09613"
-32.890972955,"B.SUR MER",-68.8619413327,"701","Avenida Villanueva Arístides","M1315","09614"
-32.8918365983,"A. Villanueva",-68.8589793558,"621","Paso de Los Andes","M1316","09615"
-32.8915225061,"Paso de los Andes",-68.858813877,"501","Avenida Villanueva Arístides","M1317","09616"
