"trip_headsign","direction_id","trip_short_name","trip_id","route_id","shape_id"
"163-NAZARENO-CENTRO","1","RECORRIDO DESDE EL B NAZARENO AL CENTRO","1955","163","1955"
"163 NAZARENO-VUELTA","0","RECORRIDO 163 NAZARENO DESDE EL CENTRO AL B  NAZARENO","1959","163","1959"
"ESC COMERCIO COQUIM","1","NULL","3257","165","3257"
"ESC COMERCIO S EDUAR","1","NULL","3258","165","3258"
"165 LOC COQ MPU","1","165 LOCAL COQUIMBITO MAIPU","1686","165","1686"
"165 MPU COQUIMBITO","0","165 MAIPU COQUIMBITO ","1687","165","1687"
"ESC.GABRIELLI(maña)","1","ESCUELA GABRIELLI CORTO DE MAÑANA","1960","165","1960"
"ESC.GABRIELLI","0","NULL","3062","165","3062"
"ESC GABRIELLI CORTO","1","NULL","3260","165","3260"
"165ES Esc. Gabriell","0","NULL","1973","165","1973"
"LOCAL ESC.GABR LAR","1","LOCAL ESCULA GABRIELLI LARGO ","2972","165","2972"
"ESCOLAR GABRIELI","1","NULL","1963","165","1963"
"165 coq. san eduardo","1","165 COQUIMBITO MAIPÚ BARRIO SAN EDUARDO","1691","165","1691"
"LOCAL COQUIM LUZUR","0","LOCAL COQUIMBITO LUZURIAGA","1694","165","1694"
"166 UTMA S CAY P.VA","1","UTMA-SAN CAYETANO POR REDRO VARGAS","1964","166","1964"
"166 UTMA-S.CAY-P.VAR","0","UTMA-SAN CAYETANO POR P. VARGAS","2910","166","2910"
"166 UTMA-S.CAY-LAMA","1","UTMA-SAN CAYETANO POR LAMADRID","1966","166","1966"
"166 UTMA-S.CAY-LAMA","0","UTMA-SAN CAYETANO POR LAMADRID","2909","166","2909"
"163 UTMA ANTAR","1","163 UTMA ANTARTIDA ","1968","166","1968"
"166 B ANTA-CTRO-DORR","0","BARRIO ANTARTIDA CENTRO POR DORREGO","2912","166","2912"
"166 NAZ-CG X DORR","1","NAZARENO CON CASA DE GOBIERNO POR DORREGO","2913","166","2913"
"166 NAZAR CG XDORR","0","NULL","2966","166","2966"
"171 MPU.COQ.R.CR.MZA","1","Maipú - Coquimbito - Rodeo de la Cruz - Mendoza","1906","171","1906"
"171 MPU.COQ.R.CRZ.MZ","1","Maipú - Coquimbito - Rodeo de la Cruz - Mendoza","1909","171","1909"
"171 Mpu.R.Cruz-Mza","1","Maipú - Rodeo de la Cruz - Mendoza","1956","171","1956"
"171 Maipu.R.Cruz-Mdz","1","Maipu - Rodeo de la Cruz - Mendoza","1985","171","1985"
"171 V.VIÑ.GUTIERR.LC","1","171 V.VIÑEDO Z.ALCOHOLERA GUTIERREZ","2637","171","2637"
"171 Z.ALCOH.GUT.MPU","0","171 V.VIÑEDO Z.ALCOHOLERA GUTIERREZ","2641","171","2641"
"171 MPU.RPEÑA.MDZ","1","Maipú - Rodriguez Peña - Mendoza","2107","171","2107"
"171 R.CRUZ GUT.MAIPU","0","171 V.NUEVA R.CRUZ GUTIERREZ","2620","171","2620"
"171 Maipú-R.Peña-Mdz","1","Maipú - Rodriguez Peña - Mendoza","2118","171","2118"
"171 Mdz-R.Cruz-MPU","0","Mendoza - Rodeo de la Cruz - Maipú","2119","171","2119"
"171 R.CRUZ V.VIÑEDO","0","171 V.VIÑDO V.NUEVA R.CRUZ","2615","171","2615"
"171 MAIPÚ.R.CRUZ.MDZ","1","171V.NUEVA R.CRUZ X GUTIERREZ","2959","171","2959"
"171 R.CRUZ MZA","1","171 V.VIÑEDO R.CRUZ V.NUEVA MZA","2616","171","2616"
"171 RCRUZ V.VIÑ.GUT","0","171 V.VIÑEDO V.NUEVA R.CRUZ GUTIRREZ ","2617","171","2617"
"171 R.CRUZ V.NUV.MZA","1","171 V.VIÑEDO R.CRUZ MZA R.CRUZ MAIPU","2618","171","2618"
"171 R.CRUZ GUT.MAIPU","0","171 V.NUEVA R.CRUZ GUTIERREZ","2619","171","2619"
"171 RCRUZ V.NUV.MZ","1","171 V.VIÑEDO V.NUEVA R.CRUZ MZA","2621","171","2621"
"171 MPU.VIÑ.RCRUZ.MZ","1","Maipú - Viejo Viñedo - Rodeo de la Cruz - Mendoza","2224","171","2224"
"171 MZ.RCRUZ.VVIÑEDO","0","Mendoza - Rodeo de la Cruz - Viejo Viñedo","2249","171","2249"
"171 MPU.VIÑ.RCRUZ.MZ","1","NULL","2225","171","2225"
"171 MPU.VIÑ.RCRUZ.MZ","1","Maipú - Viejo Viñedo - Rodeo de la Cruz - Mendoza","2226","171","2226"
"171 MPU.VIÑ.RCRUZ.MZ","1","Maipú - Viejo Viñedo - Rodeo de la Cruz - Mendoza","2227","171","2227"
"171 MZ.RCRUZ.MPU","0","Mendoza - Rodeo de la Cruz - Maipú","2544","171","2544"
"171 MPU.VIÑ.RCRUZ.MZ","1","Maipú - Viejo Viñedo - Rodeo de la Cruz - Mendoza","2228","171","2228"
"171 MZ.RCRUZ.VIÑ.MPU","0","Mendoza - Rodeo de la Cruz - Viejo Viñedo - Maipú","2275","171","2275"
"171 V.VIÑ.RCRUZ MZ","1","171 V.VIÑEDO V.NUEVA R.CRUZ GUTIERREZ","2626","171","2626"
"171 MZ V.NVA.RCRUZ","1","171 V.VIÑEDO V.NUEVA R.CRUZ GUTIERREZ","2631","171","2631"
"171 R.CRUZ GUTIERR.","0","171 V.NUEVA R.CRUZ GUTIERREZ","2634","171","2634"
"172 Maipu-R.Cruz-Mdz","1","Maipu - Rodeo de la Cruz - Mendoza","2016","172","2016"
"172 Mpu-R.Cruz-Mdz","1","Maipú - Rodeo de la Cruz - Mendoza","2019","172","2019"
"172V.NUEV.R.CRUZ MZA","1","172 MAIPU.R.CRUZ RUTTINI ORTEGA 173","2894","172","2894"
"172Maipú-R.Cruz-Mdz","1","Maipú - Rodeo de la Cruz - Mendoza","2024","172","2024"
"172Mdz-R.Cruz-Maipú","0","Mendoza - Rodeo de la Cruz - Maipú","2043","172","2043"
"172- MPU.R.PEÑA.MDZ","1","Maipú - Rodriguez Peña - Mendoza","2113","172","2113"
"172 MDZ.R.CRUZ.MPU","0","Mendoza - Rodeo de la Cruz - Maipú","2116","172","2116"
"172 MPU R.PEÑA.R.MDZ","1","Maipú - Rodriguez Peña - Mendoza","2141","172","2141"
"172MDZ.R.CRUZ.MAIPÚ","0","Mendoza - Rodeo de la Cruz - Maipú","2142","172","2142"
"172 MDZ.R.CRUZ.MPÚ","0","Mendoza - Rodeo de la Cruz - Maipú","2162","172","2162"
"172 MAIPÚ.R.PEÑA.MDZ","1","Maipú - Rodriguez Peña - Mendoza","2167","172","2167"
"172 MDZ.R.CRUZ.MPÚ","0","Mendoza - Rodeo de la Cruz - Maipú","2178","172","2178"
"172 MAIPÚ.R.PEÑA.MDZ","1","Miapú - Rodriguez Peña - Mendoza","2179","172","2179"
"172 R.CRUZ.MDZ","1","Rodeo de la Cruz - Mendoza","2434","172","2434"
"MDZ.R.CRUZ.MAIPÚ","0","Mendoza - Rodeo de la Cruz - Maipú","2532","172","2532"
"172 COQ.R.CRUZ MZA","1","172 V.NUEVA R.CRUZ COQ.T.SOSA","2604","172","2604"
"172 R.CRUZ MZA","1","172 R.CRUZ V.NUEVA MZA","2633","172","2633"
"172CENS-MPU R.C.MZA","1","172 ESC.CENS MAIPU RODEO DE LA CRUZ COQUIMBITO 173","3307","172","3307"
"173 MDZ.R.PEÑA.MAIPÚ","0","Mendoza - Rodriguez Peña - Maipú","2319","173","2319"
"173MZ GCR.V.VIÑ Mpu.","0","Mendoza - G.Cruz - R.Peña - Coquimbito - V.Viñedo - Maipú","1911","173","1911"
"173 R.CRUZ.MDZ","1","Rodeo de la Cruz- Mza.","2034","173","2034"
"173 R.Cruz-Mdz","1","Rodeo de la Cruz - Mendoza","1957","173","1957"
"173Mz-Rutt.Ort-Mpu","0","Mendoza - Ruttini - Ortega - Maipú","1958","173","1958"
"MAIPÚ.R.CRUZ.MDZ","1","Maipú - Rodeo de la Cruz - Mendoza","2872","173","2872"
"173B MZ.Z.ALC.ORT","0","Mendoza - Zona Alcoholera - Ortega","2873","173","2873"
"173 MZ GCRUZ.COQ.MPU","0","Mendoza - Plaza Godoy Cruz - R.Peña - Coquimbito - Maipú ","2018","173","2018"
"173 R.Cruz-Mdz","1","Rodeo de la Cruz - Mendoza","2033","173","2033"
"173 R.Cruz-Mdz ","1","Rodeo de la Cruz - Mendoza","2020","173","2020"
"173 Mz-Rutt.Ort-MPU","0","Mendoza - Ruttini - Ortega - Maipú","2022","173","2022"
"173 R.de la Cruz-Mdz","1","Rodeo de la Cruz - Mendoza ","2021","173","2021"
"173 Mdz.Z.Alcoho.Ort","0","Mendoza - Zona Alcoholera - Ortega","2023","173","2023"
"173 MAIPÚ.R.PEÑA.MDZ","1","Maipú - Rodriguez Peña - Mendoza","2099","173","2099"
"173 MAIPÚ.R.PEÑA.MDZ","1","Maipú - Rodriguez Peña - Mendoza","2115","173","2115"
"173 MPU.ORT.RPEÑA.MZ","1","Maipú - Ortega - Rodriguez Peña - Mendoza","2127","173","2127"
"173 MPU.ORT.RPEÑA.MZ","1","Maipú - Ortega - Rodriguez Peña - Mendoza","2140","173","2140"
"173 MPÚ.Z.ALCOHO.MZ","1","Maipú - Zona Alcoholera - Rodriguez Peña - Mendoza","2182","173","2182"
"173 EXP.MPU.RPEÑA MZ","1","Expreso  Maipú - R.Peña Mza ","1709","173","1709"
"173EXP.MZA MPU RPEÑA","0","Expreso Rodríguez Peña Mendoza Maipú","1710","173","1710"
"173 EXP.NECH.MPU MZA","1","Expreso  Maipú   Ortega Necochea Rodríguez Peña Mendoza","1711","173","1711"
"173 EXP.NEC.MZA MPU","0","Expreso  Ortega Necochea Rodríguez Peña Mendoza Maipú","1712","173","1712"
"173 Z.IND.GCRUZ V.V.","1","173 ZONA IND.PL.G.CRUZ COQ.T.SOSA V.VIÑ.","2622","173","2622"
"173 R.PEÑA.V.V.COQ","0","173 Z.IND.PL.G.CRUZ.COQ.T.SOSA V.VIÑEDO","2623","173","2623"
"173 R.CRUZ.MDZ","1","Rodeo de la Cruz - Mendoza","2344","173","2344"
"173 MZ.RPEÑA.VVIÑEDO","0","Mendoza - Rodriguez Peña - Viejo Viñedo","2369","173","2369"
"173 MZA R.PEÑA ORT.","1","173 ZONA IND.PL.GCRUZ ORT.V.VIÑEDO","2605","173","2605"
"173 RPEÑA V.VIÑ.ORT.","0","173 ZONA IND.PLA.G.CRUZ.COQ.T.SOSA .V.VIÑEDO","2606","173","2606"
"173 Z.IND.GCRUZ COQ","1","173 ZONA IND.PL.G.CRUZ COQ.T.SOSA","2627","173","2627"
"173 R.PEÑA COQ.TSOSA","0","173 ZONA IND. PL.G.CRUZ COQ.T.SOA","2628","173","2628"
"173 COQ.R.PEÑA MZA","1","173 MAIPU R.PEÑA MZA R.CRUZ V.VIÑEDO 171","2630","173","2630"
"173MZA GC.B.MOR.MPU","0","MAIPU MENDOZA POR B.MORON - PTE OLIVE - PL. GODOY CRUZ ","1714","173","1714"
"173MPU.MZA MOR.GC.MZ","1","MAIPU MENDOZA POR B.MORON - PTE OLIVE - PL. GODOY CRUZ  ","3350","173","3350"
"173EXP.MPU.ACCEST.MZ","1","Expreso - Maipú - B° 25 De Mayo - Acceso Este - Mendoza","3348","173","3348"
"173 MZA ACCEST.MPU","0","Expreso Mendoza - Acceso Este - B° 25 De Mayo - Maipú","3349","173","3349"
"173 R.CRUZ MZA","1","172 ESC.CENS MAIPU RODEO DE LA CRUZ COQUIMBITO 173","3308","173","3308"
"173 R.PEÑA COQ.MPU","0","172 ESC.CENS 172 MAIPU RODEO DE LA CRUZ COQUIMBITO 173","3309","173","3309"
"173 R.PEÑA COQ.MPU","0","172 ESC.CENS 172 MAIPU RODEO DE LA CRUZ COQUIMBITO 173","3310","173","3310"
"174TSOSA MZA P.GCRUZ","1","B° Amupe -  Tropero Sosa Mendoza por Plaza Godoy Cruz","1713","174","1713"
"174MZA P.GCRUZ TSOSA","0","Mendoza por Plaza Godoy Cruz Maipú - Tropero Sosa - B° Amupe","3351","174","3351"
"174 T.SOSA MZA COST.","1","B° Amupe - Tropero Sosa - Mendoza por Costanera","2185","174","2185"
"174MZA P.GCRUZ TSOSA","0","Mendoza Por Pl.Godoy Cruz - Tropero Sosa B° Amupe","2186","174","2186"
"174R.ESC.MZA P.GCRUZ","1","B° Remedios de Escalada T.Sosa Maipú Mza por Plaza Godoy Cruz","2194","174","2194"
"174MZA TSOSA P.GCRUZ","0","Mza por Plaza Godoy Cruz Maipú T.Sosa ","2195","174","2195"
"174 C.BARRO MZ GCRUZ","1","Castro Barros - Tropero Sosa Mza por Plaza de Godoy Cruz","2196","174","2196"
"174 MZ P.GCRUZ TSOSA","0","Mza por Plaza de Godoy Cruz Tropero Sosa ","2197","174","2197"
"174 CBARROS MZA COST","1","Castro Barros - Tropero Sosa Mza por Costanera","2220","174","2220"
"174 MZ P.GCRUZ TSOSA","0","Mza Por Pl.Godoy Cruz Tropero Sosa","2222","174","2222"
"174T.S.MALC.MZ GCRUZ","1","B° Malcayae - Tropero Sosa Mendoza por Plaza Godoy Cruz","2306","174","2306"
"174MZ GCRUZ MALC.T.S","0","Mendoza por Plaza Godoy Cruz B° Malcayae  Tropero Sosa ","2308","174","2308"
"174 TSOSA Z.IND.MZA","1","B° Tropero Sosa - Zona Industrial","1725","174","1725"
"1743ESQ.T.S.MALC.MZA","1","3 ESQUINAS TROPERO SOSA MALCAYAE MENDOZA POR PLAZA G. CRUZ","1756","174","1756"
"174MZA G.CRUZ T.SOSA","0","MENDOZA POR PLAZA G.CRUZ MALCAYAES T.SOSA","2474","174","2474"
"174MZA GCRUZ T.SOSA","1","174 B°AMUPE-T.SOSA MZA PL.G.CRUZ 3ESQ.","2477","174","2477"
"174MZA GCRUZ MPU T.S","0","MENDOZA POR PLAZA G. CRUZ MAIPU TROPERO SOSA B° AMUPE","2519","174","2519"
"174 TSOSA MPU.GC.MZ","1","B° AMUPE TROPERO SOSA MENDOZA POR P. GODOY CRUZ 3 ESQUINAS","2520","174","2520"
"174MZ MPU.TSOSA.3ESQ","0","MENDOZA POR P. GODOY CRUZ MAIPU TROPERO SOSA 3 ESQUINAS","2521","174","2521"
"174 TSOS.BJAZM.GC.MZ","1","B° Amupe -Tropero Sosa Mza por Pl. Godoy Cruz -(APERTURA LOS JAZMINES)","1765","174","1765"
"174MZA MPU.JAZM.TSOS","0","Mza por Pl. Godoy Cruz - Maipú - B°Los Jazmines -Tropero Sosa - B° Amupe","2820","174","2820"
"174CHACH.MPU.MZA","0","Chachingo por Urquiza Paraíso Ruta 60 Malcayae - Maipú - R. Peña - Mendoza","1839","174","1839"
"175 MAIPU-LUJAN","1","Maipu - Lujan","1769","175","1769"
"175 LUJAN-MAIPU","0","LUJAN MAIPU","1770","175","1770"
"175 MPU LUJAN SUP ","1","Maipú - Lujan - Maipú (Superiora de ida)","1771","175","1771"
"175 LUJAN MAIPU","0","LUJAN MAIPU","1772","175","1772"
"175 LUJAN MAIPU MZA","0","LUJAN MAIPU MZA","1774","175","1774"
"175 MZA MAIP LUJ","1","NULL","2696","175","2696"
"175 MZA MAIP.LUJ.SUP","1","Mendoza - Lujan por Maipú (entra a la Superiora de ida y vuelta)","2876","175","2876"
"175 LUJ.MAIP.SUP MZA","0","Lujan por Maipú Mendoza - (entra a la Superiora de ida  y vuelta) ","2877","175","2877"
"175 MAIP.REC.LUJAN","1","Maipú - Recoaro - Luján","1898","175","1898"
"175 LUJAN REC.MAIPU","0","Luján - Recoaro - Maipú ","2773","175","2773"
"181MZA MPU.PMOL.CAGR","1","Mendoza - Pedro Molina - C. Agrarias(Superiora de vuelta) ","1777","181","1777"
"181C.AGR.SUP.MPU.MZA","0","Mendoza - Pedro Molina - C. Agrarias(Superiora de vuelta) ","1778","181","1778"
"181MZA MPU.SUP.CAGR","1","Mendoza - Pedro Molina - C. Agrarias(Superiora de ida ) - Maipú","1779","181","1779"
"181C.AGR.SUP.MPU.MZA","0","C. Agrarias - Pedro Molina - Maipú Mendoza  ","1780","181","1780"
"181MZA MPU.SUP.CAGR.","1","Mendoza - Pedro Molina - C. Agrarias(Superiora de ida ) - Maipú ","1781","181","1781"
"181C.AGR.P.MOL.MPU","0","C. Agrarias - Pedro Molina - Maipú ","1782","181","1782"
"181MZA.MPU.SUP.C.AGR","1","Mendoza - Pedro Molina - C. Agrarias(Superiora de ida y de vuelta )","1783","181","1783"
"181C.AGR.SUP.MPU.MZA","0","C. Agrarias - Pedro Molina - (Superiora) Maipú Mendoza","1784","181","1784"
"181 MPU.SUP.C.AGR","1"," Maipú Pedro Molina - C. Agrarias(Superiora)","1785","181","1785"
"181C.AGR.SUP.MPU.MZA","0","C. Agrarias - Pedro Molina (Superiora) - Maipú - Mendoza ","1786","181","1786"
"181 MZA MAIP.P.MOL.","1","181MENDOZA PEDRO MOLINA C.AGRARIAS SUP.IDA ","3162","181","3162"
"181MZA MPUSUP.C.AGR.","1","181 MZA P.MOLINA C.AGRARIAS SUPERIORA DE IDA","3164","181","3164"
"181P.MOL.MPU MZA","0","181 MZA P.MOLINA C.AGRARIS SUPERIORA IDA","3167","181","3167"
"MAIPU MENDOZA ","1","MAIPU MENDOZA (P.MOLINA C.AGRARIAS)","3305","181","3305"
"182 V.CAST.MAIPU","0"," Maipú B° Canciller - Videla Castillo - Maipú (LOCAL)","1741","182","1741"
"182Mpu.Ba.Canc.VCast","1","Maipú Ba. Canciller - Videla Castillo - Maipu (LOCAL)","2891","182","2891"
"182 Mpu.Canc.V.C.Esc","1"," Maipú B° Canciller - Videla Castillo - Maipú (LOCAL) hasta la Escuela Bernardo Ortiz","2890","182","2890"
"182 V.CAST.MAIPU","0","Maipú B° Canciller - Videla Castillo - Maipú (LOCAL) hasta la Escuela Bernardo Orti","2892","182","2892"
"182MPU.V.CAST.CANC.","1","Maipú Videla Castillo B° Canciller- Maipú (LOCAL) ","1744","182","1744"
"182V.CASTILLO MAIPU","0","Maipú Videla Castillo B° Canciller- Maipú (LOCAL)","2895","182","2895"
"182MPU.V.C.CANC.ESC.","1","Maipú Videla Castillo B° Canciller- Maipú (LOCAL) hasta la Escuela Bernardo Ortiz","1746","182","1746"
"182V.CASTILLO MAIPU","0","Maipú Videla Castillo B° Canciller- Maipú (LOCAL) hasta la Escuela Bernardo Ortiz","1747","182","1747"
"182MAIPU V.CAST.MZA","1","182 MAIPU VIDELA CASTILLO MZA","3092","182","3092"
"182MAIPU V.CAST.MZA","0","182 MAIPU VIDELA CASTILLO MENDOZA","3093","182","3093"
"182 3ESQ.SUP.MPU.MZA","0","Tres Esquinas (Superior) Maipú Mendoza","1791","182","1791"
"182 MZA MPU 3ESQ.","1","182 MZA 3 ESQUINAS SUPERIORA DE VUELTA RIO MZA","3168","182","3168"
"182 3ESQUINAS MAIPU","0","Tres Esquinas Maipú","1793","182","1793"
"182MZA MPU SUP.3ESQ","1","182 MZA 3 ESQUINAS SUPERIORA DE IDA MAIPU","3171","182","3171"
"182MAIPU 3 ESQUINAS","1","Maipú - 3 Esquinas (x P.Molina) ","1794","182","1794"
"182 3ESQ.SUP.MPU.MZA","0","182 MAIPU 3 ESQUINAS X P.MOLINA (SUPERIORA DE VUELTA)REGRESA X CRUZ DE PIEDRA - MZA","3204","182","3204"
"182 3ESQ.X P.MOL.MPU","0","Tres Esquinas por Pedro Molina - Maipú","1797","182","1797"
"182MZA MPU SUP 3ESQ.","1","182 MZA TRES ESQUINAS POR PEDRO MOLINA (SUPERIORA DE IDA) MAIPU","3184","182","3184"
"182 3ESQPM.SUPMPUMZA","0","Tres Esquinas por Pedro Molina (Superiora) Maipú Mendoza","1799","182","1799"
"182 MZA 3ESQ.xP.MOL.","1","182 MENDOZA TRES EQUINAS POR P.MOLINA (SUPERIORA DE VTA) ","3185","182","3185"
"182 MZA MPU 3ESQ.","1","182 MENDOZA TRES ESQUINAS X P.MOLINA","3190","182","3190"
"182 3ESQ.P.M.MPUMZA","0","182 TRES ESQUINAS x P.MOLINA MENDOZA","3191","182","3191"
"182 MPU 3ESQ.xP.MOL","1","Maipú - Tres Esquinas por Pedro Molina","1802","182","1802"
"182 3ESQxP.M.MPU MZA","0","182 MAIPU TRES ESQUINAS POR P.MOLINA MZA","3193","182","3193"
"182MZA MPU.SUP3ESQPM","1","182 MENDOZA TRES ESQUINAS POR P.MOLINA (SUPERIORA DE IDA Y VUELTA)","3196","182","3196"
"182 3ESQPM.SUPMPUMZA","0","182 MENDOZA TRES ESQUINAS POR P.MOLINA (SUPERIORA DE IDA Y VUELTA)","3197","182","3197"
"182MZA MPU3ESQ.xPM","1","182 MENDOZA - TRES ESQUINAS POR P.MOLINA HASTA RIO MZA","3199","182","3199"
"182 3ESQ.MPU MZA","0","182 MENDOZA TRES ESQUINAS X P.MOLINA HASTA RIO MZA","3201","182","3201"
"182 MZA MPU SUP REC.","1","182 MENDOZA RECOARO (SUPERIORA DE IDA)","3202","182","3202"
"182 REC.MPU.MZA","0","182 MENDOZA RECOARO (SUPERIORA DE IDA)","3207","182","3207"
"182 MZA MPU SUP.REC.","1","182 MENDOZA RECOARO (SUPERIORA DE IDA)- MAIPU","3209","182","3209"
"182 RECOARO MAIPU","0","182 MENDOZA RECOARO (SUPERIORA DE IDA) - MAIPU","3210","182","3210"
"182 REC.SUP.MPU MZA","0","182 MEDOZA RECOARO (SUPERIORA DE VUELTA)","3173","182","3173"
"182 MZA MPU REC.","1","182 MENDOZA RECOARO (SUPERIORA DE IDA)","3235","182","3235"
"182 MAIPU RECOARO","1","Maipú - Recoaro","1813","182","1813"
"182 REC.SUP.MPU MZA","0","182 MAIPU RECOARO (SUPERIORA DE VTA) MENDOZA","3216","182","3216"
"182 REC.SUP.MPU.MZA","1","182 RECOARO MENDOZA(SUPERIORA)","3217","182","3217"
"182 MPU RECOARO","1","182 MAIPU RECOARO MENDOZA","3218","182","3218"
"182 REC.MPU.MZA","0","182 MAIPU RECOARO - MENDOZA","3219","182","3219"
"182MZAMPU SUP.C.P.  ","1","182 MENDOZA CRUZ DE PIEDRA(SUPERIORA DE IDA)MAIPU (OZAMIS Y V.ARANDA)","3220","182","3220"
"182 C.PIEDRA MPU","0","182 MENDOZA CRUZ DE PIEDRA (SUPERIORA DE IDA)MAIPU (HASTA OZAMIS Y V.ARANDA)","3224","182","3224"
"182MZA.MPU SUP.C.P.","1","182 MENDOZA CRUZ DE PIEDRA (SUPERIORA DE IDA)MAIPU (HASTA V.ARANDA Y MAZA","3225","182","3225"
"182C.DE PIEDRA MPU","0","182 MENDOZA CRUZ DE PIEDRA (SUPERIORA DE IDA) MAIPU (HASTA V.ARANDA Y MAZA)","3227","182","3227"
"182 MZA MPU SUP.C.P.","1","182 MENDOZA CRUZ DE PIEDRA (SUPERIORA IDA Y VUELTA)","3228","182","3228"
"182 C.P.SUP.MPU MZA","0","182 MENDOZA CRUZ DE PIEDRA (SUPERIORA IDA Y VUELTA) ","3229","182","3229"
"182 MZA MPU SUP.CH.","1","182 MENDOZA CHACHINGO POR RUSSELL (SUPERIORA IDA Y VUELTA)","3230","182","3230"
"182CHRUSS.SUP.MPUMZA","0","182 MENDOZA CHACHINGO POR RUSSELL (SUPERIORA DE IDA Y VUELTA)","3231","182","3231"
"182 MPU CHACH.","1","182 MAIPU CHACHINGO POR RUSSELL - MENDOZA","3232","182","3232"
"182CH.RUSS.MPU MZA","0","182 MAIPU CHACHINGO POR RUSSELL MENDOZA","3234","182","3234"
"182MZA MPU RUSS.CHA","1","182 MENDOZA CHACHINGO POR RUSSELL (SUPERIORA DE VUELTA)","3236","182","3236"
"182CHRUSS.SUP.MPUMZA","0","182 MENDOZA CHACHINGO POR RUSSELL (SUPERIORA DE VUELTA )","3237","182","3237"
"182 CHACH.RUSS.MAIPU","0","Chachingo por Russell - Maipú","1832","182","1832"
"182MZA MPUSUP.RUSSCH","1","182 MENDOZA CHACHINGO POR RUSSELL (SUPERIORA DE IDA)- MAIPU","3238","182","3238"
"182 MZA MAIPU","1","182 MENDOZA MAIPU (CHACHINGO)","3239","182","3239"
"182MZA MPUCHACH.URQ.","1","182 MENDOZA CHACHINGO POR URQUIZA PARAISO POR RUTA 60 MENDOZA","3240","182","3240"
"182CHACH.URQ.MPUMZA","0","182 MENDOZA CHACHINGO POR URQUIZA PARAISO RUTA 60 MENDOZA","3241","182","3241"
"182CHACHINGO URQ.MPU","0","Chachingo por Urquiza Paraíso Ruta 60 - Maipú","1837","182","1837"
"182MZAMPU CHACH.URQ.","1","182 MENDOZA CHACHINGO POR URQUIZA PARAISO RUTA 60 MAIPU","3242","182","3242"
"182MAIPU CHACH.URQ.","1","Maipú - Chachingo por Urquiza","1838","182","1838"
"182MZA MPUSUP3E.LUNL","1","182 MENDOZA LUNLUNTA POR EL BAJO (SUPERIORA IDA Y VUELTA)","3243","182","3243"
"182LUNL.3E.SUPMPUMZA","0","182 MENDOZA LUNLUNTA POR EL BAJO (SUPERIORA IDA Y VUELTA)","3244","182","3244"
"182MZA MAIP.SUP.LUNL","1","182 MENDOZA LUNLUNTA POR EL BAJO REGRESA POR EL ALTO (SUPERIORA DE IDA Y VUELTA)","3245","182","3245"
"182LUNL.SUP.MAIP.MZA","0","182 MENDOZA LUNLUNTA POR EL BAJO REGRESA POR EL ALTO (SUPERIORA DE IDA Y VUELTA)","3246","182","3246"
"182MZA MAIP.SUP.LUNL","1","182 MENDOZA LUNLUNTA POR EL BAJO REGRESA POR EL ALTO (SUPERIORA DE IDA) MAIPU","3248","182","3248"
"182 LUNLUNTA MAIPU","0","182 MENDOZA LUNLUNTA POR EL BAJO REGRESA POR EL ALTO (SUPERIORA DE IDA) MAIPU","3249","182","3249"
"182MZA MPU.SUP.LUNL.","1","182 MENDOZA LUNLUNTA POR EL ALTO REGRESA POR EL BAJO (SUPERIORA DE IDA)","3250","182","3250"
"182 LUNL.MAIPU MZA","0","182 MENDOZA LUNLUNTA POR EL ALTO REGRESAPOR EL BAJO (SUPERIORA DE IDA)","3251","182","3251"
"182MZA MAIP.SUP.LUNL","1","182 MENDOZA LUNLUNTA POR EL ALTO REGRESA POR EL BAJO (SUPERIORA DE IDA Y VUELTA)","3252","182","3252"
"182LUNL.SUP.MAIP.MZA","0","182 MENDOZA LUNLUNTA POR EL ALTO REGRESA POR EL BAJO (SUPERIORA DE IDA Y VUELTA)","3253","182","3253"
"182 MAIPU LUNLUNTA","1","182 MAIPU LUNLUNTA POR EL ALTO REGRESA POR EL BAJO (SUPERIORA DE VUELTA )MENDOZA","3254","182","3254"
"182LUNL.SUP.MAIP.MZA","0","182 MAIPU LUNLUNTA POR EL ALTO REGRESA POR EL BAJO (SUPERIORA DE VUELTA)MENDOZA","3261","182","3261"
"182 MZA MAIPU LUNL.","1","182 MENDOZA LUNLUNTA POR EL ALTO REGRESA POR EL BAJO","3263","182","3263"
"182 LUNL.MAIPU MZA","0","182 MENDOZA LUNLUNTA POR EL ALTO REGRESA POR EL BAJO","3265","182","3265"
"182MZA MPU.3ESQ.PMOL","1","Mendoza - Maipú - Tres Esquina por Pedro Molina","3289","182","3289"
"182 3ESQ.PMOLINA MPU","0"," Tres Esquina por Pedro Molina Maipú","3290","182","3290"
"182 MAIP.C.DE PIEDRA","1","Maipú - Cruz de Piedra hasta Videla Aranda y Maza","1884","182","1884"
"182C.P.SUP.MPUMZA","0","Cruz de Piedra - (Superiora) Maipú -  Mza","3291","182","3291"
"182 MAIPU CHACHINGO","1","Maipú - Chachingo por Russell ","3292","182","3292"
"182CHRUSS.SUP.MPUMZA","0","Chachingo por Russell - Maipú - (Superiora) Mendoza","3293","182","3293"
"182REC.LUNL.S.MPUMZA","0","Recoaro Lunlunta por el Bajo - Maipú(Superiora)- Mendoza","3295","182","3295"
