"trip_headsign","direction_id","trip_short_name","trip_id","route_id","shape_id"
"062B H.MORAL H.UNC","1","62 MATHUS HOYOS SEGUNDO CALLEJON MORALES HOSPITAL UNIVERSIDAD NACIONAL CUYO SIN CASA DE GOBIERNO","1904","062","1904"
"062A M.HOY.MOR.CTROL","0","62 MATHUS HOYOS SEGUNDO CALLEJÓN MORALES","1905","062","1905"
"062B MHOSP.UNC C.G","1","62 MATHUS HOYOS SEGUNDO CALLEJÓN MORALES HOSPITAL UNIVERSIDAD NACIONAL DE CUYO CASA DE GOBIERNO","1915","062","1915"
"062B M.H MOR.CTROL","0","62 MATHUS HOYOS SEGUNDO CALLEJÓN MORALES CONTROL GRUPO 6","1916","062","1916"
"062B M.H.MoH.UNC C.G","1","NULL","3347","062","3347"
"062B MHO HOSP. S/CG","1","NULL","2187","062","2187"
"062B MHOY H.PIRA SCG","0","NULL","2188","062","2188"
"062C M.H.SEUR B.S.M.","1","62 MATHUS HOYOS HOSPITAL SIN EUREKA POR B. S. MER SIN CASA DE GOBIERNO","2110","062","2110"
"062C M.H.SEUREK SC.G","0","62 MATHUS HOYOS HOSPITAL SIN EUREKA SIN CASA DE GOBIERNO","2133","062","2133"
"063A I.PATRI SIN C.G","1","63 INDEPENDENCIA PATRICIA SIN CASA DE GOBIERNO","1917","063","1917"
"063A INDEP.CONTROL","0","63 INDEPENDENCIA CONTROL","1948","063","1948"
"063A IND.PATRI C.GOB","1","63 INDEPENDENCIA PATRICIAS CASA DE GOBIERNO","1919","063","1919"
"063A INDEP.CONTROL","0","63 INDEPENDENCIA CONTROL","1950","063","1950"
"063B IND.AER.SIN C.G","1","63 INDEPENDENCIA AEROPUERTO SIN CASA DE GOBIERNO","1920","063","1920"
"063B AEROP.CONTROL","0","63 AEROPUERTO CONTROL","1949","063","1949"
"063B IND.AEROP.C.GOB","1","63 INDEPENDENCIA AEROPUERTO CON CASA DE GOBIERNO","1947","063","1947"
"063B IND.AER.CTROL","0","63 INDEPENDENCIA AEROPUERTO CONTROL","1951","063","1951"
"063B INEP.HOSP.S.CG","1","INDEPENDENCIA","2203","063","2203"
"063B IND.HOSP SIN CG","0","INDEPENDENCIA HOSPITAL SIN C GOB.","2768","063","2768"
"063C IND.HOSP.S.CG","1","INDEPEDENCIA-HOSPITAL-SIN EUREKA-SIN CASA DE GOBIERNO","2806","063","2806"
"063C INDP H.S/CG BSM","0","NULL","2807","063","2807"
"063C IND.H UNC C.CG","1","NULL","2811","063","2811"
"063C IND.H UNC C/CG","0","NULL","2814","063","2814"
"063D IND.PATR S.CG ","1","INDEPENDENCIA PATRICICAS SIN CASA DE GOBIERNO CON PARQUE INDUSTRIAL","2494","063","2494"
"063D IND.PC.CG C.PI","0","INDEPENDENCIA PATRICIAS SIN CASA DE GOBIERNO CON  PARQUE INDUSTRIAL","2543","063","2543"
"063A IND.PATR.SCGPI","1","63 INDEPENDENCIA PATRICIA PARQUE INDUSTRIAL SIN CASA DE GOBIERNO","2885","063","2885"
"063A IND.PATR.CGPI","0","63 INDEPENDENCIA PATRICIA PARQUE INDUSTRIAL CASA DE GOBIERNO ","2889","063","2889"
"064A UJEMVI S/C.GOB","1","B  UJEMVI SIN CASA DE GOBIERNO","2292","064","2292"
"064A UJEMVI S/C.GOB","0","B UJEMVI SIN CASA DE GOBIERNO","2368","064","2368"
"064A UJEMVI C/C.GOB","0","B UJEMVI CON CASA DE GOBIERNO","2485","064","2485"
"064A UJEMVI C/C.GOB","1","64 UJENVI CON CASA DE GOBIERNO","2880","064","2880"
"065A 1 DE MAYO","1","1 DE MAYO","2819","065","2819"
"065A 1 DE MAYO","0","1 DE MAYO","2823","065","2823"
"066A DOR MATHEU-S/CG","1","DORR-MATHEU-S/CG","2675","066","2675"
"066A DOR-MATHEU-S/CG","0","066A DORREGO MATHIU SIN CASA DE GOBIERNO","2887","066","2887"
"66 DORR-MATHEU-C/CG","1","DORREGO-MATHEU-CON CASA DE GOBIERNO","2610","066","2610"
"066A DOR-MATHEU-S/CG","0","DORREGO-MATHEU CON CASA DE GOBIERNO","2611","066","2611"
"067A EXP DORR S/CG","1","67 EXPRESO DORREGO SIN CASA DE GOBIERNO","2624","067","2624"
"067A EXP DORR S/CG","0","67 EXPRESO DORREGO SIN CASA DE GOBIERNO","2629","067","2629"
"067A EXP-DOR C/CGOB","1","67 EXPRESO DORREGO CON CASA DE GOBIERNO","2574","067","2574"
"067A EXP DOR C/CGOB","0","67 EXPRESO DORREGO CON CASA DE GOBIERNO","2575","067","2575"
"068A ORTIZ S/CG","0","ORTIZ SIN CASA DE GOBIERNO","2528","068","2528"
"068A ORTIZ S/CG","1","ORTIZ SIN CASA DE GOBIERNO","2529","068","2529"
"068A ORTIZ C/CG","1","68 ORTIZ CON CASA DE GOBIERNO ","2526","068","2526"
"068A ORTIZ C/CG","0","68 ORTIZ CON CASA DE GOBIERNO ","2527","068","2527"
"069A HOSP. NOTTI","1","069A HOSP. NOTTI","2134","069","2134"
"069A HOSP. NOTTI","0","069A HOSP. NOTTI","2135","069","2135"
"069 MUNI LAS HER","1","MUNICIPALIDAD LAS HERAS","2191","069","2191"
"069 MUNI LAS HERAS","0","NULL","2192","069","2192"
"071A GLLEN-G.CxTER","1","NULL","2421","071","2421"
"071A GLLEN-G.CxTER","0","NULL","2422","071","2422"
"071A GLLEN-G.CxTER","1","NULL","2874","071","2874"
"071A GLLEN-G.CxTER","0","NULL","2875","071","2875"
"071B GLLEN-GC-GOBxOB","1","NULL","2425","071","2425"
"071B GLLEN-GC-GOBxOB","0","NULL","2426","071","2426"
"071B GLLEN-GC-GOBxOB","1","NULL","2881","071","2881"
"071B GLLEN-GC-GOBxOB","0","NULL","2882","071","2882"
"072C S.IGN-TER-CGOB","1","NULL","2429","072","2429"
"072C S.IGN-TER-C.GOB","0","NULL","2430","072","2430"
"072C S.IGN-TER-C.GOB","1","NULL","2896","072","2896"
"072C S.IGN-TER-C.GOB","0","NULL","2897","072","2897"
"072F S.IGN COLON GOB","1","NULL","2435","072","2435"
"072F S.IGN-COLON-GOB","0","NULL","2436","072","2436"
"072F S.IGN-COLON-GOB","1","NULL","2899","072","2899"
"072F S.IGN-COLON-GOB","0","NULL","2900","072","2900"
"073A B°SUPE/Jud/C.G.","1","NULL","3014","073","3014"
"073A B°SUPE/Jud/C.G.","1","NULL","2439","073","2439"
"073A B°SUPE-Jud-C.G.","0","NULL","2442","073","2442"
"073B B°SUPE/Jud/C.G.","0","NULL","2906","073","2906"
"073B B°SUPE/Jud/C.G.","1","NULL","3013","073","3013"
"073B B°SUPE/Jud/C.G.","1","NULL","3016","073","3016"
"073C B°SUPE-Jud-C.G.","0","NULL","3020","073","3020"
"073C B°SUPE/Jud-C.G.","0","NULL","3022","073","3022"
"074A B°SUPE-Jud-C.G.","0","NULL","3015","074","3015"
"074A B°SUPE/Jud/C.G.","0","NULL","2440","074","2440"
"074A B°SUPE/Jud/C.G.","1","NULL","2441","074","2441"
"074B B°SUPE/Jud/C.G.","1","NULL","2905","074","2905"
"074B B°SUPE-Jud-C.G.","0","NULL","3018","074","3018"
"074B B°SUPE/Jud/C.G.","0","NULL","3017","074","3017"
"074C B°SUPE/Jud/C.G.","1","NULL","3019","074","3019"
"074C B°SUPE/Jud/C.G.","1","NULL","3021","074","3021"
"075A SUPE-PLAZA G.C.","1","NULL","2445","075","2445"
"075A SUPE-PLAZA G.C.","0","NULL","2446","075","2446"
"075A SUPE-PLAZA G.C.","1","75B SOl ySIERA.P.GC ","3153","075","3153"
"075A SUPE-PLAZA G.C.","0","75B SOl ySIERA.P.GC ","3160","075","3160"
"076A EXPR/SUPE/CTRO","1","NULL","2447","076","2447"
"076A EXPR-SUPE-CTRO","0","NULL","2448","076","2448"
"076A EXPR/SUPE-CTRO","0","NULL","2449","076","2449"
"081-Roca x SMartin","1","NULL","2903","081","2903"
"081-Roca x SMartin","0","NULL","2904","081","2904"
"081-Roca x SMartin ","1","NULL","2914","081","2914"
"081 Roca x SanMartín","0","NULL","2935","081","2935"
"082-S. Miguel C.Gob","1","NULL","2915","082","2915"
"082-San Miguel C.Gob","0","NULL","2936","082","2936"
"082-San Miguel C.Gob","1","NULL","2916","082","2916"
"082-San Miguel C.Gob","0","NULL","2937","082","2937"
"083 Finca González","0","NULL","2940","083","2940"
"083 Finca González","1","NULL","2977","083","2977"
"083-Finca González  ","1","NULL","2920","083","2920"
"083 Finca González","0","NULL","2941","083","2941"
"084 Minetti","0","NULL","2942","084","2942"
"084 Minetti","1","NULL","2974","084","2974"
"084-Minetti  ","1","NULL","2922","084","2922"
"084 Minetti","0","NULL","2943","084","2943"
"086-Espejo Casa Gob.","1","NULL","2923","086","2923"
"086-Espejo Casa Gob.","0","NULL","2944","086","2944"
"086-Espejo Casa Gob.","1","NULL","2924","086","2924"
"086-Espejo Casa Gob.","0","NULL","2945","086","2945"
"087-Municip.Pza. C/G","1","NULL","2925","087","2925"
"087-Municip.Pza. C/G","0","NULL","2946","087","2946"
"087-Municip.Pza. C/G","1","NULL","2926","087","2926"
"087-Municip.Pza. C/G","0","NULL","2947","087","2947"
"087 Hosp. Carrillo","0","NULL","2950","087","2950"
"087 Hosp. Carrillo","1","NULL","2976","087","2976"
"087-Municip.Salta","1","NULL","2928","087","2928"
"087-Municip.Salta","1","NULL","2930","087","2930"
"087 Municip.x Salta","0","NULL","2951","087","2951"
"087-Municip.Salta","1","NULL","2931","087","2931"
"087-Municip.Salta","0","NULL","2952","087","2952"
"088-Shopping - Notti","1","NULL","2932","088","2932"
"088 Shopping - Notti","0","NULL","2953","088","2953"
"091A S.Mart SC.Gob","1","NULL","1649","091","1649"
"091A S.Mart.SC.Gob","0","NULL","1654","091","1654"
"091A S.MART-C.GOB","1","NULL","1679","091","1679"
"091A S.Mart C/Gob","0","91 San Martin con casa de gobierno","2893","091","2893"
"091B Ba S Mar NOTT","1","091B Ba. San Martin Hospital Pediatrico SC de Gobierno","1699","091","1699"
"091B S MAR NOTT C8","0","91 BARRIO SAN MARTIN HOSPITAL NOTTI CONTROL G-8","1923","091","1923"
"091B BSMAR NOTTI","1","91 BARRIO SAN MARTIN HOSPITAL PEDIATRICO S/CG","1824","091","1824"
"091B S MAR NOTTI ","0","91 BARRIO SAN MARTIN HOSPITAL NOTTI SIN CASA DE GOBIERNO","1902","091","1902"
"091B VIAJ UNC S M","1","91 BARRIO VIAJANTES UNC BARRIO SAN MARTIN ","1926","091","1926"
"091B UNC VIAJANTES","0","91 B  SAN MARTIN UNC B  VIAJANTES ","1927","091","1927"
"092A Ba. MUNICIP","1","92 BARRIO MUNICIPAL ","1928","092","1928"
"092A Ba MUNICIP ","0","92 BARRIO MUNICIPAL TERMINAL","1929","092","1929"
"092A Ba.MUN PELUQ","1","92 BARRIO MUNICIPAL CON BARRIO LOS PELUQUEROS","1931","092","1931"
"092A Ba. PELUQ ","0","92 Ba. los Peluqueros centro ","1932","092","1932"
"092A Ba. MUNI NOTT","1","92 Ba. MUNICIPAL HOSPITAL PEDIATRICO","1933","092","1933"
"092A Ba.MUNI NOTTI","0","92 BARRIO MUNICIPAL HOSP PEDIATRICO","1934","092","1934"
"092B B MUN INF UNC","0","92 BARRIO MUNICIPAL HOSPITAL LAGOMAGGIORE UNC ","2153","092","2153"
"092B MUNI HOSP UNC","1","92 BARRIO MUNICIPAL B  INFANTA HOSPITAL LAGOMAGGIORE UNC","2154","092","2154"
"092B INFAN MUNIC","1","92-94 Barrio Infanta Barrio Municipal ","1943","092","1943"
"092B MUNIC INFANT","0","92-94 Barrio Municipal Barrio Infanta Terminal","1952","092","1952"
"092EX EXPR RECONQ","0","EXPRESO RECONQUISTA","1983","092","1983"
"092EX EXPR RECONQ","1","EXPRESO RECONQUISTA CENTRO","2156","092","2156"
"092B UNC LIC AGRIC","1","92 MUNICIPAL UNC LICEO AGRICOLA","2031","092","2031"
"092B LIC UNC MUNI","0","92 LICEO UNC BARRIO MUNICIPAL","2032","092","2032"
"ESC CHAMPAGNAT VTA","0","ESCOLAR CAMPAGNAT EL CHALLAO VUELTA","2101","092","2101"
"092ES ESC CHAMPA IDA","1","ESCOLAR CHAMPAGNAT EL CHALLAO ","2100","092","2100"
"092EX MUNIC S/C.GOB","0","130 EXP.SIN S/GOB","2122","092","2122"
"092EX RECONQ S/CG","1","EXPRESO RECONQUISTA SIN CASA DE GOBIERNO","2155","092","2155"
"092ES ESC PAROIS","1","ESCOLAR DIEGO PAROISSIENS IDA DE TARDE","2151","092","2151"
"092ES ESC PAROIS VTA","0","ESCOLAR DIEGO PAROISSIENS VUELTA DE TARDE","2152","092","2152"
"092ES ESC PAROIS VTA","1","ESCOLAR ESCUELA PAROISSIENS VUELTA","2104","092","2104"
"092ES ESC PAROIS IDA","0","ESCOLAR ESCUELA PAROISSIENS IDA","2105","092","2105"
"093 CEMENT VIAJAN","1","93-95 BARRIO VIAJANTES CEMENTISTA","1990","093","1990"
"093 CEMENT VIAJAN","0","95 BARRIO VIAJANTES ","1991","093","1991"
"093 CEMENT C/CGOB","1","93 BARRIO CEMENTISTA CON CASA DE GOBIERNO","2027","093","2027"
"093  VIAJANT C/GOB","0","95 BARRIO VIAJANTES CON CASA DE GOBIERNO","2028","093","2028"
"093 CEM-MANZOTTI","1","93 ESC. MANZOTTI","2123","093","2123"
"093 ESC. MANZOTTI","0","93/95 ESC MANZOTTI B  VIAJANTES ","2147","093","2147"
"093ES CEMEN MANZO ","1","93/95 CAS DE BOB B CEMENTISTA ESCUELA MANZOTTI","2148","093","2148"
"093ES ESC MANZO VIAJ","0","93/95 ESC MANZOTTI CASA DE GOBIERNO B  VIAJANTES ","2150","093","2150"
"094 INFANTA S CG","1","94 BARRIO INFANTA SIN CASA DE GOBIERNO","2012","094","2012"
"094 BARRIO INFANTA ","0","94 BARRIO INFANTA TERMINAL","2013","094","2013"
"094 INFANTA C/C GOB","1","94 BARRIO INFANTA CON CASA DE GOBIERNO","2025","094","2025"
"094 INFANTA C GOB","0","94 BARRIO INFANTA CON CASA DE GOBIERNO ","2026","094","2026"
"101 CADORE-CTRO-CGO","1","101 CADORE-CENTRO POR CASA DE GOBIERNO","2029","101","2029"
"101 CENTRO  B CADORE","0","101 CADORE -CENTRO-POR CASA DE GOBIERNO","2030","101","2030"
"101 CADORE CENTRO","1","NULL","2069","101","2069"
"101 CENTRO-B CADORE","0","NULL","2070","101","2070"
"102 S.CAYET-CG-HOSP","1","DE IDA B SAN CAYETANO","2042","102","2042"
"102 CAYE-6SEC-CG HOS","0","BARRIO SAN CAYETANO -6TA SECCION  CON CASA DE GOBIERNO Y HOSPITAL LAGOMAGGIORE","2071","102","2071"
"102 6ta SECC H LAGO ","1","102 B  SAN CAYETANO 6ta SECCION HOSPITAL LAGOMAGIORE","2979","102","2979"
"102 6ta DORREGO","0","102 6ta SECCION DORREGO B  SAN CAYETANO","2980","102","2980"
"103 Naza-UNC-liceo","1","Nazareno-UNC-por Julian Barraquero-Liceo Agricola","2047","103","2047"
"103 NAZA-UNC-L.AGRI","0","NAZARENO-UNC-JULIAN BARRAQUERO-LICEO AGRICOLA","2048","103","2048"
"103 NAZ-UNC-JBJUS-LI","1","NULL","2049","103","2049"
"103 NAZ-UNC-JBJUS-LI","0","NULL","2050","103","2050"
"103 NA-QI-UNI-UNC-LI","1","NULL","2051","103","2051"
"103 NA-QI-UNI-UNC-LI","0","NULL","2052","103","2052"
"103 NAZ-S/UNC X BARR","1","NULL","2053","103","2053"
"103 NAZ-S/UNC X BARR","0","NULL","2054","103","2054"
"103 NA-S/UNC X JBJUS","1","NULL","2055","103","2055"
"103 NA-S/UNC X JBJUS","0","NULL","2056","103","2056"
"103 NA-QUI-DAD S/UNC","1","NULL","2057","103","2057"
"103 NA-QUI-DAD.S/UNC","0","NULL","2058","103","2058"
"103 NA-QUI-UNC S/DAD","0","NULL","3133","103","3133"
"103 NA-QUI-UNC S/DAD","1","NULL","3134","103","3134"
"103 NA-UNC X BARR-LI","1","NAZ-UNCXBARRAQ-LICEO","2061","103","2061"
"103 NA-UNC X BARR-LI","0","NAZ-UNCXBARRAQ-LICEO","2062","103","2062"
"103 NA-UNCxJBJ-LI SC","1","NAZARENO-UNC POR JUAN B JUSTO-LICEO AGRICOLA AP. SAN CAYETANO","2063","103","2063"
"103 NA-UNCxJBJ-LI.SC","0","NAZARENO-UNC POR JUAN B JUSTO-LICEO AGRICOLA AP. SAN CAYETANO","2064","103","2064"
"104 UNIMEV-BANC CG","1","NULL","2044","104","2044"
"104 BANCAR CG UNIMEV","0","104 CON CASA DE GOBIERNO UNIMEV CONTROL","2901","104","2901"
"104 UNIMEV BANC S CG","1","BARRIO UNIMEV","2067","104","2067"
"104 UNIMEV-BANC-S/CG","0","BARRIO UNIMEV","2068","104","2068"
"111 C.HIPICO-E.G.B.","1","111 C.HIPICO-E.G.B.","3023","111","3023"
"111 FAV-UNC-H.CTRAL","0","111 C.HIPICO-E.G.B.","3026","111","3026"
"111 C.HIP-EGB-B OLIV","1","111 C.HIP-EGB-B OLIV","3035","111","3035"
"111 CTRO-LH-H.CTRAL","0","111 C.HIP-EGB-B OLIV","3037","111","3037"
"111C HIPICO.OLIVARES","1","NULL","3024","111","3024"
"111 CTRO-LH-xH.CTRAL","0","NULL","3034","111","3034"
"114-115 SANID CHALL","1","NULL","2213","114","2213"
"114-115 CHALLAO CTRO","0","NULL","2214","114","2214"
"114SDAD.CHALL.S.ISID","1","Activar para fiesta Virgen de Lourdes","2556","114","2556"
"114SDAD.CTRO","0","Activar para fiesta Virgen de Lourdes","2557","114","2557"
"116-B.Matheu-UNC-Zoo","1","116-Bo.Matheu - UNC","2933","116","2933"
"116-B.Mat.-UNC-Zoo","0","NULL","2954","116","2954"
"116-B.Mat.-UNC-Zoo","1","116-Bo.Matheu - Zoo","2934","116","2934"
"116-B.Mat.-UNC-Zoo","0","116-Bo.Matheu - Zoo","2955","116","2955"
"121 B La Glo x R.P.","1","121 B La Glo x R.P.","2157","121","2157"
"121 B La Gloria x RP","0","B  La Gloria por Rodriguez Peña","2158","121","2158"
"121 9Jul-Als-C.IMPSA","1","NULL","2084","121","2084"
"121 B LGLOR-9JUL-ALS","0","B La Gloria por 9 de julio-Alsina-Club Impsa","2163","121","2163"
"122 B LA GLO-P.OLIVE","1","B  LA GLORIA POR PUENTE OLIVE","2169","122","2169"
"122 B LA GLO-P.OLIVE","0","B  LA GLORIA POR PUENTE OLIVE","2171","122","2171"
"123 B ANT. GC CTRO","1","BARRIO ANTARTIDA","2170","123","2170"
"123 B ANT PLA G/CRUZ","0","123 BARRIO ANTARTIDA B  EL MIRADOR PLAZA G CRUZ ","2177","123","2177"
"124 DIRECTO ACC SUR","1","124 DIRECTO  PÒR ACCESO SUR","2159","124","2159"
"124 LA GLOR ACC SUR","0","124 LA GLORIA POR ACCESO SUR ","2160","124","2160"
"124 B L.Glor-Dir-Cos","1","B  La Gloria -Directo por Costanera","2172","124","2172"
"124 B L.Glo-Dir-Cost","0","B La Gloria Directo por Costanera","2173","124","2173"
"125 B LA GLO V NUEVA","1","125 BARRIO LA GLORIA VILLA NUEVA HOSPITAL NOTTI","2183","125","2183"
"125 V NUE LA GLORIA","0","125 VILLA NUEVA HOSPITAL NOTTI PLAZA GODOY CRUZ B  LA GLORIA","2184","125","2184"
"131 B VICT ACC.NOR","1","131 BARRIO VICTORIA POR ACCESO NORTE","2136","131","2136"
"131B VICT ACC.NOR","0","131 BARRIO VICTORIA POR ACCESO NORTE","2137","131","2137"
"131A BORB-CTRO X ACC","0","BORBOLLON DE CENTRO A ZONA POR ACCESO NORTE  No corresponde ida","2863","131","2863"
"131A BORB X ACC","1","BORBOLLON POR ACCESO NORTE","2864","131","2864"
"131A BORB X ACC","0","BORBOLLON POR ACCESO NORTE","2869","131","2869"
"131B CUYAN X ACC N","1","131 CUYANITA POR ACCESO NORTE A BORBOLLON","2639","131","2639"
"131B CUYAN X ACC N","0","131 CUYANITA POR ACCESO NORTE A BORBOLLON","2640","131","2640"
"131B CUYANITA BORBO","1","131 CUYANITA POR CALLE MAIPÚ A BORBOLLON","2635","131","2635"
"131B CUYANITA BORBO","0","131 CUYANITA POR CALLE MAIPÚ A BORBOLLON","2636","131","2636"
"132 B VIC PZA LS HS","1","BARRIO VICTORIA PLAZA LAS HERAS ","2537","132","2537"
"132 B VIC PZA LS HS","0","LAS HERAS CALLE MAIPU EL BORBOLLON","2538","132","2538"
"133A B VICT X MAIPU","1","133 B VICTORIA X MAIPU","2138","133","2138"
"133A B VICT X MAIPU","0","NULL","2144","133","2144"
"133A B VICT C/GOB","1","133A B VICTORIA X MAIPU C/GOB","2146","133","2146"
"133A B VIC X MPU C.G","0","NULL","2165","133","2165"
"133A B VICT X ZAPATA","1","133A B VICTORIA POR CALLE ZAPATA","2166","133","2166"
"133A B VIC. X ZAPATA","0","133A B VICTORIA X CALLE ZAPATA","2168","133","2168"
"133B BORBO X C MAIPU","1","BORBOLLON POR CALLE MAIPU","2870","133","2870"
"133B BORB X C MAIPU","0","BORBOLLON POR CALLE MAIPÚ","2871","133","2871"
"133B BORB X MAIPU CG","1","NULL","2957","133","2957"
"133B BORB X MAIPU CG","0","NULL","2958","133","2958"
"133B BORB MPU CUY","1","133B BORBOLLON POR CALLE MAIPÚ A CUYANITA","2681","133","2681"
"133B BORB A CUY","0","133B BORBOLLON POR CALLE MAIPÚ A CUYANITA","2682","133","2682"
"133C ALG CTRO MPU V","1","133C ALGARROBAL-CENTRO-CALLE MAIPU-B  VICTORIA","2566","133","2566"
"133C ALG CTRO MPO V","0","ALGARROBAL-CENTRO-CALLE MAIPU-B  VICTORIA","2568","133","2568"
"133D VIC CEN MPU AL","1","B VICTORIA-CENTRO POR C. MAIPÚ-ALGARROBAL DE ABAJO","2536","133","2536"
"133D VI CTRO MPU ALG","0","B VICTORIA-CENTRO-CENTRO MAIPÚ-ALGARROBAL DE ABAJO","2539","133","2539"
"133D VIC ALG ZAPATA","1","NULL","2377","133","2377"
"133D VIC ALG ZAP","0","133 B  Victoria al Algarrobal Por Zapata","2433","133","2433"
"133C ALG ABA VICT CG","1","133 ALGARROBAL ABAJO B VICTORIA CASA GOBIERNO X MAIPU","2330","133","2330"
"133C ALG VIC CG MPU","0","NULL","2371","133","2371"
"133E BORBOLL.ZAPATA","1","133E BORBOLLON POR CALLE ZAPATA","2311","133","2311"
"133E BORBO X ZAPATA","0","NULL","2318","133","2318"
"133D VIC LA PEGA","1","133D B  VICTORIA CENTRO","2200","133","2200"
"133D CENT ALG PEGA","0","133D CENTRO ALGARROBAL LA PEGA CONTROL ","2201","133","2201"
"133C ALG PEGA CTRO ","1","NULL","2198","133","2198"
"133C ALG PEGA CTRO","0","AGARROBAL ABAJO-LA PEGA-CENTRO B  VICTORIA-CONTROL","2262","133","2262"
"151-MPU-MZA LIN/TERR","1","151-MAIPU-MENDOZA POR LINEA VUELTA POR TERRADA","3132","151","3132"
"151-MZA-MAIPU TERR","0","NULL","3155","151","3155"
"151 MPU PTE OLIV MZA","1","MAIPU PUENTE OLIVE MENDOZA ","1615","151","1615"
"151 MZA PTE OLI MPU","0","MENDOZA PUERNTE OLIVE MAIPÚ","1617","151","1617"
"151-PTE OLIVE C GOB","1","MAIPÚ PTE OLIVE CON C/ GOBIERNO MENDOZA","1623","151","1623"
"151-MZA P OLIVE MPU","0","MENDOZA PUENTE OLIVE MAIPÚ","1624","151","1624"
"151 ESCOL VIEYTES","1","ESCOLAR VIEYTES","1974","151","1974"
"151 ESCOL VIEYTES","0","ESCOLAR VIEYTES","2975","151","2975"
"ESC.VIRG CAR DE CUYO","1","ESCUELA VIRGEN DEL CARMEN DE CUYO 1/2 DIA","3139","151","3139"
"ESC.VIRG CARM CUYO","0","NULL","3154","151","3154"
"ESC.VIEYTES TARDE","1","ESCOLAR VIEYTES DE TARDE","3094","151","3094"
"ESC IVCC TARDE","0","NULL","3156","151","3156"
"151 ESCOL IVCC ","1","ESCOLAR IVCC TARDE","1978","151","1978"
"151 ESCOL IVCC ","0","ESCOLAR IVCC VUELTA","2978","151","2978"
"ESCOLAR VIEYTES","1","NULL","3069","151","3069"
"151-MPU BDO PTE OL","1","MPÚ BOEDO PTE OLIVE MDZ","1625","151","1625"
"151-MZA PTE O BDO MP","0","MENDOZA POR PUENTE OLIVE BOEDO MAIPÚ","1626","151","1626"
"152MZA-AC S-TERR-MPU","0","RECORRIDO 152 -MAIPU POR TERRADA-ACCESO SUR ","1620","152","1620"
"152MPU MZA TER ACC S","1","152 MAIPÚ MENDOZA TERRADA POR ACCESO SUR","3051","152","3051"
"153 MAIPU-MZA x MAZA","1","Maipú - Mendoza  por Maza ","1703","153","1703"
"153 MZA-MAIPU x MAZA","0","Mendoza Maipú por Maza ","1704","153","1704"
"153 MPU-MZA-CGOB-MAZ","1","NULL","1936","153","1936"
"153 MAIPU-MZA-MAZA","0","NULL","1937","153","1937"
"155 MPU MZA EXP.MAZA","1","NULL","1939","155","1939"
"155 MZA-MPU EXP.MAZA","0","NULL","1940","155","1940"
"161-MAIP-EXP.URQ-MZA","1","161- MAIPU EXPRESO URQUIZA-MENDOZA","1610","161","1610"
"161-MZA-EXP.URQ-MAIP","0","161- MAIPU-EXPRESO URQUIZA-MENDOZA","1611","161","1611"
"161 MPU-EXP.STEA-MZA","1","161-MAIPU-EXPRESO-SARRATEA-MENDOZA","1613","161","1613"
"161-MZ-EXP.STEA-MAIP","0","161-MAIPU-EXPRESO SARRATEA-MENDOZA","1614","161","1614"
"162 MAIP H ITAL MZA","1","162 LINEA POR HSPITAL ITALIANO MENDOZA ","1675","162","1675"
"162A MENDOZA MAIPU ","0","MENDOZA POR LINEA MAIPU","1676","162","1676"
"162-T.SOSA-HOSP.ITAL","1","RECORRIDO 162 BARRIO TROPERO SOSA - HOSPITAL ITALIANO.","1621","162","1621"
"162A-H.ITAL.B.T.SOSA","0","RECORRIDO 162 BARRIO TROPERO SOSA- HOSPITAL ITALIANO","1622","162","1622"
"162-MAL T SOSA MZA","1","BARRIO MALCAYAE TROPERO SOSA MENDOZA","1678","162","1678"
"162C-MZA-TROP.S-MAL","0","Recorrido 162- Malcayanes -Tropero Sosa","1680","162","1680"
"162-C.GOB-REF.TERR","1","CASA DE GOBIERNO-REFUERZO TERRADA","1632","162","1632"
"162-REF.TERR-C.GOB.","0","CASA DE GOBIERNO -REFUERZO TERRADA","1633","162","1633"
"162-MPU-MZA-C.GOB","1","162-POR CASA DE GOBIERNO","1641","162","1641"
"162B MENDOZA MAIPU","0","NULL","1648","162","1648"
"162 PESCARA H IT MZA","1","162B LINEA POR PESCARA HOSPITAL ITALIANO MENDOZA","1630","162","1630"
"162B PESCARA MAIPU","0","162 PESCARA MAIPÚ ","1631","162","1631"
"162-BOEDO MAIPU","0","NULL","3211","162","3211"
"162 M Y T SOSA MZA","1","162 MALCAYAE Y TROPERO SOSA MENDOZA","1684","162","1684"
"162C MZA MAL T.S.MPU","0","162 MENDOZA BARRIO MALCAYAE TROPERO SOSA MAIPÚ","1685","162","1685"
"162C Ref.CG C Rioja","1","162 LINEA POR HSPITAL ITALIANO MENDOZA ","3212","162","3212"
"162C Ref.CG C Rioja","0","MENDOZA POR LINEA MAIPU","3213","162","3213"
"162 BOEDO C.GOB MZA","1","162 POR BOEDO C/ CASA DE GOBIERNO MENDOZA  codigo redbus 128","1628","162","1628"
"162 BOEDO C-GOB MPU","0","162 POR BOEDO  CON CASA DE GOBIERNO MAIPÚ  codigo redbus 128","1629","162","1629"
"163 MAIPU-MZA P.NAZ","1","NULL","1647","163","1647"
"163 MZA-MAIPU X NAZ","0","Mendoza-Maipú por Nazareno","1696","163","1696"
